"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"	"treatment_7"	"treatment_8"	"treatment_9"	"treatment_10"	"treatment_11"	"treatment_12"
"AT1G12810"	237.45	311.824	387.949	324.979	386.544	301.333	387.991	345.883	344.66	358.897	384.827	377.768	802.684	1035.216	856.259
"AT1G12820"	114.607	158.188	161.083	228.628	165.405	247.354	232.794	219.297	178.092	290.009	183.007	245.473	155.582	158.742	108.109
"AT1G12840"	1299.799	1361.099	1259.147	1173.352	1290.878	1132.37	1107.537	985.946	1096.837	1106.458	1209.213	1108.07	1954.188	2088.07	2050.237
"AT1G12845"	167.45	226.47	251.323	223.729	253.501	263.369	544.363	424.331	518.562	514.533	552.441	371.651	346.839	290.349	247.789
"AT1G12900"	14238.078	16926.104	15639.395	17218.964	17725.304	16717.433	13603.186	10751.806	11647.214	9956.421	8605.591	9795.98	1949.234	1940.182	2184.177
"AT1G13060"	699.997	660.065	678.91	591.167	598.694	629.951	599.622	664.132	564.656	637	616.579	725.713	964.212	1009.438	1034.207
"AT1G13110"	1294.995	1263.227	1238.063	787.951	722.748	795.447	656.057	704.247	719.701	424.383	360.882	474.887	114.952	100.401	139.68
"AT1G13210"	551.076	413.109	345.78	250.674	152.82	184.477	236.322	205.925	211.615	124.168	97.49	180.472	39.639	42.06	31.572
"AT1G13245"	1288.818	1710.478	1736.492	1004.331	1251.325	1009.583	872.391	903.933	949.125	1041.822	950.951	850.361	888.898	1078.633	1312.611
"AT1G13260"	787.84	861.498	840.837	1668.985	1112.888	1460.395	797.144	936.916	1055.981	372.505	342.924	585.006	51.53	27.135	48.792
"AT1G13270"	268.332	246.955	258.07	156.774	226.533	164.902	319.798	287.048	289.138	238.131	212.938	257.708	105.043	109.898	107.152
"AT1G13280"	311.567	293.615	301.925	351.107	478.236	528.518	557.296	498.322	455.706	616.589	595.199	592.653	234.859	198.089	206.65
"AT1G13360"	492.057	624.785	524.574	394.384	478.236	787.736	878.27	917.304	953.316	1041.822	1326.371	934.48	1854.101	2709.472	2256.888
"AT1G13380"	295.097	318.652	307.829	309.465	280.469	275.826	313.92	291.505	269.233	259.393	285.627	227.12	115.943	94.974	117.676
"AT1G13390"	251.175	236.713	201.565	161.673	204.958	214.136	266.891	261.196	299.614	250.037	270.234	266.885	585.662	796.425	726.146
"AT1G13440"	10134.86	9832.686	9587.395	11376.699	10992.241	9701.367	9009.613	8464.339	8248.8	9329.627	9508.653	9586.449	5788.243	6380.894	5736.455
"AT1G13930"	5951.348	6983.028	8410.054	9934.709	12676.855	10777.385	27716.639	23802.667	26196.279	28029.702	29582.95	19809.904	25419.313	20812.866	27712.168
"AT1G13960"	136.568	146.807	153.493	101.25	120.458	155.412	168.129	172.05	189.616	164.14	136.827	173.59	668.903	928.031	763.458
"AT1G13990"	303.332	208.262	210.842	265.372	282.267	288.876	403.275	479.601	346.756	557.907	563.558	484.064	2778.674	2774.597	3285.355
"AT1G14000"	535.978	559.917	494.213	614.03	426.098	564.109	455.007	561.615	427.421	395.467	415.613	481.77	711.515	633.612	637.171
"AT1G14150"	502.351	564.469	614.814	609.131	801.855	671.473	743.061	558.941	620.179	632.748	610.592	501.652	321.074	344.62	314.759
"AT1G14200"	231.96	186.639	191.444	195.15	165.405	197.527	154.021	197.902	170.759	161.589	156.496	172.061	237.832	223.867	289.884
"AT1G14250"	612.841	460.907	477.346	775.703	805.45	552.839	1327.398	367.278	540.561	519.636	382.262	931.421	43.603	35.276	42.095
"AT1G14280"	425.488	564.469	576.02	767.537	614.875	762.229	355.07	394.022	444.182	399.72	330.951	388.474	112.97	63.768	93.758
"AT1G14320"	5683.016	6176.156	5448.15	3916.89	4063.21	3503.288	3716.48	3892.972	3584.886	3195.206	3450.617	3927.569	2639.938	3349.867	2701.759
"AT1G14330"	183.921	87.629	106.264	120.03	129.447	132.871	79.95	73.099	70.189	54.43	60.717	73.413	206.121	195.375	171.252
"AT1G14345"	551.762	591.782	638.429	915.329	951.079	821.546	630.191	625.799	691.416	674.421	549.875	559.006	196.212	153.315	141.594
"AT1G14400"	1391.073	1415.725	1499.506	1303.18	1346.612	1442.007	1314.465	1407.603	1363.975	1541.897	1446.95	1433.073	2786.601	2771.883	2590.781
"AT1G14450"	684.213	760.212	705.898	638.526	731.737	514.875	668.99	547.352	579.323	592.776	645.655	652.301	818.539	1012.151	864.869
"AT1G14520"	59.706	38.693	30.361	47.359	37.755	60.504	68.192	57.053	60.761	99.505	121.434	100.177	199.185	457.232	196.126
"AT1G14720"	436.469	434.732	376.142	316.813	321.821	313.789	331.556	312.9	366.66	361.449	298.455	214.885	1714.374	2006.664	1614.933
"AT1G14880"	678.723	1050.413	579.393	1201.931	542.96	532.077	1613.1	2482.695	1823.871	159.037	269.379	2478.437	12.883	20.352	24.875
"AT1G14890"	244.999	271.992	385.419	319.263	368.565	278.199	202.225	278.133	266.09	258.542	224.055	277.591	405.306	269.997	512.799
"AT1G14920"	223.725	367.588	377.828	315.997	330.81	365.989	324.501	342.318	390.755	263.645	271.089	255.414	114.952	51.557	90.888
"AT1G14980"	572.351	472.288	417.467	362.539	325.416	306.671	350.367	312.9	319.518	332.533	414.758	368.592	272.516	402.961	318.586
"AT1G15100"	46.666	38.693	81.807	37.56	23.372	53.979	85.828	74.882	99.522	128.421	163.338	128.472	695.659	625.471	664.916
"AT1G15120"	1349.21	1494.25	1379.748	1181.518	1184.803	1026.785	1446.147	1295.28	1163.883	922.757	980.882	1054.54	624.31	674.315	679.267
"AT1G15125"	86.47	99.01	48.072	49.808	32.362	22.541	16.46	31.201	20.952	0	5.131	9.177	2.973	1.357	4.784
"AT1G15130"	221.666	167.292	247.95	229.445	190.575	224.813	241.024	225.537	245.138	225.374	213.793	208.002	381.523	451.805	530.976
"AT1G15260"	201.764	358.483	323.853	403.365	593.301	392.088	516.145	516.151	452.563	480.514	541.324	419.063	150.627	103.115	106.195
"AT1G15270"	1308.034	1363.375	1182.4	1230.509	1308.857	1155.504	1337.98	1183.849	1164.931	1143.028	1369.13	1300.778	1227.809	998.583	1290.607
"AT1G15430"	115.98	68.283	71.686	63.689	68.319	68.808	49.381	39.224	71.237	37.421	70.979	54.295	275.489	596.979	337.72
"AT1G15500"	775.487	736.313	791.078	783.868	841.408	823.326	924.123	916.413	959.601	944.019	785.903	744.066	817.548	823.56	798.856
"AT1G15670"	864.016	401.729	346.624	140.443	154.618	132.871	59.962	134.609	83.808	56.131	37.628	76.471	333.956	321.555	536.716
"AT1G15690"	3812.925	4198.238	3833.946	3582.929	3363.834	3696.069	3367.288	3251.126	3374.319	3213.066	3082.038	3319.621	2490.302	3271.175	2928.501
"AT1G15820"	28577.724	38923.324	41150.399	41353.113	45227.481	42341.379	39031.857	32825.055	35764.008	27807.731	25015.478	25318.901	2775.701	1971.388	1944.999
"AT1G15860"	275.881	315.238	285.901	306.198	372.161	260.997	258.66	251.39	265.043	263.645	257.407	276.826	571.788	563.06	619.95
"AT1G15930"	2589.303	2809.827	2495.523	1867.402	1923.732	1835.281	1985.807	1786.47	1889.87	1575.916	1700.081	1697.664	1781.76	1812.646	1901.947
"AT1G15950"	802.252	594.058	692.404	965.954	963.664	920.013	639.597	691.767	653.702	961.028	993.709	1036.187	890.88	856.122	970.108
"AT1G15980"	1405.484	1437.347	1512.157	1673.068	1961.488	1842.993	1468.486	1128.579	1384.927	1545.299	1376.826	1182.247	594.581	336.479	399.906
"AT1G16000"	157.842	149.084	147.589	90.635	95.288	88.976	103.464	99.843	81.713	110.561	139.393	79.53	75.314	84.12	74.624
"AT1G16080"	946.369	862.636	767.464	1066.387	1346.612	1077.798	768.927	718.511	688.273	785.832	785.903	659.183	490.529	293.063	377.902
"AT1G16180"	1351.955	1425.967	1445.531	1418.311	1573.145	1455.057	1528.448	1533.298	1511.686	1566.561	1557.267	1569.957	2207.876	2394.701	2705.586
"AT1G16210"	472.841	465.459	403.973	445.825	334.406	361.836	407.978	369.953	369.803	346.991	433.572	408.357	976.103	1375.766	1088.74
"AT1G16320"	299.901	336.861	376.985	452.357	760.503	485.81	578.459	521.5	519.609	704.187	708.082	617.124	1333.843	1320.138	1547.006
"AT1G16410"	1377.347	1669.508	1561.915	3032.589	2612.32	2502.603	2450.22	2158.206	2363.385	2860.122	2810.094	2335.435	146.663	108.542	95.671
"AT1G16700"	537.351	574.711	520.357	606.681	435.087	522.587	593.743	465.338	558.371	477.112	542.179	494.77	623.319	731.3	752.934
"AT1G16720"	673.232	646.408	841.68	1041.075	987.036	1396.332	978.207	889.669	916.65	983.14	1018.509	809.832	662.957	449.091	478.357
"AT1G16740"	194.901	198.019	151.806	182.086	246.31	153.632	204.577	180.073	199.044	204.963	184.717	195.767	219.004	246.932	215.261
"AT1G16840"	488.625	465.459	584.453	449.091	524.981	402.765	620.785	594.599	629.607	587.673	608.882	604.124	1052.408	1440.891	1500.127
"AT1G16850"	30.196	58.04	36.265	36.744	50.341	72.96	256.309	216.623	168.664	601.28	537.903	242.414	8957.357	13541.931	10217.702
"AT1G16858"	255.979	229.885	273.251	301.299	249.905	236.083	230.443	266.544	282.852	342.738	307.862	254.65	459.809	683.813	560.634
"AT1G16880"	1758.228	2194.146	2039.261	2218.509	2470.288	2297.364	2065.756	1829.26	1882.537	1602.28	1629.957	1700.723	465.755	341.906	429.564
"AT1G16890"	1071.956	943.437	1098.907	1005.147	1010.409	1105.084	1004.073	1021.604	994.172	1209.365	1105.737	1035.422	1400.237	1447.675	1754.613
"AT1G16916"	41.176	69.421	80.963	72.671	59.33	45.674	49.381	78.448	80.665	53.579	36.772	46.648	42.612	32.563	46.879
"AT1G17080"	724.017	704.448	719.392	629.544	765.897	580.125	758.345	755.952	630.655	646.355	614.868	741.772	1172.315	1188.531	1350.88
"AT1G17100"	245.685	349.379	269.877	355.19	435.087	315.569	453.831	421.657	314.28	620.841	633.682	611.771	438.008	614.617	655.349
"AT1G17200"	460.488	556.503	577.706	572.387	667.014	660.796	694.856	597.273	642.179	548.551	527.641	537.594	403.324	307.987	343.46
"AT1G17220"	997.153	1006.029	1152.883	1205.197	1249.527	1139.488	1049.926	1144.625	1169.121	876.832	855.172	908.48	410.261	352.76	271.707
"AT1G17290"	1943.521	1538.633	1464.085	1296.648	929.504	1094.407	1205.122	1284.583	1225.692	963.579	1027.061	1038.481	1035.561	1432.75	1225.55
"AT1G17550"	225.783	213.952	258.914	268.638	336.204	355.311	335.083	402.936	332.089	610.636	593.489	475.652	1509.244	1458.529	1488.646
"AT1G17620"	655.389	404.005	369.395	484.202	451.268	447.847	249.255	291.505	251.424	328.28	395.089	367.827	357.739	321.555	306.148
"AT1G17745"	824.212	369.864	231.083	420.512	449.47	287.69	531.43	434.137	372.946	841.963	1084.358	1064.481	1283.303	1328.279	1251.381
"AT1G17840"	352.744	369.864	360.961	468.688	453.066	372.513	387.991	415.417	426.373	596.178	724.33	526.123	931.51	735.37	661.089
"AT1G17870"	28.823	42.108	40.482	56.341	43.149	33.218	62.314	38.332	34.571	150.533	186.427	39.765	3100.738	3199.266	3257.61
"AT1G17880"	2159.697	2339.815	2466.848	1888.632	1769.114	1702.41	1804.744	1685.736	1923.393	1731.551	1597.46	1710.664	1048.444	1234.662	1091.61
"AT1G18060"	622.448	762.488	820.596	1000.248	1005.015	934.25	708.965	819.245	887.317	740.757	655.061	609.477	347.83	305.273	264.053
"AT1G18070"	584.703	524.638	469.755	468.688	417.108	508.944	426.79	494.756	503.895	459.252	491.724	490.946	689.714	1071.849	874.436
"AT1G18080"	2899.498	3323.084	2704.678	2394.88	2006.435	1921.885	2386.73	2135.028	2252.339	2027.514	2155.032	2323.964	1551.855	1698.677	1591.972
"AT1G18210"	1294.995	945.713	675.537	504.615	533.97	497.08	459.71	465.338	402.278	362.299	383.972	411.416	725.388	1158.682	849.562
"AT1G18540"	3365.476	3474.443	3090.096	2375.283	2477.479	2159.155	2324.417	2393.549	2236.625	1984.991	2158.453	2372.906	1222.854	1492.448	1241.814
"AT1G18710"	26.765	21.623	16.024	38.377	43.149	62.283	64.665	82.014	135.14	323.178	280.496	279.885	185.311	127.536	97.585
"AT1G18720"	915.486	941.161	743.85	956.156	1021.196	875.525	1249.8	1364.813	1135.598	1276.551	1393.93	1374.955	2249.497	2485.604	2497.023
"AT1G18730"	1145.387	1318.991	1391.555	1441.99	1537.188	1445.566	1422.632	1309.543	1396.45	1330.131	1254.537	1023.187	425.125	260.5	384.599
"AT1G18740"	450.88	393.763	297.709	516.046	285.863	427.679	306.865	259.413	348.851	252.589	196.689	276.826	206.121	149.245	139.68
"AT1G19000"	1666.268	2198.698	2366.487	2310.777	2739.97	2827.069	1838.84	1895.228	2314.148	2206.112	2155.887	1994.373	2852.996	2892.636	3112.19
"AT1G19020"	1448.719	770.455	527.948	239.243	89.894	81.858	54.084	88.254	71.237	5.103	9.407	80.295	34.684	78.693	31.572
"AT1G19150"	1094.603	1353.132	1362.037	1546.506	1779.902	1600.384	1349.737	996.644	1205.787	1106.458	927.861	1157.012	144.681	85.477	109.065
"AT1G19180"	1445.288	513.257	419.153	445.825	285.863	233.118	451.48	270.11	357.232	175.196	216.358	224.061	1707.437	2191.185	1979.441
"AT1G19350"	548.331	608.853	759.03	804.281	744.323	721.3	565.526	568.747	575.132	497.523	484.027	452.71	97.115	85.477	119.589
"AT1G19400"	691.762	927.505	978.306	803.465	853.993	784.177	886.5	929.785	862.175	793.486	651.641	821.302	1208.981	1311.998	1569.967
"AT1G19530"	126.274	60.316	65.783	37.56	80.905	61.097	47.029	45.464	38.761	62.935	59.007	58.118	361.703	317.484	339.633
"AT1G19570"	2876.165	2818.931	2295.645	3084.847	3771.953	2751.736	4578.289	3226.166	3417.27	5870.776	6038.366	5255.876	6154.901	4994.274	5651.308
"AT1G19660"	1264.112	1362.237	1629.385	1954.771	2378.596	2186.441	2352.634	2798.269	2688.141	3239.43	3373.652	2606.144	4388.005	2154.552	3927.31
"AT1G19670"	634.115	328.894	226.866	783.051	604.088	322.094	626.664	509.911	649.512	515.383	383.972	888.597	66.395	88.19	54.533
"AT1G19740"	1113.133	1174.46	1191.677	1134.159	1326.836	1302.018	1357.967	1235.553	1458.259	1152.383	1145.93	1105.011	1134.658	796.425	1028.467
"AT1G19770"	1767.15	1544.323	1595.65	988	907.93	940.775	728.952	783.587	692.463	531.542	404.496	479.475	639.174	748.938	671.613
"AT1G19835"	375.391	302.719	414.936	351.107	404.523	383.784	302.162	293.288	311.137	332.533	348.055	322.709	312.155	251.003	288.928
"AT1G19910"	2320.284	2523.04	2554.558	2295.263	2641.086	2010.861	2559.562	2531.724	2317.291	2419.58	2571.501	2437.907	4402.87	6197.73	5681.922
"AT1G19960"	459.802	782.973	568.429	1479.551	1589.326	1217.194	3323.786	2554.902	2326.719	2413.626	2462.039	2937.265	75.314	70.552	70.797
"AT1G20010"	1539.307	2080.341	2249.259	1646.939	1603.709	1779.523	2380.852	2362.348	2361.29	1555.505	1443.53	1623.487	147.654	145.174	101.412
"AT1G20020"	4880.078	5910.992	6427.299	5830.834	6161.336	6246.719	8292.418	7943.731	8706.602	5996.645	5503.884	5157.993	1373.481	1128.833	1151.883
"AT1G20050"	680.781	648.684	595.417	626.278	679.599	561.143	744.237	677.504	670.464	589.374	642.234	659.183	257.652	256.43	234.395
"AT1G20090"	857.153	756.798	662.886	723.445	530.375	714.182	482.049	451.966	650.559	482.215	555.862	486.358	440.981	328.339	379.815
"AT1G20100"	430.292	369.864	351.684	357.64	420.704	383.191	290.405	359.255	306.947	360.598	346.344	367.063	1470.596	1634.909	1640.764
"AT1G20140"	60.392	83.077	44.698	62.056	48.543	42.709	42.326	41.898	48.19	54.43	80.386	66.53	163.51	202.159	181.776
"AT1G20260"	1190.681	1290.54	1044.932	1165.187	1003.217	1061.782	1301.532	1271.211	1168.074	1213.617	1243.419	1111.893	1983.917	2174.904	1977.527
"AT1G20330"	1576.366	1705.925	1660.589	1344.007	1242.335	1267.02	1007.6	1091.138	1061.219	910	990.289	973.48	510.348	519.643	420.954
"AT1G20340"	35131.619	42112.119	44734.709	43060.475	48122.069	41321.712	37686.823	31133.079	34187.37	27847.702	25405.437	26399.441	5296.723	3058.162	4069.86
"AT1G20430"	214.117	268.578	236.986	252.307	226.533	228.965	303.338	296.854	267.138	302.766	283.062	312.003	165.492	151.958	140.637
"AT1G20440"	1789.11	2119.035	2726.605	1715.528	1799.678	2348.97	5561.199	6123.386	6313.884	5868.225	6543.773	4256.396	69525.306	92131.531	81185.765
"AT1G20450"	1995.678	1776.484	2164.079	1638.774	1844.625	2073.144	6527.648	5677.659	5433.9	9754.01	10067.935	6558.183	54928.351	67846.688	54400.652
"AT1G20510"	800.193	554.227	411.563	511.964	381.151	366.582	458.534	410.959	407.516	312.122	327.531	491.711	74.323	80.049	95.671
"AT1G20620"	17857.475	20555.321	21109.473	18418.446	17879.921	21003.118	33487.118	34370.833	34935.357	25114.3	22168.612	28298.225	9309.151	7390.331	9480.076
"AT1G20630"	487.253	489.358	538.068	539.726	438.683	503.605	674.869	734.557	743.796	524.738	608.882	592.653	1295.195	1880.485	2222.446
"AT1G20650"	242.254	326.618	411.563	440.926	530.375	535.043	583.162	465.338	469.325	586.822	454.951	564.359	384.495	234.721	362.594
"AT1G20693"	1870.09	2356.886	2485.402	2185.848	2407.362	2906.554	4373.712	4379.705	4518.298	4149.43	4302.368	3703.508	3069.027	2702.688	2513.287
"AT1G20696"	1085.682	1252.985	1475.049	1014.946	1413.134	1248.632	2374.973	2586.103	2516.335	2156.785	2320.936	2085.374	2291.117	2218.321	2006.229
"AT1G20823"	139.999	100.148	173.734	164.939	120.458	128.719	87.004	49.03	31.428	72.29	58.152	92.53	177.383	245.576	175.079
"AT1G20840"	235.391	307.271	256.384	137.177	97.086	155.412	230.443	208.6	222.091	165.841	116.303	142.237	38.648	8.141	40.182
"AT1G20980"	455.684	447.251	415.78	369.888	399.129	373.7	273.945	325.38	319.518	371.654	475.475	381.592	850.25	1177.677	1434.114
"AT1G21000"	759.016	804.596	899.872	823.061	1121.877	920.607	853.579	991.295	844.365	1567.411	1599.171	1124.894	5791.215	6762.146	6278.912
"AT1G21010"	153.725	114.942	183.011	113.498	185.182	137.023	84.652	106.974	104.76	77.393	51.31	90.236	150.627	206.229	159.771
"AT1G21065"	1442.543	1439.624	1424.447	1674.701	1920.136	1663.261	2077.513	1636.706	1680.35	2090.449	1969.46	1738.959	1674.735	1630.839	1656.071
"AT1G21080"	427.547	468.873	339.877	273.537	305.64	329.805	331.556	278.133	319.518	424.383	420.744	408.357	1109.884	1287.576	1114.571
"AT1G21130"	7019.873	5601.444	5451.523	2581.865	2013.626	2257.622	2386.73	2541.53	2477.573	1400.72	1151.916	1320.66	1524.108	1406.971	1246.598
"AT1G21190"	173.627	192.329	167.83	175.554	136.639	153.039	219.861	210.383	239.9	238.131	230.896	263.061	344.857	325.625	298.495
"AT1G21240"	99.509	22.761	23.614	34.294	8.989	12.457	7.054	36.55	9.428	0.85	6.841	24.471	33.693	48.844	22.004
"AT1G21250"	2219.403	1618.296	1325.773	1916.394	992.43	940.181	1521.394	1689.302	1207.883	762.019	840.634	1329.837	152.609	92.26	105.239
"AT1G21270"	1025.29	1060.655	867.825	866.337	542.96	604.445	656.057	615.102	708.177	366.551	265.103	486.358	47.566	47.487	28.701
"AT1G21400"	382.253	384.658	493.37	364.172	494.417	449.033	474.995	503.671	366.66	914.252	973.185	735.654	3561.538	3439.414	3557.061
"AT1G21440"	552.449	647.546	618.188	974.936	782.078	752.145	699.559	588.358	649.512	875.131	858.592	808.302	224.95	157.385	142.55
"AT1G21450"	185.293	162.74	206.625	218.83	240.916	216.509	143.439	213.949	206.377	163.29	163.338	201.12	560.888	546.779	623.777
"AT1G21460"	124.901	169.568	175.42	218.013	303.842	220.661	229.267	188.988	234.662	349.542	355.751	239.355	869.079	548.135	1003.593
"AT1G21500"	2603.028	3336.74	3623.104	3168.133	3788.134	3398.296	2764.139	2592.343	2533.096	1807.243	1623.971	1634.193	259.634	158.742	196.126
"AT1G21590"	177.058	235.575	259.757	320.896	307.438	268.708	458.534	356.581	449.42	402.271	437.848	461.887	149.636	94.974	117.676
"AT1G21640"	213.43	286.787	277.468	334.777	311.033	278.792	249.255	270.11	237.805	318.925	268.524	325.768	426.116	303.917	333.893
"AT1G21680"	550.39	739.728	828.186	422.146	551.949	594.361	1087.549	1069.743	1217.311	838.561	765.379	846.538	1169.342	1291.646	1407.326
"AT1G21750"	1063.721	947.989	802.885	708.747	789.27	667.914	922.947	1133.927	922.935	896.393	1021.075	1494.25	959.257	1123.406	786.419
"AT1G21770"	577.154	645.27	672.163	738.142	794.663	629.358	920.596	812.113	759.51	798.589	694.399	706.595	761.063	640.396	771.111
"AT1G21930"	143.431	232.161	213.372	213.114	120.458	189.816	218.686	176.508	163.426	195.607	178.731	159.06	84.232	92.26	77.494
"AT1G22070"	325.979	205.986	283.371	244.959	293.055	231.338	440.898	395.805	378.184	344.439	401.931	379.298	331.974	411.102	306.148
"AT1G22140"	269.018	268.578	304.455	375.603	397.332	376.073	284.526	275.459	279.709	369.953	287.338	305.121	334.947	320.198	357.811
"AT1G22160"	148.921	151.36	166.143	343.759	471.045	361.836	429.141	382.433	485.039	914.252	952.661	639.301	1030.606	923.961	946.19
"AT1G22180"	181.176	101.286	109.638	75.121	46.745	93.128	104.64	87.362	89.046	99.505	86.372	96.354	185.311	378.539	246.832
"AT1G22190"	144.803	105.838	178.794	211.481	183.384	270.488	99.937	123.02	106.855	113.963	118.014	104.001	579.716	630.898	648.652
