"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"	"treatment_7"	"treatment_8"	"treatment_9"	"treatment_10"	"treatment_11"	"treatment_12"
"AT3G23030"	982.055	985.545	951.318	796.116	774.886	860.696	499.685	557.158	589.799	563.009	565.268	481.77	1695.546	1860.133	2201.398
"AT3G23050"	998.525	1251.847	1534.084	1402.797	1387.964	1341.76	959.395	1302.412	1246.644	779.028	1355.447	798.361	1409.156	1303.857	2029.19
"AT3G23170"	113.235	85.353	53.132	175.554	145.628	147.7	208.104	203.251	112.093	164.14	128.276	161.355	208.103	329.695	247.789
"AT3G23280"	691.076	693.068	771.681	566.671	625.662	677.998	992.315	1227.53	1171.217	883.636	863.723	900.068	920.609	1010.794	804.596
"AT3G23325"	180.489	252.645	212.528	151.058	221.139	196.341	169.305	190.771	94.284	208.364	172.745	178.178	239.814	229.294	216.217
"AT3G23390"	1776.757	1902.807	1728.059	1325.227	1393.357	1130.59	1178.081	1274.777	1161.788	955.075	974.896	1121.07	399.36	424.669	482.184
"AT3G23400"	1876.267	2010.921	1860.467	2117.26	2366.011	1822.825	2136.3	1814.997	1743.206	1975.636	1997.681	2059.374	2323.819	2713.542	2256.888
"AT3G23490"	806.369	909.296	877.102	967.587	1102.101	956.197	1005.248	1005.558	956.459	1170.243	1054.427	1028.54	1389.337	1503.302	1566.14
"AT3G23570"	798.134	687.378	603.007	774.07	836.014	668.508	660.76	726.534	681.987	841.112	833.792	900.833	623.319	938.885	682.137
"AT3G23580"	212.744	180.949	133.252	200.866	239.118	163.123	170.481	189.879	180.187	219.421	192.414	257.708	583.68	645.823	735.713
"AT3G23600"	1816.561	2017.749	1596.493	1712.261	2002.839	1671.565	1943.48	1946.932	1878.346	2614.337	2577.487	2351.494	3884.594	4276.542	4257.376
"AT3G23640"	198.333	167.292	163.613	258.023	278.671	221.254	342.137	344.992	328.946	374.206	357.462	286.768	241.796	187.234	205.693
"AT3G23700"	916.173	892.225	1014.57	988	1075.133	1089.068	935.88	861.143	920.84	703.336	620.855	558.241	337.92	303.917	333.893
"AT3G23730"	438.528	242.403	252.167	440.926	406.321	397.427	244.552	224.646	295.423	216.869	182.152	306.65	27.747	18.995	15.307
"AT3G23805"	173.627	261.75	242.046	190.251	219.341	210.577	252.782	221.972	187.52	197.308	163.338	167.472	96.124	52.914	79.407
"AT3G23810"	1965.482	1685.441	1427.82	1793.914	1803.274	1444.38	1708.334	1403.146	1457.211	1859.122	2450.922	2030.314	925.564	765.219	674.483
"AT3G23820"	2078.717	2484.346	1992.033	2079.699	2117.903	2152.63	2225.655	2035.186	2286.91	1865.925	1712.053	1722.9	1228.8	1127.477	1064.822
"AT3G23920"	552.449	483.668	463.852	535.643	607.684	519.621	462.062	569.638	499.705	992.495	1115.144	770.831	10007.783	14353.28	13816.859
"AT3G24050"	300.587	275.406	272.407	229.445	260.693	243.795	244.552	246.932	253.519	233.879	150.51	216.414	236.841	225.224	183.689
"AT3G24100"	207.254	248.093	207.468	293.134	408.119	264.556	253.957	206.817	270.281	300.215	313.848	273.767	592.599	685.169	611.34
"AT3G24160"	1555.092	1495.388	1322.399	1575.085	1485.049	1379.13	1682.468	1302.412	1469.782	1516.383	1497.405	1521.78	2023.556	2256.31	2307.593
"AT3G24170"	918.231	680.549	548.188	824.694	704.769	797.82	443.25	492.082	443.135	718.645	776.496	650.771	2580.48	3908.857	2718.98
"AT3G24420"	561.37	529.19	791.921	537.276	411.715	555.804	465.589	522.391	523.8	307.869	330.951	379.298	137.745	214.37	290.841
"AT3G24430"	568.919	628.199	599.634	683.435	710.163	593.768	561.999	476.036	644.274	510.28	515.668	474.122	98.106	105.828	110.022
"AT3G24500"	77.549	83.077	105.421	207.398	138.437	110.33	131.682	139.958	112.093	260.243	277.931	171.296	1392.31	1301.143	1581.448
"AT3G24503"	1026.662	790.939	708.428	614.846	508.8	535.636	624.312	691.767	657.893	426.084	455.806	557.476	569.806	814.063	566.374
"AT3G24730"	93.333	104.7	85.18	88.185	134.841	129.905	144.615	88.254	98.474	84.196	121.434	97.883	253.688	263.214	295.625
"AT3G24770"	329.41	258.336	185.541	309.465	307.438	318.535	286.878	336.969	304.852	316.374	339.503	312.768	51.53	96.331	49.749
"AT3G24830"	3250.869	3506.308	3494.069	2916.642	2743.566	2504.975	3092.168	2980.125	2786.615	2609.234	2781.873	2590.849	2415.979	2630.779	2804.128
"AT3G25140"	394.606	413.109	404.816	434.393	413.513	475.726	497.333	443.943	487.134	510.28	531.917	507.005	216.031	214.37	184.646
"AT3G25220"	450.194	439.284	406.503	400.099	370.363	368.361	443.25	454.641	355.136	482.215	462.648	578.123	480.619	564.417	428.608
"AT3G25290"	25.392	25.037	26.144	75.121	50.341	59.317	61.138	68.642	52.38	130.972	224.91	114.707	247.742	192.661	250.659
"AT3G25520"	3755.279	3527.931	3372.624	2661.068	2400.17	2388.713	2632.458	2565.6	2529.953	2165.29	2281.598	2691.792	1464.65	1485.664	1361.404
"AT3G25530"	871.565	958.232	757.343	995.349	751.514	915.268	945.286	809.439	896.745	939.766	976.606	897.009	315.128	219.797	212.39
"AT3G25690"	1092.544	1035.619	1145.292	1148.856	1154.239	1331.083	926.475	1046.565	1157.598	1069.037	1085.213	975.774	921.6	656.677	927.056
"AT3G25717"	314.312	405.143	473.972	386.218	512.396	374.886	517.321	448.4	507.038	518.785	448.11	565.888	25.765	31.206	18.178
"AT3G25760"	533.233	195.743	196.504	373.154	386.544	290.062	451.48	245.149	362.47	533.243	436.993	549.829	99.097	77.336	65.057
"AT3G25770"	1932.541	1547.738	1211.918	1744.923	1704.391	1375.571	2494.897	1719.611	1995.678	1783.43	1561.543	2101.433	352.785	147.888	96.628
"AT3G25800"	294.411	245.817	228.552	321.712	314.629	298.96	231.619	353.907	320.566	311.271	365.158	348.709	692.686	826.274	718.492
"AT3G25870"	44.608	55.764	49.759	34.294	43.149	43.302	37.623	37.441	48.19	69.738	78.676	45.118	585.662	896.826	697.444
"AT3G25910"	558.625	590.644	607.224	421.329	512.396	475.726	460.886	383.324	477.705	426.935	414.758	375.474	824.485	1123.406	973.935
"AT3G25920"	4934.293	5121.191	4813.938	4264.731	4183.668	3862.751	4139.742	3625.536	3854.119	2734.252	2180.687	2755.263	687.732	682.456	642.912
"AT3G26060"	3705.867	4092.4	3496.599	3261.217	3802.517	3382.873	3400.209	2931.986	2954.231	2823.552	2658.728	2536.555	626.292	445.021	554.894
"AT3G26070"	1339.602	1283.712	1396.616	1677.967	1921.934	1800.877	1868.234	1718.72	1867.87	2157.636	1956.633	1679.311	1161.414	926.675	912.705
"AT3G26180"	398.724	435.87	414.093	517.679	629.258	583.684	726.601	657	647.417	659.963	567.834	681.36	455.845	347.333	503.231
"AT3G26280"	326.665	499.601	574.333	507.881	794.663	682.151	857.107	602.622	776.271	764.57	868.854	731.831	2031.484	2028.373	2227.229
"AT3G26290"	236.764	276.544	287.588	640.975	578.918	584.277	778.333	803.198	721.796	1491.72	1523.061	1205.953	3395.055	3102.935	3419.295
"AT3G26450"	1224.309	1447.59	1373.001	1919.66	2089.137	1772.998	1607.222	1231.096	1526.353	1614.187	1571.805	1476.662	1384.382	1188.531	1249.468
"AT3G26510"	772.056	827.357	838.307	763.455	798.259	751.552	442.074	533.088	615.989	724.598	821.82	728.007	589.626	265.927	601.773
"AT3G26520"	10101.919	14216.425	15804.695	13079.162	15285.58	15540.575	11840.768	12089.876	13097.092	6336.832	6465.097	7616.547	829.44	670.245	884.003
"AT3G26570"	1504.994	1468.075	1453.121	1871.485	1673.827	1663.261	1213.352	1047.456	1084.266	1191.505	1209.213	1325.249	507.375	473.513	481.227
"AT3G26580"	833.134	897.915	1001.92	906.347	1031.983	1054.664	1363.846	1658.993	1418.45	1683.075	1591.474	1271.719	3464.423	3155.849	3499.659
"AT3G26650"	14125.53	17540.646	17523.477	19208.029	21132.287	19762.79	15290.358	14101.883	14772.204	15184.244	14195.848	13637.137	5890.312	4349.808	5768.027
"AT3G26740"	8108.3	11183.542	13543.628	8570.289	10053.748	10964.828	17901.652	18484.263	18538.325	15765.113	15495.709	12678.951	13106.539	7581.636	11945.527
"AT3G26810"	293.038	256.06	307.829	175.554	213.948	208.797	186.941	167.593	202.187	170.944	170.179	155.237	154.591	161.456	115.762
"AT3G26830"	1167.348	244.679	169.517	187.802	30.564	14.236	81.125	79.339	89.046	17.009	21.379	59.648	44.594	150.602	64.1
"AT3G26980"	655.389	417.662	347.467	231.894	152.82	201.086	210.456	193.445	149.807	174.346	198.4	169.002	224.95	291.706	149.247
"AT3G27020"	319.116	299.305	437.707	444.192	505.204	471.574	348.016	492.082	351.994	421.832	442.979	429.004	492.511	413.815	579.768
"AT3G27090"	1067.839	1223.396	1394.929	1333.392	1366.389	1202.958	1235.691	1393.34	1403.784	1114.963	1213.488	1239.601	774.937	822.203	1015.073
"AT3G27160"	3847.925	4349.598	3889.608	3487.396	3374.622	3146.79	3236.782	2868.693	2886.137	2125.318	1864.274	2262.787	1106.911	963.307	1023.684
"AT3G27210"	78.235	56.902	67.469	53.074	66.522	83.638	199.874	185.422	169.711	208.364	184.717	213.355	391.432	397.534	375.032
"AT3G27240"	1061.662	993.511	887.222	962.688	873.77	811.463	775.981	807.656	889.412	802.841	825.241	787.655	759.081	1112.552	862.956
"AT3G27300"	89.215	87.629	69.156	115.131	136.639	107.958	261.012	193.445	165.521	167.542	173.6	197.296	213.058	297.133	237.265
"AT3G27380"	640.978	689.654	648.549	556.873	550.151	549.279	567.877	660.566	544.752	540.897	610.592	609.477	3120.557	4317.245	4387.489
"AT3G27430"	1024.604	986.683	896.499	870.42	852.195	803.751	795.969	824.593	768.938	833.458	937.268	865.656	1234.746	1322.852	1225.55
"AT3G27570"	216.862	232.161	206.625	283.336	219.341	275.826	243.376	271.001	343.613	346.991	373.71	347.18	381.523	449.091	304.235
"AT3G27690"	16648.264	23697.456	26456.419	27232.06	34334.123	33145.397	19464.196	15526.424	17275.968	18999.44	16823.79	15639.157	1206.008	1090.844	892.614
"AT3G27740"	535.978	496.186	523.731	382.952	492.619	368.954	444.426	471.578	466.182	385.262	426.731	417.534	206.121	161.456	186.559
"AT3G27770"	879.114	1042.447	1117.461	706.298	742.525	841.714	532.605	706.922	673.607	442.243	444.689	447.357	761.063	834.414	1007.419
"AT3G27830"	4167.042	5170.126	4768.396	4596.242	4679.883	4067.99	4011.588	3397.325	3783.93	2678.972	2561.239	2743.027	975.112	740.797	679.267
"AT3G27850"	4311.845	5155.332	4969.961	4235.336	4694.266	3812.925	4854.586	4028.473	4488.965	3324.477	2928.107	3186.561	808.63	687.883	640.041
"AT3G27880"	70.686	48.936	99.517	111.864	136.639	101.433	201.05	145.307	177.044	163.29	192.414	178.943	354.766	371.755	357.811
"AT3G27890"	559.311	693.068	565.899	615.663	632.854	594.954	580.81	598.164	505.991	459.252	433.572	539.123	490.529	396.177	500.361
"AT3G27925"	809.801	850.118	932.764	1053.322	1057.154	1071.273	1053.453	1094.703	1081.123	1126.869	1233.157	997.951	891.871	717.732	737.626
"AT3G28007"	106.372	72.835	41.325	118.397	111.469	96.687	141.087	162.244	143.521	310.421	298.455	221.767	5603.923	8566.652	5279.146
"AT3G28050"	315.685	328.894	263.974	411.531	404.523	434.204	417.384	445.726	417.992	416.729	463.503	504.711	311.164	341.906	359.724
"AT3G28180"	720.585	539.432	518.671	591.167	334.406	461.49	369.179	328.054	334.184	165.841	149.655	223.296	54.503	99.044	82.277
"AT3G28220"	1106.956	1427.105	677.224	856.539	801.855	720.707	1072.265	1012.69	1059.123	1239.131	1054.427	2318.611	325.037	207.586	158.814
"AT3G28270"	122.156	103.562	71.686	184.536	262.491	171.427	203.401	106.974	138.283	1740.056	1979.722	1113.423	4673.404	3135.498	4398.969
"AT3G28710"	922.349	1142.595	1170.593	955.339	1177.612	1181.01	1221.583	1141.059	1167.026	1038.421	1099.751	1012.481	1363.572	1438.177	1547.006
"AT3G28715"	519.508	681.687	560.839	601.782	496.215	582.497	636.069	550.917	534.276	513.682	469.489	564.359	910.699	1090.844	945.233
"AT3G28860"	463.233	609.991	675.537	512.78	485.428	545.72	425.614	408.285	479.801	335.935	417.324	357.886	119.907	67.839	67.927
"AT3G28900"	638.233	703.31	667.947	507.065	471.045	468.015	502.036	495.647	519.609	322.327	432.717	428.24	246.751	215.727	247.789
"AT3G28930"	1192.74	705.586	570.959	551.157	445.874	306.078	464.413	403.828	409.612	202.411	224.055	340.298	75.314	78.693	87.061
"AT3G28940"	3902.827	3193.347	2809.255	2355.686	2135.882	1871.465	2456.098	2481.803	2153.865	1784.28	1970.315	2230.669	765.027	919.891	660.132
"AT3G28950"	251.175	191.191	249.637	222.096	213.948	212.356	211.631	241.584	192.758	313.822	305.296	325.768	307.2	348.69	332.936
"AT3G29000"	229.215	174.12	192.288	155.957	32.362	72.367	62.314	44.573	80.665	6.804	11.972	68.824	38.648	108.542	102.368
"AT3G29030"	185.293	204.848	265.661	169.838	195.969	174.393	275.121	200.577	160.283	270.449	312.993	286.003	78.286	85.477	62.186
"AT3G29170"	230.587	184.363	172.89	132.278	84.5	115.076	134.033	126.586	170.759	137.776	150.51	166.708	245.76	340.55	280.317
"AT3G29185"	420.685	386.934	470.599	391.934	463.853	438.949	419.735	383.324	385.517	331.682	275.365	342.592	131.799	93.617	107.152
"AT3G29240"	1113.133	1441.9	1489.386	1284.4	1285.485	1453.277	853.579	817.462	818.175	942.318	1071.53	1155.482	1668.79	1347.274	1989.964
"AT3G29320"	1001.957	1111.867	1132.642	1028.827	913.323	1065.341	1527.272	1430.781	1434.164	1248.486	1049.295	1206.718	314.137	214.37	223.871
"AT3G29350"	601.86	646.408	716.018	679.352	692.184	556.398	643.124	582.118	555.228	632.748	537.048	580.418	302.245	324.268	363.551
"AT3G29360"	1396.563	1186.978	876.258	985.551	1031.983	922.979	910.014	889.669	945.983	841.963	1115.144	1112.658	969.166	868.333	731.886
"AT3G30390"	1817.247	1819.73	1914.443	2004.579	2218.584	2144.918	2269.157	2164.446	2012.439	2079.393	2242.26	2184.787	3601.177	4115.086	4444.892
"AT3G30720"	31.568	39.831	59.879	57.157	48.543	65.842	76.422	29.418	86.951	132.673	31.641	46.648	125.853	107.185	90.888
"AT3G30775"	1081.564	853.532	647.706	141.26	129.447	146.514	45.853	99.843	74.38	62.935	45.324	44.353	121.889	242.862	231.525
"AT3G32930"	625.88	747.694	710.958	643.425	605.886	677.998	788.914	711.379	687.225	640.402	610.592	594.947	301.254	208.943	228.655
"AT3G42050"	1450.092	1469.213	1576.253	1424.843	1411.336	1500.138	1181.608	1288.149	1409.022	1239.981	1205.792	1235.012	1919.505	2244.099	1969.873
"AT3G43230"	257.352	192.329	209.155	199.233	260.693	180.918	175.184	215.731	191.711	232.178	208.662	219.473	380.532	535.925	549.154
"AT3G43520"	645.782	647.546	536.381	556.873	517.79	442.508	679.571	579.444	489.229	578.318	659.337	585.006	984.031	1107.125	1008.376
"AT3G43670"	139.999	273.13	276.624	252.307	210.352	156.598	360.949	410.068	345.708	184.551	200.11	265.356	29.729	9.497	30.615
"AT3G43720"	776.86	699.896	716.862	917.779	1035.579	938.995	631.367	629.365	632.75	546	644.799	542.947	764.036	507.432	415.214
"AT3G43810"	991.663	1033.342	893.969	749.574	875.568	819.767	900.609	850.445	925.031	694.832	901.351	781.537	479.628	449.091	421.911
"AT3G43980"	262.842	301.581	315.419	218.013	176.192	171.427	191.644	180.073	177.044	187.103	177.876	182.767	90.178	81.406	128.2
"AT3G44010"	1753.424	1823.144	1494.446	1232.959	1384.368	1104.491	1446.147	1277.451	1381.784	1139.626	1235.723	1355.072	824.485	1010.794	942.363
"AT3G44100"	594.311	699.896	527.104	711.197	877.366	634.697	824.186	713.162	847.508	1100.505	1228.882	1000.245	2329.765	2278.018	2758.205
"AT3G44110"	1448.033	1250.709	1059.269	1259.904	1197.388	1192.874	1111.064	1089.355	997.315	1227.224	1305.847	1247.248	2309.946	3507.253	2871.098
"AT3G44300"	783.036	474.564	414.093	425.412	246.31	190.409	125.803	739.905	266.09	180.299	211.227	549.064	831.422	887.328	1113.615
"AT3G44310"	8010.849	6421.973	5521.523	8337.578	8255.867	7411.12	6455.929	6225.011	5883.32	6483.113	6252.159	7780.196	5217.445	5162.513	7138.041
"AT3G44450"	185.98	113.804	118.071	168.205	190.575	125.753	244.552	179.182	199.044	225.374	227.476	258.473	86.214	265.927	118.632
"AT3G44590"	279.313	318.652	268.191	208.215	136.639	214.729	239.849	218.406	208.472	232.178	263.393	269.179	112.97	177.737	157.858
"AT3G44735"	234.019	188.915	219.275	222.096	219.341	171.427	166.954	139.958	147.712	308.72	264.248	245.473	807.639	1242.802	861.999
"AT3G44750"	360.979	377.83	275.781	310.281	271.48	277.606	292.757	267.436	223.139	253.439	241.158	246.238	91.169	89.547	68.883
"AT3G44860"	523.625	159.326	125.662	465.422	445.874	279.385	798.32	465.338	434.754	730.551	851.751	1020.893	406.297	253.716	215.261
"AT3G44880"	492.057	432.456	402.286	520.129	489.023	548.686	517.321	602.622	544.752	849.617	977.461	681.36	7134.968	6554.56	7824.961
"AT3G44890"	2452.049	2734.716	2325.162	2251.171	2080.148	1851.297	1938.777	1862.244	1739.016	1492.57	1174.151	1543.957	332.965	274.068	306.148
"AT3G45010"	183.921	217.366	181.324	257.207	285.863	270.488	236.322	265.653	230.472	375.907	292.469	295.944	468.728	385.323	595.076
"AT3G45030"	1327.249	1222.257	1316.496	1054.139	1184.803	899.252	1146.336	1126.796	1227.787	968.682	1087.778	978.833	517.285	359.544	430.521
"AT3G45050"	448.822	616.819	585.297	545.441	480.034	473.946	564.35	502.779	569.894	375.907	280.496	400.71	90.178	58.341	68.883
"AT3G45140"	4482.04	2956.634	1436.254	3161.6	2998.865	2116.446	3976.316	2727.844	2848.424	3131.421	2782.728	5256.641	441.972	268.641	264.053
"AT3G45160"	581.958	665.755	579.393	601.782	649.035	656.644	599.622	619.559	604.465	781.579	808.137	653.065	300.263	291.706	321.456
"AT3G45600"	317.058	424.49	439.394	436.027	593.301	640.628	872.391	963.66	913.507	981.439	948.385	900.833	358.73	388.036	505.145
"AT3G45640"	1740.385	1502.216	1540.831	1935.174	1116.484	1422.432	930.002	943.156	993.125	693.981	654.206	990.304	568.815	398.891	511.842
"AT3G45780"	953.231	1217.705	1597.337	1501.597	1420.326	1524.458	1427.335	1436.13	1652.065	1353.944	1016.799	1347.425	425.125	312.057	420.954
"AT3G45930"	352.744	331.17	342.407	346.208	289.459	304.298	348.016	359.255	381.326	312.122	294.179	373.18	75.314	84.12	92.801
"AT3G45970"	902.447	604.3	651.079	192.701	88.096	162.53	49.381	45.464	80.665	28.916	47.89	36.706	568.815	814.063	777.808
"AT3G45980"	1592.837	1969.951	2052.755	1755.537	2056.775	2096.278	1976.401	1883.639	1975.773	1634.598	1532.467	1618.134	550.978	366.328	491.751
"AT3G46000"	1507.739	1510.182	1718.782	1482	1679.22	1629.45	1976.401	1910.382	2167.484	1971.383	1895.915	1596.722	2035.448	2660.628	2629.049
"AT3G46010"	1612.052	1631.953	1467.458	1669.802	1569.55	1468.7	1490.825	1575.196	1660.446	1436.439	1417.874	1522.545	993.941	1088.13	1026.554
"AT3G46030"	1074.015	1241.604	1383.965	1262.354	1191.995	1439.041	1432.038	1330.047	1203.692	1000.15	1006.537	1109.599	650.075	602.406	673.526
"AT3G46060"	766.565	711.276	639.272	780.602	830.621	746.213	926.475	877.189	809.795	871.729	872.275	882.479	1436.903	1649.833	1616.846
"AT3G46320"	356.175	455.217	428.43	392.75	346.991	428.272	396.221	382.433	393.898	373.355	326.676	409.886	68.377	59.698	55.489
"AT3G46430"	720.585	731.761	751.44	803.465	830.621	647.153	797.144	684.635	625.417	696.533	685.848	738.713	457.827	430.096	499.405
"AT3G46440"	188.038	172.982	168.673	140.443	219.341	120.414	239.849	291.505	283.9	256.841	261.682	282.179	245.76	481.654	432.435
"AT3G46450"	140.686	94.458	118.071	119.213	118.66	149.48	143.439	162.244	137.236	233.879	258.262	204.179	1029.615	1221.094	986.372
"AT3G46540"	253.234	217.366	282.528	310.281	235.522	297.18	346.84	306.66	272.376	330.832	242.869	257.708	119.907	105.828	82.277
"AT3G46600"	468.724	480.254	457.948	696.499	348.789	513.096	235.146	212.166	294.376	116.514	123.145	133.06	167.474	153.315	158.814
"AT3G46630"	625.88	657.788	716.862	610.764	755.11	632.324	681.923	598.164	743.796	472.009	411.338	477.946	191.257	175.023	182.732
"AT3G46640"	136.568	121.771	120.601	59.607	25.17	61.097	316.271	308.442	282.852	79.093	99.2	102.472	80.268	107.185	95.671
"AT3G46780"	3949.493	5190.611	5621.884	5762.245	6869.701	6370.099	6498.255	5519.872	6059.317	5163.187	4339.14	4298.455	819.53	449.091	557.764
"AT3G46970"	843.428	918.4	940.354	880.218	834.217	933.656	1909.384	1939.8	1863.68	1677.972	1324.661	1353.543	267.561	314.771	259.269
"AT3G47070"	1832.345	2439.963	2720.702	2779.465	3610.144	2539.973	2310.308	1772.207	2037.582	1897.393	1932.688	1760.371	794.756	670.245	869.653
"AT3G47160"	597.056	768.179	968.185	470.321	562.737	629.358	994.667	1079.549	1076.933	764.57	842.344	663.007	1151.505	1008.081	1164.321
"AT3G47250"	1105.584	987.821	994.33	971.67	803.653	1008.396	778.333	836.182	877.889	672.72	628.551	712.713	1032.588	1006.724	1438.897
"AT3G47295"	212.058	267.44	345.78	360.089	397.332	427.679	403.275	336.969	328.946	496.673	455.806	303.591	454.854	252.359	369.291
"AT3G47340"	1266.171	1991.574	2673.473	585.451	701.173	853.578	412.681	627.582	603.417	244.084	182.152	227.885	913.672	614.617	1638.851
"AT3G47350"	19.902	18.209	27.831	44.909	35.958	46.268	39.975	44.573	52.38	34.869	60.717	32.118	31.711	44.773	60.273
"AT3G47370"	750.781	863.774	782.644	591.984	677.801	545.127	519.672	567.855	639.036	572.365	543.889	633.948	320.083	312.057	345.374
"AT3G47420"	70	44.384	62.409	137.177	163.607	81.858	74.071	99.843	53.428	250.037	218.069	183.531	971.148	1271.294	1199.719
"AT3G47470"	70973.529	87027.235	96229.002	92618.073	103633.426	112276.043	93054.26	83841.085	88688.748	79727.06	75722.876	68259.096	22607.938	13038.569	18258.88
"AT3G47510"	97.451	112.666	104.577	91.451	75.511	87.197	92.883	90.928	92.189	103.757	87.227	49.706	265.579	211.656	222.914
"AT3G47520"	914.114	785.249	813.849	770.803	524.981	614.529	728.952	720.293	693.511	570.664	661.903	620.183	530.168	666.175	462.093
"AT3G47550"	465.292	419.938	425.9	266.188	240.916	326.246	410.329	373.518	449.42	333.383	354.896	304.356	521.249	483.01	485.054
"AT3G47560"	297.842	417.662	338.19	288.235	364.97	356.498	259.836	200.577	192.758	173.495	128.276	176.649	50.539	44.773	66.97
"AT3G47620"	257.352	235.575	371.925	376.42	402.725	422.34	409.154	330.729	446.277	425.234	395.089	350.239	519.267	426.026	450.612
"AT3G47650"	3070.379	3548.416	3240.215	2944.404	3135.504	2694.791	3179.172	2618.195	2805.472	1928.009	1826.646	2231.434	677.822	539.995	551.067
"AT3G47800"	251.175	405.143	419.153	101.25	224.735	107.958	297.459	278.133	281.804	68.888	71.834	68.824	49.548	55.628	77.494
"AT3G47810"	540.782	507.567	504.333	552.79	490.821	589.022	594.919	584.793	551.037	704.187	633.682	685.183	879.979	1066.422	988.285
"AT3G47833"	498.919	538.294	382.889	437.66	472.843	375.479	467.94	390.456	309.042	407.374	376.275	413.71	414.225	563.06	565.418
"AT3G47836"	190.097	290.201	200.721	181.269	251.703	170.834	224.564	228.212	196.949	229.626	224.055	169.766	219.004	252.359	182.732
"AT3G47860"	334.214	369.864	277.468	347.841	244.512	365.395	711.316	627.582	635.893	477.112	468.634	434.357	201.166	99.044	143.507
"AT3G47960"	914.114	603.162	418.31	492.367	498.013	416.408	446.777	405.611	415.897	490.72	555.006	536.064	588.635	894.112	694.574
"AT3G47965"	61.078	87.629	53.975	58.79	80.905	51.606	71.719	76.665	68.094	58.682	65.848	41.295	95.133	85.477	66.97
"AT3G48000"	1180.387	1119.834	1109.027	1121.094	1387.964	1240.921	1428.511	1237.336	1161.788	1479.813	1305.847	1248.013	4120.444	5545.123	4693.637
"AT3G48020"	30.196	37.555	13.494	22.046	5.394	6.525	25.866	42.79	36.666	62.935	70.124	81.06	1183.215	1381.193	1387.235
"AT3G48140"	3355.182	3681.567	3284.071	2891.329	3158.876	2688.266	2697.123	2676.14	2690.236	2233.327	2331.198	2537.32	1880.857	1742.094	1903.86
"AT3G48170"	355.489	312.962	355.901	329.878	271.48	321.501	424.438	337.86	357.232	364	343.779	375.474	618.364	488.438	590.292
"AT3G48420"	1085.682	1172.184	1222.882	1416.678	1371.783	1349.472	1161.62	944.048	1131.408	1045.224	912.468	969.657	370.622	325.625	352.071
"AT3G48530"	506.468	661.203	706.741	461.339	578.918	533.857	637.245	708.705	647.417	521.336	479.751	464.946	956.284	653.964	1169.104
"AT3G48560"	1914.012	1906.221	2100.827	1992.331	1950.7	2183.475	1820.029	1807.865	1851.109	1762.168	1565.819	1514.898	1973.017	2085.357	1919.168
"AT3G48570"	188.038	172.982	139.999	118.397	133.043	115.669	122.276	135.501	112.093	96.103	124	129.237	174.41	305.273	210.477
"AT3G48590"	240.881	260.612	234.456	195.967	242.714	254.472	185.765	201.468	230.472	180.299	98.345	171.296	136.754	84.12	108.109
"AT3G48680"	454.312	435.87	560.839	496.45	589.705	545.72	672.517	661.458	598.179	581.72	560.137	597.241	840.341	925.318	961.497
"AT3G48690"	820.781	712.415	790.235	950.44	1129.069	884.423	905.311	652.543	713.415	1162.589	1218.619	957.421	7026.952	8630.42	7492.025
"AT3G48730"	1144.701	1676.336	1326.616	1044.341	1015.802	896.286	1234.516	1020.713	1142.931	640.402	582.372	802.185	136.754	150.602	79.407
"AT3G48740"	1301.857	980.992	669.633	801.015	859.387	882.05	939.408	761.3	839.127	1320.776	1287.888	1249.542	1105.92	1021.649	1033.251
"AT3G48890"	844.114	690.792	621.561	596.883	627.46	468.015	754.818	687.31	626.465	821.551	680.717	729.537	1020.697	1090.844	1247.555
"AT3G48930"	2604.401	2540.11	2297.331	1785.749	1930.924	1563.014	1829.435	1742.789	1658.35	1558.907	1538.454	1731.311	763.045	811.349	735.713
"AT3G48990"	1321.073	1461.246	1567.819	1343.19	1400.549	1436.075	1249.8	1481.594	1418.45	1137.925	1206.647	1054.54	3898.467	4558.75	5788.118
"AT3G49010"	4127.238	3902.347	3467.925	2830.09	2472.086	2486.587	2818.223	2698.426	2528.906	2232.477	2542.425	2792.734	1216.908	1278.078	1178.671
"AT3G49120"	3685.965	3176.276	2819.375	2151.554	2182.627	1377.351	3904.597	4386.837	3135.466	2726.598	3301.817	4562.281	20517.987	29519.266	25908.763
"AT3G49220"	433.037	374.416	368.551	442.559	449.47	367.768	356.246	322.706	392.85	556.206	704.661	578.888	1144.568	1173.607	912.705
"AT3G49470"	656.076	682.825	646.019	663.022	684.992	658.424	638.421	621.342	626.465	507.729	466.924	546.77	182.338	92.26	145.42
"AT3G49490"	216.862	165.016	209.998	175.554	246.31	164.902	215.158	290.613	239.9	228.776	245.434	269.179	420.17	546.779	574.985
"AT3G49530"	355.489	192.329	210.842	206.582	115.064	152.446	139.912	140.849	146.664	127.57	109.462	128.472	226.932	360.901	272.663
"AT3G49580"	48.039	15.933	16.024	64.506	95.288	72.96	35.272	24.069	23.047	72.29	126.565	52.765	16.846	51.557	29.658
"AT3G49680"	868.82	823.943	835.777	1061.488	783.876	962.129	754.818	649.869	793.033	870.879	833.792	732.596	284.408	215.727	192.299
