GeneID	control_1	control_2	treatment_1	treatment_2
LOC_Os07g22640	23.35191234	31.70347936	23.326715	30.1254961
LOC_Os07g22620	0	0	0	0
LOC_Os07g22610	0	0	0	0
LOC_Os07g22600	0	0	0	0
LOC_Os07g22600	33.81098975	33.15796066	12.58544855	15.22509485
LOC_Os07g22590	0	0	0	0
LOC_Os07g22580	1.01731194	2.314628941	0	0.093055187
LOC_Os07g22570	1.721082687	1.373394326	6.474555827	4.040709719
LOC_Os07g22560	0	0	0	0.080666183
LOC_Os07g22550	0	0	0.038364489	0
LOC_Os07g22534	0.15352686	0	0	0.308953766
LOC_Os07g22534	1.110669616	2.324200735	0.945302629	0.515788815
LOC_Os07g22534	8.025546347	6.770578501	5.287979916	5.71615874
LOC_Os07g22534	0	0	0	0
LOC_Os07g22520	0	0	0	0
LOC_Os07g22510	0.148479401	0	0	1.045787337
LOC_Os07g22504	0.215916261	0	0	0.21725235
LOC_Os07g22498	16.52286022	17.9794878	13.16276271	23.27514501
LOC_Os07g22496	0	0	0	0
LOC_Os07g22494	17.39591999	25.19081619	2.51699468	18.71535117
LOC_Os07g22494	0	1.603972438	1.875564405	7.712359925
LOC_Os07g22494	4.049807245	8.168760727	11.91259347	13.71540744
LOC_Os07g22494	3.020381842	0	0	0
LOC_Os07g22480	0	0	0	0
LOC_Os07g22470	0	0	0	0
LOC_Os07g22460	0	0	0	0.278216019
LOC_Os07g22450	0	0	0	0
LOC_Os07g22440	0	0	0	0
LOC_Os07g22430	0	0	0	0
LOC_Os07g22420	0	0	0	0
LOC_Os07g22410	0	0	0	0
LOC_Os07g22400	0.747087626	0	0	0.3758553
LOC_Os07g22400	0.753871458	1.276071221	0.463397966	0.168563647
LOC_Os07g22390	4.894188577	3.940982492	0.758120188	1.083384233
LOC_Os07g22390	37.3528488	41.09944947	10.14770253	17.53360154
LOC_Os07g22380	0	0	0	0.065541274
LOC_Os07g22370	0	0	0	0
LOC_Os07g22360	0	0	0	0
LOC_Os07g22350	30.62663669	34.68201874	30.96818229	35.38697125
LOC_Os07g22340	0	0	0	0
LOC_Os07g22330	0	0	0	0
LOC_Os07g22320	0	0	0	0
LOC_Os07g22310	0	0	0	0
LOC_Os07g22300	0	0	0	0
LOC_Os07g22290	0	0	0	0
LOC_Os07g22280	0	0	0	0
LOC_Os07g22270	0	0	0	0
LOC_Os07g22260	0	0	0	0
LOC_Os07g22250	0	0	0	0
LOC_Os07g22240	0	0	0	0
LOC_Os07g22230	0	0	0	0
LOC_Os07g22224	0	0	0	0
LOC_Os07g22220	22.78017733	24.87134395	13.82480732	15.10188884
LOC_Os07g22210	0	0	0	0
LOC_Os07g22200	0	0	0	0
LOC_Os07g22190	0	0	0	0
LOC_Os07g22180	0	0	0	0
LOC_Os07g22170	0	0	0	0
LOC_Os07g22160	0	0	0	0
LOC_Os07g22150	0	0	0	0
LOC_Os07g22140	0	0	0	0
LOC_Os07g22129	0	0	0	0
LOC_Os07g22120	0	0	0	0
LOC_Os07g22110	0	0	0	0
LOC_Os07g22100	0	0	0	0
LOC_Os07g22090	0	0	0	0
LOC_Os07g22080	0	0	0	0
LOC_Os07g22070	0	0	0	0
LOC_Os07g22060	0	0	0	0
LOC_Os07g22050	0	0	0	0
LOC_Os07g22024	7.243883667	7.949864004	2.123619117	3.364019435
LOC_Os07g22000	0	0	0	0
LOC_Os07g21990	0	0	0	0
LOC_Os07g21980	0	0	0	0
LOC_Os07g21970	0	0	0	0
LOC_Os07g21960	0	0	0	0
LOC_Os07g21950	0	0	0	0
LOC_Os07g20950	0	0	0	0
LOC_Os07g20940	0	0	0	0
LOC_Os07g20930	0	0	0	0
LOC_Os07g20920	0	0	0	0
LOC_Os07g20910	0	0	0	0
LOC_Os07g20900	0	0	0	0
LOC_Os07g20890	0	0	0	0
LOC_Os07g20880	0	0	0	0
LOC_Os07g20870	0	0	0	0
LOC_Os07g20860	0	0	0	0
LOC_Os07g20850	0	0	0	0
LOC_Os07g20840	0	0	0	0
LOC_Os07g20830	0	0.082710687	0	0.07648014
LOC_Os07g20820	0	0	0	0
LOC_Os07g20810	0	0	0	0
LOC_Os07g20800	0	0	0	0
LOC_Os07g20790	0	0	0	0
LOC_Os07g20780	0	0	0	0
LOC_Os07g20770	0	0	0	0
LOC_Os07g20750	0	0	0	0
LOC_Os07g20740	0	0	0	0
LOC_Os07g20730	0	0	0	0
LOC_Os07g20720	0	0.056235906	0	0.034666459
LOC_Os07g20710	0	0	0	0
LOC_Os07g20700	0	0	0	0
LOC_Os07g20690	0	0	0	0
LOC_Os07g20680	0	0	0	0
LOC_Os07g20670	0	0	0	0
LOC_Os07g20660	0	0	0	0
LOC_Os07g20650	0	0	0	0
LOC_Os07g20640	0	0	0	0
LOC_Os07g20630	0	0	0	0
LOC_Os07g20620	0	0	0	0
LOC_Os07g20610	0	0	0	0
LOC_Os07g20600	0	0.578163921	0	0
LOC_Os07g20590	0	0	0	0
LOC_Os07g20580	22.36239325	28.57708898	10.12602809	18.17677991
LOC_Os07g20570	0	0	0	0
LOC_Os07g20560	0	0	0	0
LOC_Os07g20544	0	0	0	0
LOC_Os07g20544	2.718559221	6.245137091	0.83553688	1.747604942
LOC_Os07g20544	11.74768474	9.423616672	0.083321487	0.151543325
LOC_Os07g20530	0	0	0	0
LOC_Os07g20520	0	0	0	0
LOC_Os07g20510	5.631197298	5.620837374	3.091878115	2.896924298
LOC_Os07g20500	0	0	0	0
LOC_Os07g20490	0	0	0	0
LOC_Os07g20480	0	0	0	0
LOC_Os07g20470	0	0	0	0
LOC_Os07g20460	0	0	0	0.110684045
LOC_Os07g20450	0	0	0	0
LOC_Os07g20440	0	0	0	0
LOC_Os07g20430	0	0.03506802	0	0
LOC_Os07g20420	0.880301657	0.736851978	0.224770209	0.136269071
LOC_Os07g20410	21.37070147	19.60690948	15.30001542	17.91911937
LOC_Os07g20400	0	0	0	0
LOC_Os07g20390	0	0	0	0
LOC_Os07g20380	0	0	0	0
LOC_Os07g20370	0	0	0	0
LOC_Os07g20360	0	0	0	0
LOC_Os07g20340	1.055746393	1.404112381	0	0.354093115
LOC_Os07g20330	0.147369086	0.240541346	0.0407639	0
LOC_Os07g20320	0.437056303	0	0.161192733	0
LOC_Os07g20310	0.362104554	0.394027082	0	0.182172627
LOC_Os07g20300	0	0	0	0
LOC_Os07g20290	0.599944445	0.979251808	0	0
LOC_Os07g20280	0	0	0	0
LOC_Os07g20270	0	0	0	0
LOC_Os07g20260	0	0	0	0
LOC_Os07g20250	0	0	0	0
LOC_Os07g20240	0	0	0.058179525	0.105815666
LOC_Os07g20230	0	0	0	0
LOC_Os07g20220	0	0	0.472155093	0
LOC_Os07g20210	0	0	0	0
LOC_Os07g20200	0	0	0	0
LOC_Os07g20180	0	0	0	0
LOC_Os07g20170	0	0.401174966	0.815832609	1.112864076
LOC_Os07g20164	8.897217587	10.59878378	4.041332099	4.146316154
LOC_Os07g20160	0	0	0	0
LOC_Os07g20150	6.017821814	5.758025627	3.099591218	3.445120378
LOC_Os07g20140	0	0	0	0
LOC_Os07g20135	1.674694708	0.911166489	0.308825906	0.421264427
LOC_Os07g20130	0	0	0	0
LOC_Os07g20120	0	0	0	0
LOC_Os07g20110	0	0	0	0.67229186
LOC_Os07g20100	3.038970926	2.755734579	0.840612572	0.764444015
LOC_Os07g19594	0.079815879	0	0	0.160619557
LOC_Os07g19580	0	0	0.331291142	0
LOC_Os07g19570	0	0	0	0
LOC_Os07g19560	8.067191904	3.60138748	3.547470611	2.913834947
LOC_Os07g19560	5.846903368	10.15744641	4.766830154	7.224839964
LOC_Os07g19550	5.112734105	7.78884981	14.70807657	7.202120341
LOC_Os07g19540	0.865965084	1.884614221	5.030243538	3.267463765
LOC_Os07g19530	11.68275051	16.5382578	38.53954164	41.5780235
LOC_Os07g19520	0	0.357410424	0	0
LOC_Os07g19510	0	0	0	0
LOC_Os07g19494	6.561724219	7.239364169	2.72256695	3.392863066
LOC_Os07g19480	0	0	0	0
LOC_Os07g19470	0.929720912	2.529208863	4.500491895	1.169342525
LOC_Os07g19470	4.172086446	2.751448833	2.517915728	3.561857338
LOC_Os07g19470	11.6310768	12.52036209	13.69939842	15.72990569
LOC_Os07g19460	3.21620968	3.49974532	0.85896155	0.892720432
LOC_Os07g19444	14.36354486	21.84407297	62.9953898	56.4167006
LOC_Os07g19430	0	0	0	0
LOC_Os07g19420	0	0	0	0
LOC_Os07g19410	0.116799529	0.254192759	0.25846421	0.352566852
LOC_Os07g19400	4.590799911	3.304726706	2.031784687	2.487265713
LOC_Os07g19390	0	0	0	0
LOC_Os07g19370	0	0	0	0
LOC_Os07g19360	0	0	0	0
LOC_Os07g19350	0	0	0	0
LOC_Os07g19340	0	0	0	0
LOC_Os07g19330	0	0	0	0
LOC_Os07g19320	0.226283848	0.061558163	0	0.113842045
LOC_Os07g19310	0	0	0	0
LOC_Os07g19300	0	0	0	0
LOC_Os07g19290	0	0	0	0
LOC_Os07g19274	0	0	0	0.192346877
LOC_Os07g19250	0.307926031	0	0	0
LOC_Os07g19240	0	0.46618751	0.237010659	0.21553494
LOC_Os07g19230	0	0	0	0
LOC_Os07g19220	0	0	0	0
LOC_Os07g19210	2.120097076	3.748877065	1.466105056	2.533194266
LOC_Os07g19200	0	0	0	0
LOC_Os07g19190	16.8990219	18.2405144	14.32494014	17.96347319
LOC_Os07g19170	0	0	0	0
LOC_Os07g19160	0	0	0	0
LOC_Os07g19140	0.286745934	0.312024973	0	0
LOC_Os07g19130	0.735678482	1.867914208	0	0.493487237
LOC_Os07g19120	0	0	0	0
LOC_Os07g19110	0	0	0	0
LOC_Os07g19090	0	0	0	0.406942834
LOC_Os07g19080	0	0	0	0
LOC_Os07g19070	0.700797175	1.016771034	0.215386842	0.470089136
LOC_Os07g19070	4.051554084	3.982080771	1.590676844	2.367072625
LOC_Os07g19060	0.521105591	1.512121025	0.384382672	2.446874219
LOC_Os07g19060	17.06239579	23.56528468	24.32432503	22.78058592
LOC_Os07g19050	0	0	0	0
LOC_Os07g19040	0.181862354	0	0.201220459	0
LOC_Os07g19030	7.966957355	6.100626205	1.958886646	2.820534813
LOC_Os07g19020	0	0	0	0
LOC_Os07g19000	0	0	0	0.263856483
LOC_Os07g18990	6.379670832	7.362824731	7.700450954	7.197226765
LOC_Os07g18980	3.187940089	3.964552604	0.503896612	1.374714447
LOC_Os07g18970	0.065730723	0.143050867	0.072727346	0.099206197
LOC_Os07g18960	0.317238916	1.20822158	0.351007006	0.957605966
LOC_Os07g18944	4.490567111	3.880414556	1.607475218	2.857194892
LOC_Os07g18930	8.807266987	7.453989543	9.74474522	8.861766301
LOC_Os07g18920	0	0	0	0
LOC_Os07g18910	0	0	0	0
LOC_Os07g18900	0	0	0	0
LOC_Os07g18890	0	0	0	0
LOC_Os07g18874	3.483963097	7.582206855	0.075584492	0.412414334
LOC_Os07g18860	0	0	0	0
LOC_Os07g18840	0	0	0	0
LOC_Os07g18830	0	0	0	0
LOC_Os07g18820	0	0	0	0
LOC_Os07g18810	0	0	0	0
LOC_Os07g18800	0	0	0	0
LOC_Os07g18790	0	0	0	0
LOC_Os07g18780	0	0	0	0
LOC_Os07g18770	0	0	0	0
LOC_Os07g18760	0	0	0	0
LOC_Os07g18750	50.6447755	42.81041036	9.379348293	12.90356969
LOC_Os07g18720	48.49334029	35.88253353	15.99899068	20.04965853
LOC_Os07g18710	1.689194229	0.57440961	0.700874378	0.212455869
LOC_Os07g18700	0	0	0	0
LOC_Os07g18690	0	0	0	0
LOC_Os07g18680	0	0	0	0
LOC_Os07g18670	0	0	0	0
LOC_Os07g18660	0	0	0	0
LOC_Os07g18640	0	0	0	0
LOC_Os07g18630	0	0	0	0
LOC_Os07g18620	0	0	0	0.044369682
LOC_Os07g18610	0	0	0	0
LOC_Os07g18600	0	0	0	0
LOC_Os07g18590	0	0	0	0
LOC_Os07g18580	0	0	0	0
LOC_Os07g18570	0	0	0	0.239168157
LOC_Os07g18560	0.101870266	0.110850977	0	0.102500639
LOC_Os07g18550	0	0	0	0
LOC_Os07g18540	0	0	0	0
LOC_Os07g18530	0	0	0	0
LOC_Os07g18520	0	0	0	0
LOC_Os07g18510	0.841924339	0.610764649	0.724532585	0.47063009
LOC_Os07g18500	0	0	0	0
LOC_Os07g18480	0	0	0	0
LOC_Os07g18460	0	0	0	0
LOC_Os07g18450	0	0	0	0
LOC_Os07g18440	0	0	0	0
LOC_Os07g18430	0	0	0	0
LOC_Os07g18420	0	0	0	0
LOC_Os07g18410	0	0	0	0
LOC_Os07g18400	0	0	0	0
LOC_Os07g18390	0	0	0	0
LOC_Os07g18380	0	0	0	0
LOC_Os07g18370	0	0	0	0
LOC_Os07g18360	0	0	0	0
LOC_Os07g18350	0	0	0	0
LOC_Os07g18340	0	0	0	0
LOC_Os07g18330	0	0	0	0
LOC_Os07g18320	0	0	0	0
LOC_Os07g18310	0	0	0	0
LOC_Os07g18300	0	0	0	0
LOC_Os07g18290	0	0	0	0
LOC_Os07g18280	0	0	0	0
LOC_Os07g18270	0	0	0	0
LOC_Os07g18260	0	0	0	0
LOC_Os07g18250	7.076700065	13.06172641	4.658336775	8.202084157
LOC_Os07g18250	0.389891953	0	0	0
LOC_Os07g18240	0.228670808	0.248830042	0.084337126	0
LOC_Os07g18230	0.722278741	1.100335069	0	0.290699279
LOC_Os07g18210	0	0	0	0
LOC_Os07g18200	0	0	0	0
LOC_Os07g18190	0	0	0	0
LOC_Os07g18180	0	0	0	0
LOC_Os07g18170	0	0	0	0
LOC_Os07g18162	14.86724745	15.88107644	0.603661377	3.431019698
LOC_Os07g18158	14.7342606	20.45616225	1.873865524	6.645885154
LOC_Os07g18154	1.846357255	2.812780609	0	1.433146502
LOC_Os07g18154	9.800243863	13.24040411	0.54826272	2.271328069
LOC_Os07g18140	0	0	0	0
LOC_Os07g18130	0	0	0	0
LOC_Os07g18120	4.563787917	3.724592841	14.12302858	7.605547383
LOC_Os07g18110	0	0.217611513	0.221268254	0.402437932
LOC_Os07g18100	0	0	0	0
LOC_Os07g18090	0	0	0	0
LOC_Os07g18080	0.098357498	0	0.27206759	0.395864535
LOC_Os07g18070	0.278398878	0	0	0
LOC_Os07g18060	0	0	0	0
LOC_Os07g18050	7.223965477	5.870737591	8.599967761	5.612515281
LOC_Os07g18040	0	0	0	0
LOC_Os07g18030	0	0	0	0
LOC_Os07g18020	0	0	0	0
LOC_Os07g18010	0	0	0	0
LOC_Os07g18000	0	0	0	0
LOC_Os07g17990	0	0	0	0
LOC_Os07g17980	0	0	0	0
LOC_Os07g17970	0.397032832	0	0	0
LOC_Os07g17970	1.762665893	2.009395725	0.278612943	0
LOC_Os07g17960	0	0	0	0
LOC_Os07g17950	0	0	0	0
LOC_Os07g17940	0	0	0	0
LOC_Os07g17930	0	0	0	0
LOC_Os07g17920	0	0	0	0
LOC_Os07g17910	0	0	0	0
LOC_Os07g17900	0	0	0	0
LOC_Os07g17890	0	0	0	0
LOC_Os07g17880	0	0	0	0
LOC_Os07g17870	0	0	0	0
LOC_Os07g17860	0	0	0	0
LOC_Os07g17850	0	0	0	0
LOC_Os07g17840	0	0	0	0
LOC_Os07g17830	0	0	0	0
LOC_Os07g17820	0	0	0	0
LOC_Os07g17810	0	0	0	0
LOC_Os07g17800	0	0	0	0
LOC_Os07g17790	0	0	0	0
LOC_Os07g17780	0	0	0	0
LOC_Os07g17770	0	0	0	0
LOC_Os07g17760	0	0	0	0
LOC_Os07g17750	0	0	0	0
LOC_Os07g17740	0	0	0	0
LOC_Os07g17730	0	0	0	0
LOC_Os07g17720	0	0	0	0
LOC_Os07g17710	0	0.249884407	0	0
LOC_Os07g17700	0	0	0	0
LOC_Os07g17689	4.398702267	4.301777177	1.786589596	2.128924222
LOC_Os07g17680	0	0	0	0
LOC_Os07g17670	0	0	0	0
LOC_Os07g17660	0	0	0	0
LOC_Os07g17650	0	0	0	0
LOC_Os07g17640	0.20222008	0	0.223745137	0
LOC_Os07g17630	0	0	0	0
LOC_Os07g17620	0	0	0	0
LOC_Os07g17610	0	0	0	0
LOC_Os07g17600	0	0	0	0
LOC_Os07g17590	0	0	0	0
LOC_Os07g17580	0	0	0	0
LOC_Os07g17570	0	0	0	0
LOC_Os07g17560	9.718651728	9.033181268	1.568166416	3.259596895
LOC_Os07g17550	0	0	0	0
LOC_Os07g17540	0	0	0	0.073195087
LOC_Os07g17530	0	0	0.062723532	0
LOC_Os07g17520	0	0	0	0
LOC_Os07g17510	0	0	0	0
LOC_Os07g17500	0	0	0.054562053	0
LOC_Os07g17490	0	0	0	0
LOC_Os07g17480	0	0	0	0
LOC_Os07g17470	0	0	0	0
LOC_Os07g17460	0	0	0	0
LOC_Os07g17450	0	0	0	0
LOC_Os07g17440	0	0	0	0
LOC_Os07g17430	0	0	0	0
LOC_Os07g17420	0	0	0	0
LOC_Os07g17410	0	0	0	0
LOC_Os07g17400	10.25556841	10.86209056	6.505733292	10.18144274
LOC_Os07g17400	0	0	0	0
LOC_Os07g17390	15.69282293	11.31799677	0.807591876	0.918019187
LOC_Os07g17380	0	0	0	0
LOC_Os07g17370	0	0	0	0
LOC_Os07g17360	5.736115266	0	0	4.344222816
LOC_Os07g17360	1.156105519	7.614366914	8.752186281	5.816297463
LOC_Os07g17350	0	0	0	0
LOC_Os07g17340	0	0	0	0
LOC_Os07g17330	18.30788451	24.97668141	116.7024552	136.646616
LOC_Os07g17320	0	0	0	0
LOC_Os07g17310	0	0	0	0
LOC_Os07g17300	0	0	0	0
LOC_Os07g17290	0	0	0	0
LOC_Os07g17280	5.273368658	4.839496365	3.86635794	4.474939954
LOC_Os07g17270	0.916054758	1.350520305	0.621216052	0.9217233
LOC_Os07g17260	0.491936292	0.468391498	0	0.525916665
LOC_Os07g17260	0.628665777	1.04241965	0.563091242	0
LOC_Os07g17250	4.51747871	5.156699296	1.666111978	1.960774951
LOC_Os07g17240	0	0	0	0
LOC_Os07g17230	0.55871115	0.868523122	0.309091221	0.562168451
LOC_Os07g17220	0.915112258	1.659645028	0.618762349	0.716158308
LOC_Os07g17220	0.224069659	0.146293958	0	0
LOC_Os07g17210	0.074138142	0.242022107	0.984356171	0.298387632
LOC_Os07g17200	0	0	0	0.482569378
LOC_Os07g17184	9.539064908	8.395598618	14.58995901	8.3277568
LOC_Os07g17180	0	0	0	0
LOC_Os07g17170	0	0	0	0
LOC_Os07g17160	0	0	0	0
LOC_Os07g17150	0	0	0.056730082	0
LOC_Os07g17140	0	0.105875619	0	0
LOC_Os07g17130	4.17468345	5.451259831	7.054552562	6.79719921
LOC_Os07g17120	0	0	0	0
LOC_Os07g17100	0	0	0	0
LOC_Os07g17090	0	0	0	0
LOC_Os07g17080	0	0	0	0
LOC_Os07g17070	0	0	0	0
LOC_Os07g17060	0	0	0	0
LOC_Os07g17050	0	0	0	0
LOC_Os07g17040	0	0	0	0
LOC_Os07g17030	0	0	0	0
LOC_Os07g17020	0	0	0	0
LOC_Os07g17010	0	0	0	0
LOC_Os07g17000	0	0	0	0
LOC_Os07g16990	0	0	0	0
LOC_Os07g16980	0	0	0	0
LOC_Os07g16970	0	0	0.52779782	0.959947301
LOC_Os07g16970	1.945605476	3.958106596	20.40388017	19.49133371
LOC_Os07g16960	4.919717342	5.353431353	3.715329916	4.085846781
LOC_Os07g16950	3.152053334	7.855653131	1.575031435	5.524649803
LOC_Os07g16950	7.385288062	0.118181804	0.120167729	0.327837714
LOC_Os07g16950	4.443988484	0	0.119927394	0
LOC_Os07g16950	0	0.354545411	0.240335458	0.218558476
LOC_Os07g16950	0	9.13049485	8.922212255	6.578727313
LOC_Os07g16930	0	0	0	0
LOC_Os07g16920	0	0	0	0
LOC_Os07g16910	0	0	0	0
LOC_Os07g16900	0	0	0	0
LOC_Os07g16890	0	0	0	0
LOC_Os07g16880	0	0	0	0
LOC_Os07g16870	0	0	0	0
LOC_Os07g16860	0	0	0	0
LOC_Os07g16850	0	0	0	0
LOC_Os07g16840	0	0	0	0
LOC_Os07g16830	0	0	0	0
LOC_Os07g16820	0	0	0	0
LOC_Os07g16810	0	0	0	0
LOC_Os07g16800	0	0	0	0
LOC_Os07g16790	0	0	0	0
LOC_Os07g16780	0	0	0	0
LOC_Os07g16770	0	0	0	0
LOC_Os07g16760	0	0	0	0
LOC_Os07g16750	0	0	0	0
LOC_Os07g16740	0	0	0	0
LOC_Os07g16730	0	0	0	0
LOC_Os07g16720	0	0	0	0
LOC_Os07g16710	0	0	0	0
LOC_Os07g16700	0	0	0	0
LOC_Os07g16690	0	0	0	0
LOC_Os07g16680	0	0	0	0
LOC_Os07g16670	0	0	0	0
LOC_Os07g16660	0	0	0	0
LOC_Os07g16650	0	0	0	0
LOC_Os07g16640	0	0	0	0
LOC_Os07g16630	0	0	0	0
LOC_Os07g16620	0	0	0	0
LOC_Os07g16610	0	0	0	0
LOC_Os07g16600	0.841402977	1.056438057	0.930965038	0.325619067
LOC_Os07g16590	0	0	0	0
LOC_Os07g16580	0	0	0	0
LOC_Os07g16570	0	0	0	0
LOC_Os07g16560	0	0	0	0
LOC_Os07g16550	0	0	0	0
LOC_Os07g16540	0	0	0	0
LOC_Os07g16530	0	0	0	0
LOC_Os07g16520	0	0	0	0
LOC_Os07g16510	0	0	0	0
LOC_Os07g16500	0	0	0	0
LOC_Os07g16490	0	0	0	0
LOC_Os07g16480	0	0	0	0
LOC_Os07g16470	0	0	0	0
LOC_Os07g16460	0	0	0	0
LOC_Os07g16450	0	0	0	0
LOC_Os07g16440	0	0	0	0
LOC_Os07g16430	0	0	0	0
LOC_Os07g16420	0	0	0	0
LOC_Os07g16410	0	0	0	0
LOC_Os07g16400	0	0	0	0
LOC_Os07g16380	0	0	0	0
LOC_Os07g16364	8.826405329	14.61558363	11.03973646	10.42554882
LOC_Os07g16360	0	0	0	0
LOC_Os07g16350	0	0	0	0
LOC_Os07g16330	0	0	0	0
LOC_Os07g16320	0.358511454	0.195058611	0.198336373	0
LOC_Os07g16290	0	0	0	0
LOC_Os07g16280	0	0	0	0
LOC_Os07g16270	0	0	0	0
LOC_Os07g16260	0	0	0	0
LOC_Os07g16250	0	0	0	0
LOC_Os07g16240	0	0	0	0
LOC_Os07g16224	9.940655576	11.057385	7.332517269	8.22400504
LOC_Os07g16210	0	0	0	0
LOC_Os07g16190	0	0	0	0
LOC_Os07g16180	0	0	0	0
LOC_Os07g16170	0	0	0	0
LOC_Os07g16160	0	0	0	0
LOC_Os07g16150	6.375880178	4.536363076	2.441960502	1.233718093
LOC_Os07g16140	17.99651395	17.436968	12.27460055	13.39486738
LOC_Os07g16130	16.99949822	21.66022155	3.858253948	5.26298185
LOC_Os07g16120	0	0	0	0
LOC_Os07g16110	0	0	0	0
LOC_Os07g16100	0	0	0	0
LOC_Os07g16090	0	0	0	0
LOC_Os07g16080	0	0	0	0
LOC_Os07g16070	0	0	0	0
LOC_Os07g16054	0	0	0	0
LOC_Os07g16040	17.50419152	17.29450969	6.535013189	10.26495827
LOC_Os07g16030	4.75882306	6.726520264	4.61398391	3.800998333
LOC_Os07g16010	0	0	0	0
LOC_Os07g16000	0	0	0	0
LOC_Os07g15990	0	0	0	0
LOC_Os07g15980	0	0	0	0
LOC_Os07g15970	0.654924248	0.356330634	0	0.164744229
LOC_Os07g15959	0.823214909	0.447894076	5.465045782	5.384008226
LOC_Os07g15959	0	0	26.32552542	2.539106728
LOC_Os07g15950	0	0	0	0
LOC_Os07g15940	0.710909246	0.232074543	0.078658107	0.214592504
LOC_Os07g15930	0	0	0	0
LOC_Os07g15920	0	0	0	0
LOC_Os07g15910	0	0	0	0
LOC_Os07g15890	0	0	0	0
LOC_Os07g15880	21.5185956	27.05807152	10.84637456	19.12571474
LOC_Os07g15870	0	0	0	0
LOC_Os07g15860	0	0	0	0
LOC_Os07g15850	0	0	0	0
LOC_Os07g15840	0	0	0	0
LOC_Os07g15830	0	0	0	0
LOC_Os07g15820	0	0	0	0
LOC_Os07g15800	0	0	0	0
LOC_Os07g15790	0	0	0	0
LOC_Os07g15780	0	0	0	0
LOC_Os07g15770	1.129062115	0.614299167	0.624621841	0.189341457
LOC_Os07g15760	0	0	0	0
LOC_Os07g15750	0	0	0	0
LOC_Os07g15740	0	0	0	0
LOC_Os07g15730	0	0	0	0
LOC_Os07g15720	0	0	0	0
LOC_Os07g15710	0	0	0	0
LOC_Os07g15700	0.307926031	0.335072273	0.681405645	0
LOC_Os07g15690	0	0	0	0
LOC_Os07g15680	0.247994119	0.431770982	0.054878307	0.099811482
LOC_Os07g15670	8.928491197	7.20835727	5.417446476	2.17348564
LOC_Os07g15670	26.14710827	30.11694939	6.61703754	12.31480726
LOC_Os07g15670	10.41376746	5.949209542	6.193208074	4.191283118
LOC_Os07g15660	0	0	0	0
LOC_Os07g15650	0	0	0	0
LOC_Os07g15640	2.16491271	1.020832703	0.71860622	0.508272141
LOC_Os07g15630	0	0	0	0
LOC_Os07g15620	0	0	0	0
LOC_Os07g15610	0	0	0	0
LOC_Os07g15600	10.66254753	11.02652718	5.522238122	5.478396921
LOC_Os07g15590	0	0	0	0
LOC_Os07g15580	0	0	0	0
LOC_Os07g15570	0.311465411	0.112974559	0	0.104464252
LOC_Os07g15560	0	0	0	0
LOC_Os07g15550	0	0	0	0
LOC_Os07g15540	0	0	0	0
LOC_Os07g15530	0	0	0	0
LOC_Os07g15520	0	0	0	0
LOC_Os07g15510	0	0	0	0
LOC_Os07g15500	1.079900001	0.783401446	0.265521905	0.603656897
LOC_Os07g15490	10.10962602	6.178572878	5.363022284	5.016419668
LOC_Os07g15480	0	0	0	0
LOC_Os07g15470	0	0	0	0
LOC_Os07g15460	0.156557481	0.255538989	1.299165313	0.708868162
LOC_Os07g15460	0	0	0	0
LOC_Os07g15450	0	0	0	0
LOC_Os07g15440	3.140052577	3.880894305	0.514709844	1.170178964
LOC_Os07g15430	6.648784537	5.498546956	2.255995135	1.337985435
LOC_Os07g15420	0	0	0	0
LOC_Os07g15410	0	0	0	0
LOC_Os07g15400	0	0	0	0
LOC_Os07g15390	0	0	0	0
LOC_Os07g15370	0	0	0	0
LOC_Os07g15370	6.171321889	7.274989858	0	0.221768214
LOC_Os07g15360	0	0	0	0
LOC_Os07g15350	0	0	0	0
LOC_Os07g15340	0	0	0	0
LOC_Os07g15330	0	0	0	0
LOC_Os07g15320	0	0	0	0
LOC_Os07g15310	0	0	0	0
LOC_Os07g15300	0	0	0	0
LOC_Os07g15290	0	0	0	0
LOC_Os07g15280	0.344095121	0.374429968	0	0
LOC_Os07g15270	0.482288893	0.408182966	0.474333791	0.377434784
LOC_Os07g15260	0	0	0	0
LOC_Os07g15250	0	0	0	0
LOC_Os07g15240	0	0	0	0
LOC_Os07g15230	0	0	0	0
LOC_Os07g15210	0	0	0	0
LOC_Os07g15200	0	0	0	0
LOC_Os07g15190	1.505416153	1.092087407	0.555219415	0.504910553
LOC_Os07g15180	0	0	0	0
LOC_Os07g15170	0	0	0.251948306	0.229119074
LOC_Os07g15160	0.679955623	0.411055204	0	0.304072526
LOC_Os07g15160	0.595913053	0.540373121	0.549453544	0
LOC_Os07g15150	0	0	0	0
LOC_Os07g15140	0	0	0	0
LOC_Os07g15130	1.195477533	1.300868823	0.88181907	0
LOC_Os07g15120	0	0	0	0
LOC_Os07g15110	0	0	0	0
LOC_Os07g15100	0	0	0	0
LOC_Os07g15090	0	0	0	0
LOC_Os07g15080	0	0	0	0
LOC_Os07g15070	0	0	0	0
LOC_Os07g15060	0	0	0	0
LOC_Os07g15050	0	0	0	0
LOC_Os07g15040	0	0	0	0
LOC_Os07g15030	0	0	0	0
LOC_Os07g15020	0	0	0	0.413108634
LOC_Os07g15010	0	0	0	0
LOC_Os07g15000	0	0	0	0
