ID	control_1	control_2	control_3	control_4	control_5	control_6	control_7	control_8	control_9	control_10	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10
AT1G54870	3.1176	0.7173	0.8782	3.7782	2.5198	2.7842	1.1299	0	0	0	1.1711	0	3.1313	8.3929	2.6931	71.0213	185.7536	73.272	157.8163	48.3573
AT1G54880	0	0	0	0	0	0.6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G54890	1.5588	6.4553	0	1.8891	5.0395	17.4014	0.5649	9.2335	1.6917	1.9234	0	4.771	0	0	0	28.89	36.6453	28.116	50.7267	19.9737
AT1G54920	73.263	94.678	64.109	73.6747	78.9528	77.2622	97.1674	104.2066	80.3581	75.0139	140.5346	79.5161	82.4567	129.0411	153.5083	120.3751	85.9268	103.092	81.7263	79.8946
AT1G54930	4.6764	2.1518	0.8782	0	0	2.7842	2.2597	0	0.8459	3.8469	3.5134	1.5903	0	0	0	0	0	0	0	0
AT1G54940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G54950	0	0.7173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G54960	13.2497	13.6279	21.0769	11.3346	11.7589	24.3619	8.4739	33.6363	11.8422	47.1241	17.5668	33.3968	4.175	4.1965	1.3466	4.815	25.2726	14.484	14.0907	21.0249
AT1G54970	0	0	0.8782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0512
AT1G54980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G54990	197.1867	154.9277	201.9873	207.8004	203.2615	127.3782	127.1085	148.3955	202.164	155.7981	193.235	200.3806	126.2944	129.0411	144.0824	187.7852	155.4265	230.04	180.3615	174.5066
AT1G55000	254.0824	191.5079	241.5066	211.5786	196.5421	305.5684	319.7485	303.3863	314.6654	286.5915	319.7161	368.9547	351.7456	318.931	387.8105	377.978	559.788	414.072	477.6761	402.6268
AT1G55010	9.3527	20.0832	14.0513	3.7782	8.3992	0	10.1687	0.6595	5.9211	2.8851	8.1978	0	0	0	0	0	0	0.852	0	0
AT1G55020	67.8073	124.0856	52.6923	73.6747	57.1148	116.9373	101.1219	119.3759	65.1323	182.7261	80.8074	68.3838	68.8879	47.2102	49.8229	121.5789	125.0994	116.724	154.9981	113.5344
AT1G55030	0	0	0.8782	0	0	0	0	0	0	0	0	0	0	1.0491	0	0	0	0	2.8181	0
AT1G55040	28.0582	18.6487	8.7821	28.3364	27.7175	13.2251	18.6426	6.5954	14.3799	8.6554	7.0267	7.9516	12.5251	9.442	0	16.8525	17.6908	11.928	19.727	16.8199
AT1G55045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55050	5.4558	5.0208	4.391	0	4.1996	3.4803	2.2597	1.3191	0	4.8086	1.1711	9.5419	5.2188	2.0982	1.3466	4.815	1.2636	0.852	0	2.1025
AT1G55060	0	0	0	0	0	0	0	2.6381	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55070	0.7794	0	0	0	0	0	0.5649	0.6595	0.8459	0	0	0	0	0	1.3466	1.2038	0	0	0	0
AT1G55080	65.4691	67.4222	43.0321	60.451	54.595	45.2436	50.2785	55.401	49.9066	65.3967	44.5026	76.3355	46.969	51.4066	79.4473	208.249	243.8806	218.112	249.4061	159.7892
AT1G55090	108.3358	159.2312	109.7757	81.2311	99.111	119.7216	138.407	89.0373	131.9564	143.2957	148.7324	125.6354	150.3008	169.9566	169.6671	241.954	219.8716	208.74	302.9509	250.1963
AT1G55110	86.5127	118.3476	99.2373	107.6784	99.111	111.3689	111.2905	87.7182	94.738	100.0185	173.326	208.3322	199.3573	239.1982	220.8366	383.9967	491.552	348.468	377.6318	478.3164
AT1G55120	43.6461	43.7527	27.2244	45.3383	38.6365	24.3619	51.4083	54.7414	43.9855	32.6984	51.5293	50.8903	125.2507	51.4066	70.0213	51.7613	54.3361	51.972	91.5898	62.0234
AT1G55130	59.2339	60.9669	62.3526	43.4492	56.2749	58.4687	76.83	71.8894	69.3617	91.3631	58.5561	68.3838	54.2753	39.8664	35.0107	25.2788	10.109	18.744	14.0907	12.6149
AT1G55140	298.5079	274.7098	228.3335	287.1423	264.5759	213.6891	247.4379	251.9425	231.7697	240.4291	118.2833	159.0322	113.7693	114.3535	119.8442	89.0776	29.0635	45.156	53.5448	71.4847
AT1G55150	73.263	86.7882	86.0642	56.6728	56.2749	100.9281	79.6547	90.3563	65.1323	81.7459	50.3582	54.071	77.2379	68.1925	74.061	113.1526	83.3996	71.568	80.3172	57.8185
AT1G55152	137.9527	121.9338	112.4103	170.0185	139.4273	48.7239	108.4659	98.9303	131.1106	136.5637	140.5346	179.7064	221.2762	260.1805	215.4503	169.729	140.2629	201.072	178.9524	159.7892
AT1G55160	260.3176	197.9632	194.9617	215.3568	199.0619	263.8051	275.6842	251.9425	220.7733	249.0845	147.5613	233.7773	206.6636	141.6305	208.7175	77.0401	68.236	76.68	61.9993	81.9971
AT1G55170	29.617	38.7319	41.2757	13.2237	33.5969	27.1462	31.071	42.8698	26.2221	21.1578	30.4492	27.0355	29.2252	29.3752	28.2779	40.9275	50.5452	42.6	67.6356	42.0498
AT1G55175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0512
AT1G55180	10.9115	4.3035	9.6603	1.8891	8.3992	1.3921	1.6948	3.2977	2.5376	1.9234	2.3422	3.1806	3.1313	0	4.0397	3.6113	3.7909	5.112	9.8635	7.3587
AT1G55190	90.4097	81.7674	81.6731	85.0092	99.111	107.1926	92.648	74.5275	93.0462	106.7505	63.2406	62.0226	60.5378	70.2907	63.2885	203.434	275.4713	210.444	256.4515	214.454
AT1G55200	14.0291	6.4553	19.3205	26.4473	6.7194	8.3527	11.8635	14.5098	16.0716	25.0046	3.5134	11.1323	8.35	3.1473	4.0397	3.6113	0	5.112	0	0
AT1G55205	54.5576	76.7466	65.8654	86.8983	54.595	37.587	43.4993	39.5721	38.0644	44.239	30.4492	34.9871	8.35	12.5894	13.4656	18.0563	7.5818	11.076	18.318	16.8199
AT1G55207	0	0.7173	3.5128	0	0	0	0	1.3191	0.8459	0	0	3.1806	1.0438	3.1473	0	0	0	0.852	1.4091	0
AT1G55210	671.8376	646.9666	680.6095	870.8725	783.6486	479.5823	497.1354	486.0776	542.2057	608.7665	304.4915	362.5934	404.9771	339.9133	381.0777	721.0471	620.4423	740.388	694.6735	846.2521
AT1G55220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55230	0	0.7173	0	0	0	1.3921	0	0	0	1.9234	0	0	0	0	1.3466	0	0	1.704	0	0
AT1G55240	0	0	0	1.8891	1.6798	0	0	0	0	1.9234	3.5134	0	0	0	0	0	0	0	0	0
AT1G55250	32.7345	33.7111	36.8846	26.4473	35.2768	34.1067	38.9799	36.2744	38.9102	29.8132	63.2406	34.9871	46.969	33.5717	88.8733	37.3163	107.4085	24.708	60.5902	43.101
AT1G55260	1195.5904	1132.5502	1283.0586	1324.2552	1205.2901	860.3247	878.4609	902.9039	975.2935	823.2292	408.7213	384.8579	369.4894	248.6402	297.5907	39.7238	45.4907	19.596	76.09	59.921
AT1G55265	149.6436	222.3499	234.4809	287.1423	235.1786	150.348	131.063	151.6931	161.5621	199.0753	459.0796	424.616	712.885	819.3588	852.3753	252.7878	161.7446	166.14	167.6798	208.1465
AT1G55270	60.7927	58.8151	64.109	71.7856	70.5536	66.8213	93.7778	80.4633	69.3617	72.1287	56.2138	57.2516	84.5442	104.9115	98.2992	32.5013	24.009	28.116	22.5452	31.5373
AT1G55280	26.4994	35.8629	35.1282	54.7837	35.2768	22.2738	28.2463	30.9982	30.4515	41.3538	69.0962	46.1193	120.0319	62.9469	87.5267	467.0556	633.0786	420.036	467.8126	513.0075
AT1G55290	0.7794	0	0	0	0.8399	0	0	0	0	0	0	0	5.2188	0	0	1.2038	2.5273	4.26	0	0
AT1G55300	80.2776	68.1395	101.8719	69.8965	67.1939	98.1438	93.7778	80.4633	114.1931	77.899	90.1763	82.6967	79.3254	37.7681	87.5267	51.7613	96.0359	58.788	71.8628	67.2797
AT1G55310	118.4679	135.5617	135.2437	128.4584	120.109	117.6334	123.154	146.4169	104.8885	159.6449	132.3367	130.4064	101.2443	163.6619	121.1908	387.608	514.2974	394.476	448.0855	455.189
AT1G55320	14.8085	6.4553	10.5385	0	8.3992	4.8724	10.1687	11.8716	11.8422	9.6172	16.3957	11.1323	11.4813	17.835	14.8122	33.705	27.7999	42.6	46.4994	38.8961
AT1G55325	28.8376	26.5385	54.4488	28.3364	44.5159	54.2923	45.7591	49.4652	38.0644	42.3155	73.7806	41.3484	46.969	38.8173	48.4763	78.2438	84.6632	74.976	71.8628	50.4598
AT1G55330	3388.0257	3638.6492	3675.2912	4208.9023	3601.5916	3072.3893	4207.0085	4026.4635	5499.0312	4076.7157	1249.5864	1030.5287	1010.3553	441.6774	513.041	186.5815	319.6984	221.52	280.4057	204.9927
AT1G55340	148.8643	149.9069	158.077	162.4621	145.3068	158.7007	163.8287	158.948	153.9492	133.6786	155.7591	152.6709	102.288	95.4695	99.6458	90.2814	125.0994	101.388	142.3165	84.0996
AT1G55350	44.4255	49.4908	45.6667	35.8928	32.757	66.1253	53.1031	43.5293	63.4406	37.5069	42.1604	46.1193	42.794	44.0628	40.3969	25.2788	35.3816	23.856	35.2268	23.1274
AT1G55360	458.2837	348.5873	454.0324	453.3827	377.1256	440.6032	517.4728	446.5054	470.3063	411.6146	428.6304	359.4128	447.7711	376.6323	422.8212	20.4638	18.9544	27.264	22.5452	23.1274
AT1G55365	2.3382	2.1518	3.5128	1.8891	1.6798	0	0	0.6595	4.2294	0	5.8556	3.1806	10.4376	4.1965	1.3466	15.6488	25.2726	14.484	12.6817	8.41
AT1G55370	200.3043	236.6951	265.2181	215.3568	241.8979	220.6496	220.3214	238.0923	310.436	231.7736	173.326	109.7322	203.5323	116.4518	144.0824	25.2788	16.4272	14.484	23.9543	6.3075
AT1G55380	0	0	3.5128	0	0.8399	0	1.6948	3.2977	3.3835	0.9617	4.6845	3.1806	0	0	0	6.0188	0	0.852	0	0
AT1G55390	0	0	0	1.8891	0	2.0882	0	0	2.5376	0	0	1.5903	0	0	0	0	0	0	0	0
AT1G55420	0.7794	0	0	3.7782	0.8399	0	0.5649	0	2.5376	0	0	0	0	0	0	0	0	0	0	0
AT1G55430	0	0.7173	0	0	0	0	0	0	0	0	0	1.5903	0	4.1965	0	0	0	0	0	0
AT1G55440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55450	351.5067	398.0781	318.7887	238.0259	384.6849	478.8862	328.7873	423.4217	428.8585	350.0648	430.9726	472.3257	409.1521	562.3256	491.496	85.4664	183.2263	126.948	125.4076	177.6604
AT1G55460	110.6739	131.2582	139.6347	122.7911	141.1071	138.5151	111.2905	110.1424	112.5013	100.9802	120.6255	133.5871	57.4065	119.5991	110.4183	151.6727	195.8626	148.248	176.1342	105.1245
AT1G55475	26.4994	17.2142	33.3718	43.4492	25.1977	48.7239	45.7591	35.6149	43.1396	46.1624	24.5935	42.9387	52.1878	49.3084	78.1007	66.2063	54.3361	75.828	74.6809	58.8697
AT1G55480	925.1407	1023.527	1044.1867	1112.6766	996.1492	1010.6727	1054.1531	1064.4901	1238.3605	1003.0702	809.2448	876.2675	716.0162	525.6066	669.2425	222.694	145.3174	202.776	221.2246	233.3764
AT1G55490	2448.856	2349.7368	2098.9118	2204.5732	2224.1172	1298.1436	1484.0622	1647.5194	1992.0348	1946.5139	529.3468	375.316	447.7711	296.8995	266.6198	127.5977	117.5176	109.056	122.5894	150.328
AT1G55500	138.7321	208.0048	212.5258	177.5749	183.9432	119.7216	96.6025	110.1424	107.4261	122.138	78.4651	79.5161	112.7256	94.4203	127.9236	109.5414	160.481	143.988	125.4076	146.123
AT1G55510	94.3067	54.5116	59.718	94.4547	81.4726	66.8213	83.0442	80.4633	96.4297	90.4013	77.294	74.7451	87.6755	97.5677	100.9923	288.9003	374.0345	308.424	318.4507	331.1421
AT1G55520	179.2606	119.0648	164.2245	107.6784	120.109	150.348	165.5235	171.4792	141.2611	152.9129	158.1014	106.5516	154.4758	126.9429	184.4793	139.6352	128.8903	126.096	159.2254	146.123
AT1G55530	134.8352	104.7197	138.7565	94.4547	139.4273	157.3086	128.8033	115.4187	126.0353	131.7551	127.6522	166.9838	172.2196	108.0588	138.6961	598.2645	1000.7949	727.608	780.627	480.4189
AT1G55535	55.337	60.9669	53.5706	49.1165	57.9547	45.2436	51.4083	54.7414	62.5947	62.5116	35.1336	36.5774	40.7065	38.8173	57.9023	117.9676	133.9448	123.54	90.1807	86.2021
AT1G55540	28.8376	24.3868	18.4423	26.4473	31.0772	28.5383	35.5904	33.6363	27.068	7.6937	29.278	27.0355	24.0064	10.4911	35.0107	9.63	12.6363	26.412	26.7724	21.0249
AT1G55546	0	0	0	0	0	0	0.5649	0	0	0	0	0	1.0438	3.1473	0	0	0	0	0	0
AT1G55550	5.4558	7.8898	14.0513	18.8909	11.7589	20.1856	14.6881	4.6167	11.8422	7.6937	15.2246	17.4935	31.3127	5.2456	25.5847	30.0938	12.6363	9.372	14.0907	21.0249
AT1G55560	0	0	0	0	0	0	0	0	1.6917	0	1.1711	0	0	0	0	0	0	0	0	0
AT1G55570	3.1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2038	0	0	0	0
AT1G55580	1.5588	0.7173	0	0	0	0	0	0.6595	0	0	0	0	0	2.0982	0	0	0	0	0	0
AT1G55590	42.0873	32.9939	38.6411	37.7819	41.1562	39.6752	37.2852	34.9554	27.9139	21.1578	38.647	38.1677	50.1003	52.4557	56.5557	73.4288	77.0814	39.192	77.4991	46.2548
AT1G55600	0	0.7173	0	1.8891	0	0	0.5649	0	1.6917	0	0	0	0	1.0491	0	0	0	0	0	0
AT1G55610	7.0145	0.7173	0.8782	0	1.6798	1.3921	1.6948	0	2.5376	1.9234	9.369	0	1.0438	7.3438	2.6931	1.2038	2.5273	2.556	4.2272	9.4612
AT1G55615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55620	51.44	35.1456	36.0064	35.8928	22.6779	34.1067	22.5971	31.6577	34.6809	21.1578	31.6203	44.529	41.7502	27.277	13.4656	48.1501	51.8088	55.38	54.9539	38.8961
AT1G55630	11.6909	14.3452	20.1987	18.8909	25.1977	18.0974	15.8179	11.8716	18.6092	22.1195	18.7379	33.3968	27.1376	11.5403	18.8519	30.0938	11.3727	12.78	14.0907	8.41
AT1G55640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55650	0	0	0	0	0	0	0	0	0	0	0	1.5903	0	0	0	0	0	0	0	0
AT1G55660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55670	40758.4094	42191.2602	41572.505	52707.623	38345.0242	52387.2307	54580.3848	42181.2443	53756.1808	43227.2277	39764.2529	43767.2536	40224.2466	23575.7117	30479.4852	1779.1446	1693.2641	1637.544	2255.9274	1678.8381
AT1G55675	222.1273	204.4185	196.7181	275.8078	209.9809	277.7262	241.7886	304.7053	301.9773	218.3096	627.721	488.2289	615.8157	637.8619	619.4196	334.6429	262.835	234.3	216.9974	257.555
AT1G55680	272.7879	236.6951	232.7245	262.5841	228.4592	235.2668	262.1259	242.0495	271.5258	327.9453	258.8178	341.9192	411.2396	406.0075	479.3769	751.1409	811.2504	668.82	684.8099	695.9241
AT1G55690	66.2485	88.2227	104.5065	120.902	94.0714	82.8306	82.4793	81.1229	84.5875	77.899	46.8449	54.071	54.2753	60.8487	83.487	56.5763	37.9089	69.864	50.7267	75.6896
AT1G55700	0	0	0	5.6673	0	0	0	0	0	0	0	0	0	0	0	0	0	2.556	0	0
AT1G55710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55730	33.5139	46.6218	42.1539	43.4492	43.676	53.5963	41.8046	65.9535	82.0498	62.5116	91.3475	98.6	107.5068	135.3358	99.6458	270.8441	284.3167	283.716	281.8148	286.9898
AT1G55740	7.0145	3.5863	7.9039	3.7782	5.0395	4.8724	5.6493	3.9572	5.0752	6.732	3.5134	9.5419	8.35	13.6385	12.1191	6.0188	15.1636	5.964	11.2726	15.7687
AT1G55750	60.7927	49.4908	52.6923	96.3438	50.3954	52.2042	51.4083	41.5507	47.369	44.239	46.8449	49.3	46.969	43.0137	35.0107	46.9463	45.4907	35.784	33.8178	56.7672
AT1G55760	53.7782	49.4908	29.859	32.1146	31.9171	48.0278	30.506	38.2531	56.6736	65.3967	104.2298	120.8645	230.6699	302.1451	280.0854	272.0478	178.1718	292.236	191.6341	318.5272
AT1G55770	0	0	0	0	0.8399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55790	0.7794	6.4553	0	1.8891	2.5198	0	0	3.2977	0.8459	3.8469	5.8556	0	0	1.0491	0	1.2038	6.3181	0.852	0	0
AT1G55800	0	0	0	9.4455	0	0	1.1299	0	0	0	0	0	2.0875	0	0	2.4075	0	0	4.2272	0
AT1G55805	260.3176	261.0819	295.0771	236.1368	283.8941	263.109	270.0349	273.0476	309.5901	289.4766	202.604	219.4644	171.1759	112.2553	157.548	105.9301	123.8357	173.808	154.9981	169.2504
AT1G55810	58.4546	25.8213	33.3718	64.2292	46.1958	59.8608	53.1031	55.401	51.5984	48.0858	42.1604	44.529	57.4065	48.2593	72.7145	43.3351	36.6453	33.228	19.727	22.0761
AT1G55820	28.8376	23.6695	28.1026	18.8909	37.7966	22.9698	24.2918	33.6363	30.4515	35.5835	14.0535	12.7226	21.9189	19.9332	8.0794	50.5576	50.5452	71.568	53.5448	28.3836
AT1G55830	24.9406	21.5177	11.4167	11.3346	21.838	16.0093	23.162	23.7433	21.9927	15.3875	22.2513	47.7097	22.9626	37.7681	35.0107	26.4825	42.9634	22.152	36.6359	42.0498
AT1G55840	356.9625	302.6828	326.6925	294.6987	316.6511	278.4222	271.7297	296.7909	244.4578	291.4001	356.0209	244.9096	375.752	356.6991	364.919	420.1093	394.2525	405.552	390.3135	358.4745
AT1G55850	107.5564	136.9963	92.2116	71.7856	71.3935	123.8979	48.5837	117.3973	65.1323	129.8317	249.4488	236.958	151.3445	282.2119	125.2305	75.8363	87.1905	79.236	66.2265	63.0747
AT1G55860	122.3649	144.8861	135.2437	92.5656	132.7079	125.9861	149.1406	111.4615	106.5802	135.602	158.1014	157.4419	147.1695	165.7602	161.5877	315.3829	298.2167	294.792	364.9502	292.2461
AT1G55870	33.5139	27.9731	36.0064	24.5582	48.7156	16.7053	23.162	26.3814	25.3762	36.5452	58.5561	34.9871	14.6126	13.6385	22.8916	50.5576	39.1725	34.932	70.4537	26.2811
AT1G55880	41.3079	43.0355	27.2244	22.6691	40.3163	35.4988	49.1486	46.827	41.4479	29.8132	19.9091	17.4935	29.2252	31.4734	24.2382	18.0563	24.009	23.004	23.9543	8.41
AT1G55890	134.8352	158.514	151.9296	188.9094	156.2258	121.1137	122.5891	135.8643	120.1142	125.9848	118.2833	46.1193	104.3755	81.831	90.2198	91.4851	26.5362	75.828	67.6356	63.0747
AT1G55900	137.1733	142.0171	132.6091	98.2329	150.3463	84.9188	100.5569	93.654	83.7416	106.7505	62.0694	52.4806	48.0127	35.6699	39.0504	72.2251	90.9814	139.728	157.8163	98.817
AT1G55910	85.7333	84.6364	116.8014	68.0074	83.1524	96.0557	97.7323	84.4205	67.67	100.9802	114.7699	90.6484	111.6818	122.7465	176.3999	146.8577	174.3809	170.4	152.18	160.8405
AT1G55915	3.1176	5.7381	7.9039	5.6673	7.5593	2.0882	8.4739	3.2977	8.4587	10.5789	4.6845	1.5903	11.4813	16.7858	5.3863	24.075	18.9544	15.336	21.1361	12.6149
AT1G55920	247.8473	332.0904	311.7631	266.3623	274.655	292.3433	199.984	232.816	214.8522	264.472	192.0639	314.8838	306.8641	315.7836	293.551	575.3932	539.57	487.344	572.084	659.1305
AT1G55928	0	0	0	0	0	0	0	0	0	0	2.3422	0	0	0	0	0	0	0	0	0
AT1G55930	42.0873	27.9731	32.4936	56.6728	52.9152	56.3805	63.2718	56.0605	69.3617	52.8944	46.8449	49.3	48.0127	34.6208	32.3175	28.89	50.5452	38.34	28.1815	45.2035
AT1G55940	3.897	5.0208	1.7564	5.6673	3.3597	3.4803	5.6493	7.2549	5.0752	1.9234	3.5134	0	0	1.0491	0	0	6.3181	0	0	2.1025
AT1G55950	0	1.4345	0	0	1.6798	2.7842	2.2597	0	0	0	0	0	0	4.1965	0	2.4075	0	0	0	0
AT1G55960	158.217	110.4577	151.0514	136.0148	130.1881	262.413	252.5222	172.1387	203.0099	200.037	186.2083	254.4515	292.2515	261.2296	312.4029	233.5278	227.4534	168.696	185.9978	244.9401
AT1G55970	9.3527	17.9314	3.5128	11.3346	10.919	15.3132	12.4284	9.893	9.3046	8.6554	23.4224	9.5419	14.6126	25.1788	29.6244	10.8338	10.109	15.336	8.4544	8.41
AT1G55980	3.897	0	0	0	0	0	1.1299	0	0	0.9617	0	7.9516	0	2.0982	0	4.815	0	1.704	1.4091	0
AT1G55990	0	1.4345	2.6346	0	0	4.1763	0	1.3191	0	0	0	0	0	2.0982	0	1.2038	16.4272	11.928	0	1.0512
AT1G56000	128.6	152.7759	145.7822	98.2329	108.3501	123.2018	132.7578	145.0978	183.5548	132.7169	138.1923	131.9967	155.5196	139.5323	148.1221	182.9702	122.5721	167.844	173.3161	177.6604
AT1G56010	115.3503	82.4847	115.045	115.2348	91.5517	138.5151	126.5436	108.8233	110.8096	164.4535	224.8553	259.2225	289.1203	407.0566	483.4166	528.4469	453.6431	388.512	357.9048	637.0544
AT1G56020	17.1467	19.366	23.7116	7.5564	17.6384	11.1369	23.7269	13.1907	10.1505	15.3875	15.2246	38.1677	16.7001	25.1788	21.545	12.0375	13.8999	11.928	4.2272	6.3075
AT1G56030	0.7794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56040	0	0	0	0	3.3597	0	0	0	0	0	0	0	0	0	1.3466	0	0	0	0	0
AT1G56045	4354.4743	3625.0213	4487.6315	5482.152	4299.568	3200.4635	2726.3358	3567.4268	4185.3878	3588.1638	2533.1354	2323.4605	1837.0095	1518.0694	1446.2102	1817.6647	1393.7838	2190.492	1752.888	1820.7561
AT1G56050	312.537	252.4748	204.6219	290.9205	208.301	157.3086	153.66	166.2029	236.8449	255.8166	51.5293	42.9387	44.8815	37.7681	32.3175	44.5388	21.4817	34.08	23.9543	31.5373
AT1G56060	26.4994	68.1395	7.0256	34.0037	94.0714	23.6659	2.8246	17.8075	10.9964	4.8086	1.1711	7.9516	0	6.2947	1.3466	7.2225	15.1636	18.744	16.9089	10.5124
AT1G56070	3621.8439	3534.6468	3409.1948	3547.7193	3494.0815	2374.9416	2185.1361	2186.3598	2555.3874	2761.0877	1680.5591	1633.2608	1333.9194	1386.93	1349.2575	2316.0178	2259.3703	2501.472	2580.0144	2280.1501
AT1G56080	13.2497	12.9106	0.8782	1.8891	10.919	4.1763	5.0843	15.1693	9.3046	8.6554	2.3422	0	4.175	31.4734	8.0794	4.815	6.3181	7.668	4.2272	6.3075
AT1G56085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.704	2.8181	0
AT1G56090	28.0582	25.8213	31.6154	39.671	33.5969	28.5383	42.9344	25.0623	32.9891	31.7366	39.8181	49.3	44.8815	66.0942	65.9817	44.5388	66.9724	58.788	57.772	77.7921
AT1G56100	0	0.7173	0	0	5.0395	0	0	0	0	0	0	0	0	0	0	6.0188	0	0	0	0
AT1G56110	653.1322	598.1931	687.6351	817.9779	729.0535	299.3039	247.4379	356.1491	322.2782	499.1308	163.957	194.0193	138.8195	176.2513	140.0427	238.3428	183.2263	244.524	211.3611	186.0703
AT1G56120	5.4558	0.7173	8.7821	11.3346	5.0395	3.4803	7.344	5.2763	5.9211	2.8851	24.5935	42.9387	27.1376	32.5226	21.545	0	1.2636	5.112	1.4091	2.1025
AT1G56130	0	2.1518	7.0256	1.8891	15.9585	2.7842	0.5649	1.3191	1.6917	3.8469	0	6.3613	1.0438	2.0982	0	4.815	0	0	2.8181	0
AT1G56140	31.9552	43.7527	31.6154	37.7819	47.8756	52.9002	28.2463	33.6363	17.7634	27.8898	67.925	33.3968	31.3127	28.3261	25.5847	43.3351	50.5452	34.932	35.2268	25.2299
AT1G56145	6.2352	17.9314	17.5641	47.2274	20.9981	18.0974	11.2985	21.7647	21.9927	17.3109	11.7112	6.3613	21.9189	12.5894	4.0397	13.2413	11.3727	39.192	32.4087	14.7174
AT1G56150	46.7636	43.7527	55.327	49.1165	36.9566	33.4107	28.8113	54.7414	39.7561	23.0812	117.1121	111.3225	127.3382	249.6894	281.432	21.6675	16.4272	8.52	36.6359	24.1786
AT1G56160	0	0	0.8782	0	0	0.6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56170	69.3661	60.9669	81.6731	75.5638	62.9943	32.0186	43.4993	33.6363	57.5195	49.0475	60.8983	58.8419	59.4941	83.9292	63.2885	181.7665	174.3809	164.436	269.1331	207.0952
AT1G56180	73.263	71.7258	64.9872	58.5619	66.354	55.6844	74.0054	75.187	58.3654	54.8178	72.6095	82.6967	67.8441	74.4872	40.3969	74.6326	45.4907	23.856	33.8178	34.6911
AT1G56190	726.3952	720.8442	653.3851	625.2902	613.984	669.6055	711.2426	740.6582	859.4087	702.053	633.5766	702.9224	532.3153	343.0606	429.554	57.7801	31.5907	56.232	36.6359	66.2284
AT1G56200	900.2001	754.5553	823.757	685.7413	770.2098	878.4221	907.2721	842.8862	890.706	789.5691	1102.0252	825.3772	735.8476	709.2017	809.2852	858.2748	1026.0675	758.28	939.8523	837.8422
AT1G56210	35.8521	40.1664	42.1539	28.3364	26.0376	50.8121	57.6225	50.7842	57.5195	50.0093	31.6203	62.0226	42.794	50.3575	12.1191	12.0375	10.109	10.224	2.8181	1.0512
AT1G56220	2307.0062	2218.4786	2300.8991	2436.9318	2009.0968	3190.7188	3033.6559	3261.4024	3250.6963	2885.1491	5211.4898	4623.0662	4697.9432	4531.1276	4780.3036	2293.1465	2964.4758	2090.808	3256.3699	2409.4532
AT1G56230	55.337	37.2974	45.6667	41.5601	35.2768	37.587	44.6292	61.9963	32.1432	37.5069	101.8876	57.2516	72.0191	80.7819	111.7648	67.4101	39.1725	58.788	49.3176	51.511
AT1G56233	0	1.4345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56240	3.897	0	3.5128	0	4.1996	3.4803	0	2.6381	1.6917	2.8851	8.1978	0	5.2188	5.2456	1.3466	0	0	0	0	2.1025
AT1G56250	1.5588	4.3035	5.2692	0	0	0	3.3896	5.2763	0	0.9617	2.3422	1.5903	16.7001	10.4911	8.0794	0	0	0	0	0
AT1G56260	31.9552	23.6695	28.1026	28.3364	34.4369	43.8515	45.7591	49.4652	39.7561	46.1624	53.8716	62.0226	32.3564	35.6699	74.061	33.705	39.1725	28.116	30.9996	39.9473
AT1G56270	0	0	0	0	0	0	0.5649	1.9786	3.3835	0	1.1711	0	1.0438	0	0	9.63	0	2.556	0	1.0512
AT1G56280	2307.0062	1975.3282	2555.5788	2914.8727	2502.9718	2764.0367	2871.522	2662.5443	2567.2296	2429.2956	4835.5599	5162.1854	7018.2115	7892.4919	8188.4581	7653.4516	8615.4287	7681.6321	7018.5974	7834.928
