ID	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10	treatment_11	treatment_12
AT3G49900	25.392	14.795	15.181	41.643	23.372	23.727	41.151	28.526	38.761	31.467	36.772	15.294	2.973	2.714	16.264
AT3G49910	4617.236	4788.882	4260.689	3678.463	3318.887	3207.887	3842.283	3852.857	3582.791	3112.71	3424.962	3409.858	2840.114	2948.263	3466.174
AT3G49920	6.176	2.276	4.217	2.45	10.787	2.966	2.351	9.806	1.048	8.505	0.855	4.588	0	1.357	0.957
AT3G49930	6.863	6.828	8.434	12.248	3.596	21.354	15.284	15.155	12.571	8.505	3.421	12.235	0	0	0
AT3G49940	312.94	352.793	387.949	288.235	183.384	231.931	109.343	165.81	147.712	69.738	72.69	96.354	7.928	17.638	21.048
AT3G49950	2.745	0	0	5.716	3.596	0	1.176	3.566	0	0	0.855	0	0	0	0
AT3G49960	0	4.552	1.687	13.881	0	1.78	2.351	3.566	0	1.701	5.131	0	0	0	1.913
AT3G49970	0.686	1.138	0.843	10.615	0	1.186	0	0	0	0	0.855	3.059	0	0	0
AT3G49980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G49990	317.058	294.753	335.66	293.95	354.182	295.994	272.769	296.854	297.518	281.505	227.476	266.12	162.519	103.115	133.94
AT3G50000	448.822	481.392	477.346	478.486	400.927	485.81	351.543	475.144	508.086	430.336	444.689	439.71	804.666	766.576	923.229
AT3G50010	4.804	3.414	1.687	0	1.798	0.593	2.351	4.457	0	3.402	0	0.765	0	0	0
AT3G50020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50030	0	0	0	0	0	0	0	0	0	0	0.855	0	2.973	0	0
AT3G50040	6.176	5.69	14.337	13.064	0	10.677	5.879	7.132	11.524	17.009	16.248	19.118	10.901	4.07	2.87
AT3G50050	29.51	34.141	17.711	23.679	48.543	34.997	19.987	19.612	40.856	34.019	24.8	29.059	7.928	12.211	13.394
AT3G50060	91.96	104.7	161.926	793.666	357.778	576.565	124.627	72.208	84.856	68.888	53.876	105.53	19.819	47.487	44.009
AT3G50070	120.098	92.181	95.3	113.498	156.416	135.244	82.301	90.928	124.664	87.598	112.883	91.001	21.801	0	19.134
AT3G50080	47.353	34.141	65.783	78.387	44.947	64.063	48.205	70.425	96.379	72.29	44.469	81.824	154.591	204.872	200.91
AT3G50090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50100	30.882	5.69	19.397	14.698	52.139	24.913	28.217	22.286	3.143	27.215	14.538	9.941	5.946	8.141	2.87
AT3G50110	34.314	37.555	35.421	13.881	43.149	23.727	28.217	16.938	23.047	39.972	17.959	32.118	14.865	10.854	11.481
AT3G50120	2.059	0	2.53	1.633	0	2.373	36.448	6.24	19.904	4.252	6.841	3.824	0	1.357	0
AT3G50123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50130	0	0	0	0	0	0	0	4.457	0	0	0.855	0	0.991	13.568	1.913
AT3G50140	59.706	26.175	25.301	18.78	10.787	12.457	9.406	8.023	11.524	3.402	0	0.765	0.991	8.141	0
AT3G50150	0	0	0	0	0	0	0	0	5.238	0	0	0	0	0	0
AT3G50160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50170	1.373	0	0.843	2.45	0	2.966	0	0.891	0	2.551	0.855	7.647	0.991	0	0
AT3G50180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50190	3.431	4.552	7.59	6.532	0	0.593	2.351	6.24	0	0	0	0	0	0	0
AT3G50200	2.059	0	0	0	0	0	0	0	0	0	0	0	0	0	1.913
AT3G50210	104.313	55.764	72.53	53.074	106.075	84.231	89.355	100.734	79.618	96.103	100.055	83.354	117.925	261.857	149.247
AT3G50220	14.412	18.209	18.554	32.661	7.192	18.388	15.284	8.915	7.333	60.383	31.641	23.706	50.539	63.768	89.931
AT3G50230	0	0	0	0	0	0	0	0	0	0	0	0	2.973	0	0
AT3G50240	117.352	145.669	203.251	69.405	109.671	154.819	110.519	134.609	124.664	91.85	94.069	110.119	19.819	10.854	17.221
AT3G50250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50260	129.705	69.421	68.313	32.661	23.372	13.643	28.217	64.185	50.285	25.514	11.972	31.353	52.521	112.612	28.701
AT3G50270	228.528	234.437	207.468	298.033	372.161	282.944	343.313	339.643	322.661	156.486	135.117	240.12	23.783	8.141	7.654
AT3G50280	4.804	18.209	0	14.698	10.787	4.152	4.703	6.24	4.19	5.103	12.828	19.883	0	4.07	0.957
AT3G50290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50300	3.431	0	0	0.817	10.787	5.339	1.176	0	4.19	1.701	0	0	0	0	0
AT3G50310	4.118	4.552	11.807	0.817	3.596	3.559	0	0.891	13.619	5.953	7.697	0	0	0	6.697
AT3G50320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50330	0.686	0	0	2.45	0	4.745	2.351	0	0	0	4.276	0	0	0	0
AT3G50337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50340	84.411	117.218	97.831	137.177	154.618	154.819	64.665	65.076	126.76	101.206	70.124	121.589	43.603	88.19	32.528
AT3G50350	75.49	105.838	90.24	50.625	93.49	51.606	71.719	68.642	55.523	79.944	64.138	62.707	55.494	74.622	51.663
AT3G50360	338.332	318.652	282.528	328.245	260.693	295.401	293.932	293.288	344.66	351.243	380.551	313.533	775.928	858.836	784.505
AT3G50370	189.411	138.841	182.167	191.068	235.522	259.81	152.845	264.761	261.9	288.308	321.545	240.885	359.721	362.258	517.582
AT3G50373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50380	45.294	40.97	39.638	75.937	53.936	68.215	67.017	57.944	46.094	70.589	46.179	58.883	78.286	119.396	108.109
AT3G50390	3.431	0	0	3.266	0	3.559	0	0.891	15.714	6.804	0.855	1.529	23.783	12.211	11.481
AT3G50400	15.098	7.966	0	0.817	0	0	0	0	6.286	5.103	0	0	39.639	55.628	26.788
AT3G50410	17.843	20.485	35.421	22.863	39.553	22.541	22.339	11.589	12.571	15.308	43.614	32.883	63.422	59.698	86.104
AT3G50420	2.745	0	7.59	5.716	0	4.152	8.23	10.697	8.381	4.252	0	6.118	0	0	0
AT3G50430	17.157	43.246	21.084	16.331	23.372	26.1	8.23	29.418	15.714	23.813	31.641	26	38.648	36.633	55.489
AT3G50440	209.999	351.655	395.539	378.869	427.896	444.881	566.701	460.881	455.706	635.299	714.068	451.181	449.899	217.083	188.473
AT3G50450	0.686	0	6.747	0.817	3.596	2.373	2.351	8.915	4.19	0	1.71	9.177	0	0	0
AT3G50460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50470	369.9	319.79	242.046	214.747	145.628	131.685	95.234	95.385	71.237	56.131	62.428	74.942	11.892	10.854	0.957
AT3G50480	3000.38	1845.905	1529.024	960.238	490.821	459.71	471.467	689.984	406.469	147.131	223.2	591.888	151.618	154.672	77.494
AT3G50500	787.154	864.912	1011.197	725.078	701.173	893.914	1317.992	1332.721	1394.355	1220.421	1066.399	1022.422	883.943	934.815	1153.797
AT3G50510	0	0	0	6.532	0	1.186	2.351	0.891	3.143	0	2.566	0	0	0	0.957
AT3G50520	174.999	159.326	199.878	142.076	203.16	144.735	138.736	138.175	165.521	119.065	125.71	197.296	160.537	202.159	191.343
AT3G50530	166.764	135.427	172.047	248.225	199.565	230.745	196.347	190.771	214.758	234.729	210.372	201.12	127.835	111.255	123.416
AT3G50540	0	0	0	0	0	1.186	0	0	0	0	0.855	0	0	0	0
AT3G50550	290.979	174.12	205.782	166.572	240.916	141.175	246.903	151.547	157.14	127.57	156.496	184.296	298.281	375.826	305.192
AT3G50560	74.804	43.246	101.204	61.24	39.553	55.165	17.636	8.915	13.619	11.907	11.972	4.588	3.964	2.714	4.784
AT3G50570	22.647	21.623	17.711	13.881	7.192	29.066	24.69	24.069	19.904	26.364	15.393	22.177	5.946	12.211	22.961
AT3G50580	0	0	0	1.633	0	14.236	1.176	1.783	0	3.402	5.986	0.765	2.973	4.07	7.654
AT3G50590	201.078	151.36	169.517	122.479	194.171	140.582	172.832	210.383	186.473	142.028	133.407	175.119	238.823	265.927	221.001
AT3G50610	0	0	0	0	0	0	0	0	0	0	0	0.765	0	0	0
AT3G50620	55.588	52.35	67.469	60.423	80.905	92.535	69.368	69.533	65.999	68.037	76.965	45.118	125.853	207.586	150.204
AT3G50630	105	94.458	94.457	111.864	84.5	148.887	123.452	110.54	122.569	110.561	115.448	146.825	67.386	59.698	94.715
AT3G50640	0	2.276	0	0	0	0.593	0	0	0	0	0	0	0	2.714	0
AT3G50650	159.215	117.218	73.373	50.625	46.745	58.131	42.326	80.231	62.856	56.981	65.848	73.413	206.121	271.354	282.231
AT3G50651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50660	52.843	73.973	46.385	109.415	64.724	127.532	84.652	76.665	68.094	41.673	50.455	61.942	89.187	82.763	60.273
AT3G50670	232.646	224.194	223.492	245.775	231.927	247.354	225.74	230.886	234.662	223.673	238.593	247.767	351.794	287.635	310.932
AT3G50674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50685	1042.447	1449.866	1461.555	1584.883	1930.924	1611.062	1662.481	1315.784	1348.261	1553.804	1474.316	1294.66	420.17	283.565	371.205
AT3G50690	177.058	233.299	216.745	234.344	199.565	188.036	284.526	204.143	287.042	209.215	243.724	212.59	289.363	275.425	298.495
AT3G50695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50700	141.372	227.608	253.853	151.058	163.607	135.837	295.108	276.35	336.28	130.122	108.607	184.296	21.801	10.854	20.091
AT3G50710	0	0	3.373	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50720	0.686	0	0	0	0	0	0	0	0	0	0	0	0	2.714	0
AT3G50730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50740	323.234	334.584	458.792	320.079	354.182	298.367	268.066	287.048	395.993	272.15	198.4	321.944	22.792	54.271	58.36
AT3G50750	263.528	246.955	338.19	189.435	158.213	243.201	222.213	167.593	189.616	185.402	196.689	214.885	53.512	32.563	33.485
AT3G50751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50760	109.803	45.522	53.975	58.79	66.522	60.504	159.899	130.152	94.284	204.112	241.158	178.178	49.548	63.768	44.966
AT3G50764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50770	105	26.175	19.397	51.441	43.149	25.506	37.623	45.464	61.808	9.355	17.959	13.765	0	0	0
AT3G50780	74.117	92.181	75.903	120.03	102.479	126.939	117.573	130.152	111.046	96.953	136.827	134.59	73.332	73.266	56.446
AT3G50790	290.979	290.201	280.841	306.198	355.98	301.333	277.472	227.32	290.185	244.084	232.607	188.884	149.636	143.818	159.771
AT3G50800	35	70.559	61.566	147.792	44.947	84.824	44.678	24.069	16.762	12.757	11.972	18.353	22.792	24.422	4.784
AT3G50808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50810	30.882	19.347	32.048	26.945	34.16	12.457	19.987	40.115	19.904	32.318	47.89	16.824	89.187	108.542	80.364
AT3G50820	9436.235	11460.086	11585.331	12505.142	14163.702	13342.271	12217.002	10519.137	11110.843	10872.374	10246.666	9734.039	3157.223	1689.18	2748.638
AT3G50830	899.702	855.808	987.583	749.574	719.152	719.52	685.45	746.146	686.178	792.636	800.441	702.007	1163.396	1079.99	1284.866
AT3G50840	54.902	100.148	113.011	175.554	222.937	226.593	183.414	205.034	186.473	244.084	285.627	203.414	94.142	18.995	48.792
AT3G50845	32.941	26.175	55.662	27.762	19.777	44.488	36.448	59.727	56.57	45.925	53.876	51.236	16.846	14.924	13.394
AT3G50850	19.216	21.623	5.904	6.532	0	8.898	19.987	13.372	8.381	8.505	8.552	19.883	2.973	6.784	4.784
AT3G50860	52.843	40.97	50.602	57.974	46.745	57.538	82.301	41.007	56.57	64.636	75.255	58.118	48.557	66.482	52.619
AT3G50870	11.667	0	13.494	14.698	23.372	20.168	15.284	13.372	1.048	20.411	1.71	6.882	2.973	0	0.957
AT3G50880	141.372	103.562	109.638	122.479	177.99	113.889	129.33	147.09	131.998	186.252	130.841	144.531	193.239	276.781	199.953
AT3G50890	19.216	31.865	36.265	57.974	44.947	43.302	79.95	41.898	64.951	89.299	101.765	56.589	16.846	8.141	27.745
AT3G50900	101.568	97.872	118.071	35.111	52.139	37.37	42.326	59.727	48.19	26.364	22.234	29.824	2.973	14.924	10.524
AT3G50910	207.254	97.872	80.963	104.516	91.692	103.806	88.18	64.185	48.19	141.178	138.538	144.531	670.885	861.55	542.457
AT3G50920	107.745	100.148	123.132	107.782	131.245	100.84	72.895	112.323	67.046	54.43	61.572	125.413	33.693	29.849	34.442
AT3G50925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50930	362.351	185.501	184.697	218.013	73.713	64.656	54.084	108.757	32.476	26.364	23.945	127.707	7.928	20.352	8.61
AT3G50940	0	5.69	0.843	0	0	0.593	7.054	6.24	2.095	16.159	1.71	8.412	16.846	20.352	21.048
AT3G50950	839.997	803.458	752.283	594.433	481.832	475.726	550.241	553.592	505.991	500.075	330.951	486.358	154.591	299.846	175.079
AT3G50960	45.294	22.761	46.385	36.744	44.947	36.777	28.217	43.681	35.618	49.327	73.545	43.589	85.223	66.482	56.446
AT3G50970	402.841	483.668	392.166	326.612	325.416	382.597	1646.021	1416.518	1187.978	2445.094	2281.598	1315.307	64852.893	103098.311	87625.404
AT3G50980	1.373	0	0.843	0.817	0	0.593	1.176	0	0	0.85	6.841	1.529	132.79	192.661	244.919
AT3G50990	0	1.138	0	0.817	0	0	0	0	0	0	0	0.765	0	0	1.913
AT3G51000	406.273	355.069	482.406	502.982	418.906	456.151	529.078	714.945	583.513	635.299	626.841	718.831	1142.586	921.247	1435.07
AT3G51010	469.41	419.938	416.623	466.238	402.725	320.314	418.56	400.262	381.326	402.271	450.675	365.533	342.875	466.729	379.815
AT3G51020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51030	53.529	29.589	37.952	80.836	82.703	63.47	56.435	43.681	32.476	64.636	58.152	58.883	31.711	28.492	17.221
AT3G51040	152.352	132.013	152.649	139.626	169.001	126.939	132.857	137.284	156.092	141.178	167.614	164.413	240.805	156.029	238.222
AT3G51050	239.509	170.706	154.336	193.517	203.16	164.902	146.966	151.547	167.616	244.935	166.758	228.649	214.049	318.841	269.793
AT3G51057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51060	1.373	0	12.651	19.597	0	3.559	3.527	0	1.048	6.804	5.986	3.059	1.982	5.427	0
AT3G51070	0.686	0	0	0.817	0	0.593	2.351	1.783	1.048	0	4.276	2.294	0	8.141	4.784
AT3G51080	49.412	63.73	72.53	60.423	79.107	59.317	76.422	53.487	56.57	31.467	44.469	39.765	16.846	1.357	4.784
AT3G51090	52.843	25.037	28.674	52.258	48.543	32.031	19.987	71.316	26.19	46.776	42.759	52.001	144.681	200.802	219.087
AT3G51100	160.588	152.498	182.167	195.967	197.767	173.8	142.263	175.616	181.235	201.561	203.531	212.59	304.227	345.977	376.945
AT3G51110	70	68.283	75.06	74.304	61.128	68.808	67.017	57.053	108.95	80.794	75.255	58.118	129.817	143.818	163.598
AT3G51120	56.961	86.491	29.518	54.707	73.713	74.74	72.895	57.053	72.284	65.486	79.531	73.413	65.404	113.969	86.104
AT3G51130	150.98	158.188	181.324	166.572	177.99	230.152	181.062	262.087	206.377	249.187	228.331	255.414	902.772	805.922	1073.433
AT3G51140	339.018	439.284	501.803	392.75	368.565	326.246	331.556	259.413	321.613	278.953	323.255	299.003	296.299	347.333	238.222
AT3G51150	70	71.697	87.71	112.681	133.043	97.874	131.682	137.284	134.093	101.206	98.345	94.06	54.503	71.909	57.403
AT3G51160	555.88	440.422	434.334	409.081	284.065	316.755	353.894	385.107	343.613	223.673	298.455	325.003	250.715	207.586	204.737
AT3G51171	2.059	0	0	0	0	0	0	0.891	0	0	0	0	0	0	0
AT3G51180	20.588	10.242	14.337	18.78	7.192	29.066	10.582	20.503	13.619	13.607	18.814	9.177	13.874	12.211	19.134
AT3G51190	0	0	0	0	0	0	0	0	0	0	0	0	0	2.714	0
AT3G51200	0	0	0	1.633	0	0	0	0	0	0	0	0	0	0	0
AT3G51210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51220	29.51	21.623	32.048	27.762	37.755	26.693	21.163	32.092	19.904	13.607	26.51	35.942	71.35	29.849	44.009
AT3G51230	17.843	25.037	24.458	31.845	7.192	21.354	12.933	14.263	9.428	21.262	14.538	20.647	12.883	2.714	8.61
AT3G51240	101.568	87.629	102.891	190.251	156.416	141.175	210.456	131.043	171.806	415.028	474.62	349.474	840.341	782.857	357.811
AT3G51250	177.058	232.161	163.613	170.655	192.373	196.934	196.347	195.228	163.426	207.514	266.814	261.532	433.053	492.508	466.876
AT3G51260	1067.152	974.164	716.018	819.795	765.897	656.051	806.55	721.185	764.748	924.458	939.834	780.773	1564.738	1204.813	1461.858
AT3G51270	182.548	168.43	254.697	178.82	102.479	168.462	156.372	199.685	213.71	165.841	153.076	182.002	121.889	141.104	129.156
AT3G51280	90.588	67.144	51.445	83.286	57.532	76.519	79.95	56.161	80.665	75.692	47.034	75.707	7.928	4.07	0.957
AT3G51290	28.823	22.761	55.662	36.744	30.564	48.047	44.678	47.247	49.237	23.813	47.89	51.236	61.44	39.346	56.446
AT3G51300	6.176	0	5.904	2.45	19.777	5.339	17.636	9.806	17.809	6.804	15.393	11.471	53.512	29.849	47.836
AT3G51310	176.372	161.602	155.18	200.866	147.426	223.034	146.966	173.833	184.378	236.43	186.427	172.825	180.356	127.536	182.732
AT3G51320	12.353	18.209	12.651	31.028	8.989	24.32	19.987	19.612	18.857	46.776	28.221	9.177	9.91	12.211	23.918
AT3G51325	2.745	10.242	11.807	3.266	1.798	4.745	2.351	4.457	10.476	5.953	7.697	8.412	1.982	0	16.264
AT3G51330	47.353	37.555	47.229	33.478	32.362	15.423	31.745	60.619	41.904	10.206	15.393	32.118	8.919	6.784	5.74
AT3G51340	0	9.104	14.337	8.165	0	2.373	1.176	5.349	5.238	4.252	6.841	3.059	0	1.357	1.913
AT3G51350	0.686	5.69	1.687	4.899	14.383	1.186	0	1.783	1.048	3.402	0.855	1.529	0	4.07	0
AT3G51360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51370	603.919	542.846	559.996	622.195	490.821	621.054	576.107	614.211	631.703	699.935	623.42	653.065	1943.288	1960.534	2167.913
AT3G51380	2.059	0	0	0	0	1.78	0	0.891	0	0	5.131	6.118	4.955	1.357	3.827
AT3G51390	116.666	137.703	102.891	142.893	111.469	100.246	157.548	145.307	166.568	122.467	143.669	94.06	107.025	196.732	150.204
AT3G51400	37.059	25.037	74.216	11.431	35.958	24.32	49.381	62.402	47.142	23.813	24.8	16.059	24.774	8.141	43.052
AT3G51410	0.686	5.69	0	0	1.798	0	2.351	0	2.095	0	10.262	5.353	8.919	6.784	11.481
AT3G51420	461.861	573.573	520.357	598.516	717.354	590.802	683.099	756.843	785.7	630.196	571.255	551.358	481.61	394.82	465.92
AT3G51430	325.293	279.958	306.142	322.529	224.735	277.012	420.911	478.71	332.089	356.346	356.607	479.475	285.399	283.565	293.711
AT3G51440	53.529	39.831	22.771	39.193	35.958	32.625	36.448	57.944	35.618	16.159	15.393	68.06	290.354	233.365	297.538
AT3G51450	253.921	168.43	87.71	190.251	122.256	107.958	255.133	150.655	200.092	153.935	142.814	241.649	22.792	17.638	27.745
AT3G51460	220.979	152.498	155.18	188.618	133.043	170.241	159.899	150.655	145.616	149.682	179.586	178.178	262.606	260.5	286.057
AT3G51470	22.647	25.037	15.181	40.01	16.181	27.286	19.987	37.441	32.476	18.71	20.524	11.471	12.883	1.357	15.307
AT3G51480	21.961	31.865	16.867	35.111	17.979	22.541	27.042	18.72	29.333	42.523	39.338	17.588	5.946	4.07	3.827
AT3G51490	0.686	0	0	0	1.798	1.186	0	1.783	1.048	5.103	11.972	15.294	4.955	0	0.957
AT3G51500	127.647	130.875	129.035	160.04	186.98	122.194	129.33	138.175	120.474	191.355	121.434	118.531	398.369	519.643	525.236
AT3G51510	1257.25	1496.526	1679.987	1590.599	1979.466	1720.799	1809.447	1530.624	1670.922	1958.626	1711.198	1535.545	964.212	748.938	623.777
AT3G51520	178.431	168.43	208.312	255.574	271.48	244.981	236.322	198.794	194.854	266.196	296.745	226.355	333.956	295.776	334.85
AT3G51530	39.117	14.795	25.301	53.074	30.564	29.659	27.042	39.224	54.475	48.477	43.614	45.883	68.377	73.266	69.84
AT3G51540	2.059	0	0.843	0.817	0	2.966	0	0	0	0	0	0	14.865	9.497	12.437
AT3G51550	1241.465	936.609	974.089	695.683	629.258	699.353	731.304	721.185	727.034	662.514	629.406	613.3	713.497	674.315	698.401
AT3G51560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51570	0	0	0	0	1.798	0	0	0	0	0	0	0	0	0	0
AT3G51580	111.176	95.596	76.746	80.02	52.139	80.672	81.125	86.471	84.856	72.29	47.034	68.824	162.519	187.234	130.113
AT3G51590	4.804	4.552	3.373	49.808	5.394	7.118	95.234	69.533	131.998	143.729	105.186	107.06	88.196	112.612	117.676
AT3G51600	5295.272	4621.59	4764.179	4103.058	4185.466	3719.203	3201.511	3473.989	3144.894	3830.505	3428.383	2988.501	3692.346	3162.633	3230.822
AT3G51610	260.097	249.231	250.48	249.041	244.512	225.999	280.999	261.196	310.09	277.252	202.676	270.709	533.141	496.578	592.206
AT3G51620	117.352	94.458	104.577	69.405	116.862	103.212	72.895	92.711	141.426	99.505	118.014	113.942	267.561	283.565	233.438
AT3G51630	115.98	102.424	120.601	162.489	138.437	147.7	123.452	180.073	106.855	180.299	196.689	126.178	220.986	269.997	280.317
AT3G51632	115.98	102.424	120.601	162.489	138.437	147.7	123.452	180.073	106.855	180.299	196.689	126.178	220.986	269.997	280.317
AT3G51636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51640	70.686	53.488	69.999	57.974	62.926	76.519	48.205	98.06	72.284	62.935	68.414	52.001	107.025	146.531	167.425
AT3G51642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51650	45.98	73.973	30.361	32.661	25.17	55.758	64.665	51.704	56.57	57.832	66.703	52.765	70.359	112.612	103.325
AT3G51660	1013.623	666.893	502.647	293.95	213.948	208.204	482.049	481.384	457.801	257.692	244.579	416.769	767.009	888.685	751.02
AT3G51670	411.077	363.036	416.623	454.807	481.832	412.849	336.259	380.65	361.422	371.654	372.855	381.592	232.877	211.656	180.819
AT3G51680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51690	0	0	0	0.817	0	0	0	0	0	0	0	0	0	0	0
AT3G51700	0	0	0	0	0	0	0	0	1.048	0	0	0	0	0	0
AT3G51710	5.49	7.966	2.53	9.798	0	7.711	2.351	2.674	11.524	0	9.407	7.647	5.946	0	1.913
AT3G51720	114.607	143.393	123.132	162.489	111.469	164.309	186.941	156.004	180.187	123.318	170.179	194.237	17.837	23.065	30.615
AT3G51730	1498.817	1811.763	2029.984	2136.04	2319.266	2171.611	2079.865	2308.861	2115.104	2675.57	2904.163	2307.905	6426.426	6041.701	7456.626
AT3G51740	35.686	27.313	25.301	23.679	46.745	37.37	42.326	32.984	27.238	47.626	41.903	62.707	6.937	10.854	2.87
AT3G51750	37.059	28.451	38.795	75.121	106.075	52.199	52.908	56.161	81.713	89.299	94.069	67.295	371.613	341.906	427.651
AT3G51760	30.196	29.589	48.915	23.679	23.372	50.42	34.096	39.224	56.57	66.336	38.483	37.471	25.765	12.211	28.701
AT3G51770	69.313	97.872	84.337	78.387	79.107	100.84	61.138	95.385	108.95	79.093	84.662	92.53	126.844	200.802	170.295
AT3G51780	165.391	118.356	179.637	114.314	97.086	104.399	150.493	89.145	97.427	139.477	151.365	107.06	188.284	177.737	197.083
AT3G51790	166.078	84.215	89.397	107.782	80.905	72.96	101.113	74.882	104.76	77.393	66.703	100.942	153.6	202.159	166.468
AT3G51800	806.369	907.02	856.017	667.921	571.726	589.615	730.128	668.589	532.181	606.383	652.496	695.889	405.306	571.201	532.89
AT3G51810	1.373	3.414	3.373	4.899	8.989	1.78	4.703	2.674	2.095	8.505	7.697	1.529	746.199	788.284	955.757
AT3G51820	877.055	1002.615	848.427	780.602	816.238	780.617	765.4	741.688	695.606	716.944	582.372	689.007	229.905	233.365	176.035
AT3G51830	92.647	106.976	97.831	132.278	136.639	139.989	119.924	156.004	125.712	199.86	147.945	123.884	305.218	272.711	303.278
AT3G51840	802.938	1150.561	1272.641	994.532	954.675	1077.798	993.491	1149.973	1035.029	767.122	780.772	811.361	1710.41	1652.547	2362.126
AT3G51850	259.411	278.82	337.347	350.291	336.204	364.209	336.259	382.433	317.423	319.776	382.262	371.651	377.559	389.393	375.988
AT3G51860	124.215	33.003	40.482	55.524	8.989	32.625	36.448	52.596	39.809	16.159	74.4	74.942	411.252	556.276	620.907
AT3G51870	129.019	99.01	99.517	106.965	66.522	80.079	98.761	138.175	95.332	59.533	63.283	98.648	88.196	62.411	92.801
AT3G51880	638.233	805.734	944.571	914.513	1094.909	1053.478	1055.805	1047.456	1216.263	1112.411	1020.22	881.715	1765.905	2273.948	2379.347
AT3G51890	246.372	225.332	214.215	173.104	161.809	179.139	248.079	193.445	185.425	168.393	143.669	198.061	337.92	265.927	289.884
AT3G51895	238.136	242.403	229.396	373.97	436.885	361.243	338.61	320.031	314.28	671.869	719.199	652.301	1652.934	2396.057	1775.661
AT3G51910	13.725	10.242	12.651	8.982	5.394	15.423	4.703	0.891	0	0	4.276	0	9.91	1.357	7.654
AT3G51915	0	0	0	1.633	0	0	0	0	0	0	0	0	0	1.357	0
AT3G51920	2358.716	1943.776	1849.504	1571.818	1427.517	1322.779	953.516	950.288	840.175	858.972	862.868	1161.6	927.546	989.086	984.458
AT3G51930	6.176	7.966	6.747	26.945	7.192	11.27	12.933	13.372	15.714	11.056	20.524	14.53	0	0	0.957
AT3G51940	20.588	35.279	20.241	18.78	21.575	24.913	25.866	39.224	14.666	23.813	18.814	21.412	68.377	33.919	48.792
AT3G51950	409.018	422.214	462.165	608.314	649.035	642.408	667.814	555.375	749.034	639.551	579.806	596.477	143.69	135.677	138.723
AT3G51960	35	22.761	20.241	19.597	32.362	34.997	56.435	53.487	30.38	34.019	25.655	68.824	271.525	360.901	247.789
AT3G51970	19.216	25.037	10.964	25.312	16.181	11.27	9.406	11.589	15.714	1.701	15.393	3.059	85.223	113.969	31.572
AT3G51980	89.215	112.666	118.915	146.975	100.681	136.43	149.318	172.942	145.616	198.159	160.772	187.355	162.519	85.477	167.425
AT3G51990	39.117	46.66	46.385	72.671	28.766	49.233	45.853	90.928	40.856	69.738	60.717	45.118	185.311	165.526	243.962
AT3G52000	0	0	0	0	0	0	0	0	0	0	0	0	0	1.357	0
AT3G52010	0	0	0	0	0	0	0	0.891	0	0	0	0	12.883	9.497	19.134
AT3G52020	0	0	0	0	0	0	0	0	0	1.701	0	0	0	0	0
AT3G52030	56.961	63.73	88.554	106.149	61.128	68.215	69.368	65.076	100.57	98.654	87.227	58.118	173.419	221.154	167.425
AT3G52040	113.921	68.283	79.276	90.635	109.671	97.874	81.125	114.997	122.569	82.495	83.807	71.883	74.323	55.628	88.018
