ID	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10	treatment_11	treatment_12
AT1G03100	19.902	12.518	19.397	11.431	8.989	1.78	25.866	20.503	8.381	0.85	14.538	6.882	1.982	2.714	12.437
AT1G03103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03106	0	0	1.687	0	0	0	0	0	1.048	0	0	0	62.431	69.195	52.619
AT1G03110	71.372	47.798	75.903	61.24	46.745	52.793	74.071	63.293	53.428	53.579	44.469	68.824	22.792	42.06	28.701
AT1G03120	0	0	0	0	7.192	0	0	0	0	1.701	0	0	0	1.357	6.697
AT1G03130	14351.313	19189.67	20152.251	21273.848	23791.352	22008.548	20491.784	17915.516	19560.783	17124.16	15808.701	14796.442	3050.199	1739.38	2145.909
AT1G03140	341.763	349.379	386.262	273.537	352.385	302.519	352.719	326.272	347.803	331.682	435.282	288.297	624.31	663.461	608.47
AT1G03150	166.764	147.946	160.24	182.086	149.224	160.75	143.439	185.422	143.521	139.477	161.627	178.178	222.968	248.289	268.837
AT1G03160	168.137	160.464	142.529	200.05	239.118	181.511	218.686	176.508	194.854	219.421	209.517	166.708	50.539	46.13	61.23
AT1G03170	4.118	2.276	6.747	22.046	10.787	13.643	11.757	2.674	6.286	7.654	56.441	25.236	13.874	9.497	15.307
AT1G03180	18.529	17.071	9.277	26.129	10.787	23.134	18.812	9.806	12.571	29.766	23.945	28.294	63.422	74.622	55.489
AT1G03190	17.157	13.657	25.301	41.643	32.362	21.354	35.272	31.201	26.19	36.57	51.31	25.236	37.657	40.703	57.403
AT1G03200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03210	91.274	60.316	75.903	73.488	39.553	70.588	45.853	82.014	96.379	40.822	51.31	95.589	30.72	29.849	33.485
AT1G03220	2577.636	1567.084	1217.822	578.919	551.949	554.618	284.526	479.601	316.375	201.561	252.276	422.887	2003.737	4379.657	4994.045
AT1G03230	703.428	455.217	466.382	266.188	217.544	218.881	224.564	243.366	235.71	122.467	94.069	137.648	47.566	32.563	37.312
AT1G03240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03250	192.842	171.844	208.312	186.169	230.129	185.07	264.539	182.748	245.138	210.916	168.469	221.002	466.746	370.398	358.768
AT1G03260	70.686	56.902	42.168	53.891	39.553	50.42	22.339	31.201	68.094	38.271	35.062	42.824	40.63	74.622	33.485
AT1G03270	8.922	18.209	17.711	8.165	21.575	10.677	11.757	7.132	6.286	11.056	10.262	6.882	1.982	0	0
AT1G03280	168.823	192.329	220.119	289.051	179.788	284.724	290.405	271.893	281.804	225.374	246.289	272.238	218.013	132.964	167.425
AT1G03290	252.548	332.308	323.853	270.271	303.842	333.364	424.438	523.282	334.184	336.785	369.434	510.829	599.535	596.979	606.556
AT1G03300	6.176	3.414	10.964	10.615	10.787	10.084	9.406	6.24	16.762	9.355	5.131	7.647	1.982	6.784	0
AT1G03310	157.842	192.329	180.481	278.436	354.182	317.941	338.61	282.59	343.613	414.178	384.827	374.71	82.25	67.839	64.1
AT1G03320	0	0	5.904	1.633	3.596	1.78	5.879	0	0	0.85	1.71	0.765	0	0	0
AT1G03330	286.862	356.207	321.323	277.62	325.416	247.947	295.108	307.551	244.091	332.533	270.234	318.121	355.757	465.372	442.958
AT1G03340	10.294	10.242	10.964	4.899	14.383	15.423	28.217	28.526	23.047	15.308	7.697	11.471	11.892	23.065	34.442
AT1G03350	313.626	304.995	282.528	320.896	338.002	276.419	277.472	328.054	288.09	267.047	352.331	269.944	646.111	549.492	680.223
AT1G03360	69.313	78.525	59.879	44.909	46.745	43.302	30.569	41.007	36.666	35.72	48.745	62.707	40.63	33.919	18.178
AT1G03365	71.372	76.249	59.879	93.901	77.309	90.163	65.841	62.402	81.713	70.589	93.214	84.883	118.916	99.044	74.624
AT1G03370	262.842	184.363	208.312	117.58	127.65	100.246	132.857	149.764	127.807	85.897	87.227	104.766	167.474	179.094	197.083
AT1G03380	150.293	118.356	117.228	156.774	212.15	211.17	213.983	279.025	281.804	295.963	295.889	238.591	456.836	430.096	469.746
AT1G03390	0	3.414	0	4.083	12.585	0.593	1.176	0.891	0	0	4.276	1.529	0	0	3.827
AT1G03400	359.606	425.628	319.636	435.21	364.97	411.663	397.396	394.022	302.756	270.449	328.386	425.945	216.031	214.37	218.131
AT1G03410	87.843	97.872	99.517	122.479	95.288	103.212	98.761	116.78	114.188	149.682	127.421	111.648	120.898	75.979	86.104
AT1G03430	235.391	301.581	293.492	283.336	334.406	272.86	273.945	296.854	324.756	262.794	296.745	275.297	316.119	302.56	265.01
AT1G03440	52.843	45.522	60.722	113.498	122.256	133.464	72.895	61.51	77.522	70.589	77.821	73.413	69.368	62.411	86.104
AT1G03445	0	0	0	0	0	0	0	0	0	0	3.421	0	1.982	0	0
AT1G03457	53.529	38.693	36.265	17.964	8.989	27.879	21.163	3.566	14.666	7.654	25.655	7.647	7.928	17.638	5.74
AT1G03470	46.666	31.865	39.638	36.744	39.553	25.506	27.042	40.115	29.333	28.065	41.903	28.294	64.413	8.141	37.312
AT1G03475	1019.113	1235.914	1060.112	1065.57	913.323	911.116	1138.106	1042.108	1033.981	796.037	741.434	925.303	234.859	326.982	241.092
AT1G03490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03495	16.471	21.623	9.277	15.514	23.372	4.152	16.46	11.589	16.762	42.523	22.234	32.118	33.693	50.201	9.567
AT1G03510	8.922	4.552	0.843	1.633	12.585	1.186	1.176	1.783	5.238	0	7.697	0	2.973	0	0
AT1G03520	57.647	112.666	110.481	57.974	66.522	97.874	67.017	54.379	80.665	66.336	44.469	51.236	115.943	105.828	134.897
AT1G03530	24.706	28.451	37.108	18.78	16.181	23.134	19.987	39.224	32.476	23.813	35.917	18.353	31.711	58.341	8.61
AT1G03540	0	1.138	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03550	17.843	28.451	22.771	24.496	17.979	25.506	16.46	11.589	17.809	49.327	61.572	28.294	72.341	48.844	79.407
AT1G03560	41.863	59.178	26.144	33.478	32.362	37.963	27.042	36.55	22	38.271	29.076	34.412	33.693	65.125	37.312
AT1G03590	236.764	97.872	183.854	139.626	79.107	140.582	106.991	82.905	95.332	130.972	102.621	111.648	151.618	188.591	174.122
AT1G03600	4534.197	6155.671	6174.289	5486.259	6321.348	5428.732	5395.421	4324.435	5026.384	4039.72	3483.114	3587.271	2536.877	2214.25	2285.589
AT1G03610	445.39	463.183	494.213	348.658	471.045	402.172	256.309	270.11	332.089	291.71	329.241	281.415	887.907	971.448	1026.554
AT1G03620	8.922	7.966	8.434	4.083	12.585	5.932	8.23	5.349	11.524	8.505	3.421	4.588	7.928	2.714	2.87
AT1G03630	1718.424	1921.015	2036.731	2145.022	2533.214	1991.88	2096.325	1796.276	1846.918	1707.738	1476.026	1605.898	295.308	195.375	265.01
AT1G03650	26.078	23.899	26.144	9.798	8.989	11.27	5.879	2.674	25.142	4.252	8.552	15.294	4.955	12.211	5.74
AT1G03660	46.666	12.518	11.807	15.514	25.17	5.932	4.703	19.612	14.666	1.701	4.276	9.177	1.982	0	0
AT1G03670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03680	3475.28	4553.307	4330.689	3979.763	4730.224	4425.081	4771.109	4510.748	4529.821	4372.253	4089.43	3594.918	2003.737	1264.511	1539.352
AT1G03687	43.235	45.522	54.819	35.111	34.16	55.758	51.732	52.596	71.237	62.935	59.862	61.177	43.603	47.487	53.576
AT1G03700	0	0	0.843	0	0	0	0	0	0	0	0	3.824	0	1.357	5.74
AT1G03710	6.176	6.828	3.373	1.633	3.596	7.118	2.351	20.503	3.143	0.85	12.828	8.412	7.928	0	23.918
AT1G03720	4.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03730	159.215	150.222	165.3	127.379	68.319	94.908	110.519	72.208	114.188	62.935	73.545	84.118	97.115	105.828	106.195
AT1G03740	510.586	397.177	298.552	246.592	129.447	170.241	211.631	245.149	231.52	133.523	129.986	172.825	170.446	183.164	152.117
AT1G03750	23.333	23.899	43.855	44.093	43.149	37.963	37.623	24.961	18.857	14.458	51.31	30.589	75.314	59.698	53.576
AT1G03760	64.51	68.283	23.614	40.01	37.755	39.743	44.678	57.053	41.904	50.178	55.586	35.177	119.907	158.742	130.113
AT1G03770	3.431	0	6.747	10.615	8.989	4.745	2.351	8.023	10.476	11.056	10.262	6.118	37.657	24.422	29.658
AT1G03780	40.49	53.488	52.289	50.625	44.947	51.013	47.029	41.898	17.809	53.579	66.703	41.295	4.955	1.357	1.913
AT1G03790	2.745	5.69	0	7.349	3.596	2.966	2.351	1.783	1.048	1.701	11.117	4.588	460.8	875.117	1178.671
AT1G03800	0	0	0	0	0	0	0	0	0	0	0	0.765	0	0	2.87
AT1G03810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03820	78.235	72.835	74.216	119.213	179.788	106.771	158.723	139.067	126.76	357.196	419.889	409.122	13.874	16.281	13.394
AT1G03830	26.078	25.037	19.397	27.762	17.979	21.354	15.284	24.961	30.38	20.411	35.917	18.353	20.81	8.141	6.697
AT1G03840	4.118	3.414	1.687	3.266	0	5.339	7.054	5.349	2.095	0.85	3.421	11.471	0	0	0
AT1G03850	192.842	251.507	278.311	181.269	167.203	102.026	77.598	161.353	89.046	27.215	35.062	71.883	34.684	27.135	19.134
AT1G03860	393.92	417.662	303.612	262.922	280.469	298.367	275.121	268.327	258.757	245.785	241.158	325.003	345.848	464.016	394.166
AT1G03870	1247.642	1156.251	810.476	467.055	338.002	481.064	148.142	188.096	199.044	79.093	131.696	165.178	28.738	47.487	18.178
AT1G03880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03900	440.586	434.732	362.648	413.164	375.757	359.464	432.668	465.338	459.896	395.467	472.91	439.71	879.979	1039.287	994.025
AT1G03905	24.02	5.69	13.494	8.982	5.394	7.711	11.757	15.155	6.286	14.458	16.248	13.765	26.756	21.708	27.745
AT1G03910	181.862	251.507	117.228	163.306	154.618	202.272	118.749	172.942	206.377	210.916	198.4	198.061	285.399	360.901	366.421
AT1G03920	0.686	7.966	1.687	13.881	0	4.745	11.757	0.891	9.428	17.86	3.421	2.294	17.837	5.427	8.61
AT1G03930	133.137	175.259	208.312	220.463	197.767	208.204	226.916	201.468	191.711	161.589	145.379	181.237	60.449	123.466	95.671
AT1G03940	8.235	4.552	0	1.633	17.979	11.863	10.582	4.457	4.19	48.477	18.814	19.883	186.302	141.104	47.836
AT1G03950	108.431	124.047	137.469	137.177	122.256	142.362	154.021	137.284	148.759	147.131	123.145	124.648	250.715	328.339	248.746
AT1G03960	37.059	26.175	15.181	17.147	50.341	48.047	30.569	37.441	34.571	71.439	33.352	51.236	32.702	70.552	55.489
AT1G03970	198.333	200.295	215.059	230.261	158.213	174.393	230.443	229.995	209.52	188.804	227.476	181.237	603.499	740.797	568.288
AT1G03980	4.804	1.138	2.53	0	1.798	1.78	1.176	7.132	0	7.654	0.855	1.529	0.991	1.357	0
AT1G03982	0	3.414	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03990	0	0	0	0	0	0	0	0	1.048	0	0	4.588	13.874	28.492	1.913
AT1G04000	122.156	111.528	165.3	128.195	134.841	107.958	156.372	121.238	172.854	129.271	123.145	107.825	224.95	286.279	191.343
AT1G04010	40.49	22.761	29.518	24.496	17.979	37.37	28.217	27.635	17.809	51.028	43.614	32.118	15.855	20.352	26.788
AT1G04020	39.117	35.279	58.192	37.56	50.341	68.215	45.853	50.813	23.047	47.626	35.917	42.059	4.955	1.357	7.654
AT1G04030	19.216	30.727	16.867	20.413	12.585	18.982	21.163	34.767	27.238	17.86	18.814	7.647	26.756	29.849	22.961
AT1G04040	465.978	571.297	641.802	401.732	370.363	437.17	320.974	356.581	245.138	180.299	139.393	154.472	48.557	54.271	14.351
AT1G04050	6.176	7.966	5.904	21.23	8.989	3.559	27.042	5.349	5.238	8.505	4.276	16.059	8.919	6.784	11.481
AT1G04070	100.882	55.764	51.445	83.286	93.49	49.827	57.611	63.293	41.904	73.991	70.979	71.883	87.205	104.471	101.412
AT1G04080	188.725	216.228	217.589	189.435	176.192	191.002	241.024	176.508	155.045	187.953	156.496	182.767	216.031	234.721	230.568
AT1G04090	0.686	5.69	0	3.266	16.181	3.559	1.176	0.891	4.19	0	0.855	0	0	0	0.957
AT1G04100	56.961	50.074	59.036	39.193	35.958	52.199	31.745	56.161	25.142	57.832	35.917	66.53	162.519	157.385	105.239
AT1G04110	6.176	9.104	10.12	9.798	21.575	19.575	22.339	8.915	15.714	11.907	4.276	14.53	0	0	0.957
AT1G04120	149.607	113.804	102.047	133.094	79.107	99.06	97.586	152.438	83.808	142.028	144.524	155.237	188.284	276.781	225.784
AT1G04130	80.294	64.868	37.952	47.359	39.553	62.876	55.259	68.642	59.713	125.019	79.531	55.059	62.431	50.201	82.277
AT1G04140	273.822	200.295	217.589	209.848	309.235	257.438	285.702	276.35	259.805	281.505	275.365	289.062	414.225	333.766	375.988
AT1G04150	0	0	0	0	0	0	0	0.891	1.048	0	0	0	0	0	0
AT1G04160	1.373	1.138	5.06	4.083	1.798	2.966	1.176	1.783	4.19	5.953	4.276	3.824	2.973	5.427	0.957
AT1G04170	475.586	559.917	474.816	422.962	382.949	435.39	459.71	410.068	492.372	414.178	392.524	416.004	309.182	293.063	262.14
AT1G04171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04180	0	0	0.843	1.633	0	2.373	0	0	6.286	2.551	0.855	0	0	0	0
AT1G04190	176.372	204.848	154.336	137.993	156.416	181.511	166.954	162.244	167.616	176.897	156.496	144.531	84.232	123.466	97.585
AT1G04200	163.333	112.666	80.963	84.919	93.49	83.044	76.422	70.425	83.808	85.897	64.138	84.883	73.332	90.904	55.489
AT1G04210	80.294	94.458	76.746	70.221	113.266	77.706	68.192	88.254	71.237	63.785	70.124	65.001	101.079	166.883	126.286
AT1G04220	41.863	39.831	14.337	47.359	48.543	72.367	52.908	52.596	61.808	159.888	226.62	107.825	647.102	431.453	569.245
AT1G04230	80.98	71.697	66.626	62.056	53.936	62.876	49.381	47.247	58.666	38.271	78.676	52.765	116.934	108.542	111.935
AT1G04240	245.685	300.443	356.744	552.79	316.427	557.584	403.275	353.015	354.089	398.869	420.744	369.357	553.951	331.052	355.897
AT1G04250	371.959	328.894	368.551	444.192	451.268	414.036	279.824	238.018	252.472	275.551	295.034	251.591	180.356	109.898	137.767
AT1G04260	207.94	149.084	189.758	105.332	124.054	115.669	116.397	167.593	105.808	123.318	112.883	119.295	201.166	282.208	224.828
AT1G04270	3811.553	3955.835	3694.79	2915.009	2921.556	2505.569	2772.369	2791.137	2557.191	2600.729	2654.453	2668.85	1877.884	2098.925	1650.331
AT1G04280	203.136	256.06	240.36	154.324	237.32	186.257	221.037	175.616	208.472	73.14	130.841	122.354	109.997	99.044	122.459
AT1G04290	183.921	124.047	146.746	157.59	183.384	177.952	161.075	152.438	157.14	221.122	234.317	150.649	250.715	287.635	210.477
AT1G04300	124.901	108.114	145.059	81.653	102.479	142.362	96.41	83.797	159.235	161.589	116.303	146.06	325.037	369.042	443.915
AT1G04310	15.098	51.212	22.771	40.01	35.958	31.438	7.054	16.046	25.142	14.458	18.814	16.059	74.323	88.19	58.36
AT1G04330	5.49	2.276	5.06	1.633	7.192	2.373	3.527	2.674	10.476	5.953	0.855	5.353	7.928	1.357	9.567
AT1G04340	154.411	153.636	139.156	142.076	129.447	154.225	99.937	114.997	152.95	140.327	122.29	143.766	173.419	180.451	159.771
AT1G04350	472.841	447.251	472.285	756.106	897.142	777.652	673.693	571.421	623.322	1020.561	974.896	843.479	1210.963	743.51	937.579
AT1G04360	26.078	23.899	23.614	17.964	17.979	27.879	29.393	13.372	12.571	5.953	2.566	1.529	10.901	4.07	3.827
AT1G04370	7.549	0	0	0	1.798	0	0	0	0	0	0	0	0	0	0
AT1G04380	4.804	1.138	1.687	0	0	0	0	0	1.048	0	4.276	0	0	0	0.957
AT1G04390	17.843	28.451	13.494	31.845	8.989	23.134	19.987	12.48	19.904	35.72	24.8	19.118	38.648	48.844	84.191
AT1G04400	993.721	955.956	1012.884	956.972	1062.547	1006.617	1275.666	1363.031	1336.737	1109.009	1088.633	1046.893	1522.126	1557.573	1934.475
AT1G04410	5689.192	6741.763	5774.533	5251.098	5240.822	4760.224	5917.445	5257.785	5453.804	4712.44	4815.471	5323.171	3001.641	2891.279	3234.649
AT1G04420	807.055	794.354	690.717	628.727	755.11	569.447	631.367	589.25	575.132	549.402	443.834	515.417	254.679	234.721	221.958
AT1G04430	785.095	876.293	696.621	536.46	638.248	511.909	463.237	488.516	490.277	425.234	373.71	412.181	109.997	66.482	48.792
AT1G04440	306.077	286.787	322.166	261.289	253.501	268.708	205.753	267.436	281.804	213.467	218.924	225.59	397.378	470.8	434.348
AT1G04445	0	0	0	0	0	0	0	4.457	0	0	0	0	4.955	1.357	0
AT1G04450	0	0	0	0	5.394	0	0	0.891	0	0	2.566	0	0.991	0	17.221
AT1G04470	0	0	0	0	0	1.186	0	0	0	0	3.421	0	0.991	5.427	10.524
AT1G04480	1381.465	1315.577	1326.616	926.76	924.111	769.94	867.688	956.528	911.412	756.065	799.585	1023.951	718.452	960.594	841.908
AT1G04490	2.059	0	0	3.266	1.798	5.932	3.527	0	0	3.402	4.276	4.588	5.946	24.422	9.567
AT1G04500	0	0	0	0	0	1.186	0	9.806	0	0	7.697	1.529	13.874	9.497	22.004
AT1G04501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04510	204.509	279.958	207.468	211.481	215.746	239.642	198.698	228.212	265.043	216.019	215.503	214.885	280.444	291.706	284.144
AT1G04520	105.686	100.148	76.746	104.516	113.266	102.026	56.435	65.967	70.189	51.879	62.428	56.589	7.928	10.854	6.697
AT1G04530	681.468	653.236	707.585	996.165	819.833	848.833	620.785	656.109	681.987	445.645	523.365	677.536	131.799	164.169	152.117
AT1G04540	0	2.276	5.06	5.716	0	0	1.176	0	1.048	2.551	0	0	1.982	2.714	14.351
AT1G04550	129.705	201.433	161.083	208.215	163.607	224.22	152.845	191.662	257.71	209.215	227.476	225.59	176.392	146.531	108.109
AT1G04555	99.509	71.697	110.481	78.387	68.319	73.554	59.962	56.161	57.618	79.093	106.896	75.707	118.916	124.823	138.723
AT1G04560	2.745	4.552	2.53	2.45	3.596	2.373	2.351	8.023	5.238	11.056	5.986	12.235	799.711	1130.19	1504.911
AT1G04570	4.118	3.414	5.904	22.046	5.394	9.491	50.556	56.161	22	75.692	70.124	58.118	173.419	320.198	170.295
AT1G04580	9.608	0	3.373	3.266	1.798	0	0	2.674	7.333	3.402	2.566	11.471	2.973	8.141	5.74
AT1G04590	56.274	111.528	75.06	65.322	88.096	108.551	136.385	73.099	120.474	109.71	103.476	130.001	106.034	161.456	131.07
AT1G04600	0	0	0	11.431	0	0.593	0	6.24	0	0	0	0	2.973	0	0
AT1G04610	0	1.138	0	5.716	0	0.593	0	4.457	8.381	0	4.276	2.294	0	2.714	1.913
AT1G04620	124.215	144.531	127.348	102.883	106.075	134.651	166.954	157.787	164.473	111.411	106.896	70.354	93.151	92.26	76.537
AT1G04625	129.705	139.979	107.951	103.699	120.458	96.687	87.004	73.099	76.475	52.729	76.11	91.766	55.494	55.628	81.321
AT1G04630	321.861	353.931	277.468	338.86	294.852	333.957	259.836	219.297	255.614	253.439	241.158	232.473	233.868	316.128	247.789
AT1G04635	21.274	11.38	11.807	8.982	50.341	16.609	18.812	25.852	28.285	11.056	29.076	14.53	8.919	31.206	21.048
AT1G04640	284.803	334.584	343.25	279.253	284.065	294.214	290.405	243.366	291.233	221.972	173.6	237.826	125.853	145.174	75.58
AT1G04645	2.059	0	0	2.45	1.798	1.78	7.054	1.783	0	0.85	0	0	1.982	1.357	3.827
AT1G04650	3.431	1.138	0	17.147	5.394	1.186	4.703	0	6.286	15.308	0.855	2.294	2.973	2.714	3.827
AT1G04660	15.098	23.899	21.928	23.679	23.372	22.541	22.339	4.457	3.143	17.009	28.221	30.589	0	0	0
AT1G04670	0	0	0	0	0	0	0	4.457	0	4.252	1.71	0.765	13.874	4.07	2.87
AT1G04680	1001.27	1076.588	1147.822	870.42	906.132	1019.074	676.044	685.527	734.367	750.112	1202.371	875.597	78.286	59.698	58.36
AT1G04684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04690	1081.564	1051.551	898.186	1007.597	929.504	896.88	1028.763	937.808	979.506	1169.393	1151.916	1079.776	1958.152	1888.625	1720.171
AT1G04700	0	7.966	10.964	1.633	0	5.932	4.703	0	3.143	4.252	0	13	2.973	0	8.61
AT1G04710	100.196	80.801	96.144	97.983	122.256	97.281	63.489	95.385	51.332	119.916	66.703	122.354	148.645	118.039	105.239
AT1G04730	16.471	5.69	5.904	15.514	8.989	5.932	12.933	9.806	2.095	5.103	3.421	8.412	1.982	0	3.827
AT1G04750	940.878	925.228	780.114	718.546	697.578	682.744	931.177	871.84	903.031	825.804	814.123	780.008	758.09	801.852	752.934
AT1G04760	4.118	5.69	4.217	9.798	1.798	3.559	1.176	5.349	2.095	4.252	6.841	5.353	0	9.497	0
AT1G04770	81.666	67.144	63.253	221.279	140.235	202.272	106.991	93.602	85.903	208.364	196.689	197.296	64.413	74.622	54.533
AT1G04778	0	1.138	4.217	0	8.989	0	0	0	1.048	2.551	0	0	0	6.784	0
AT1G04780	262.156	284.511	269.034	233.527	156.416	208.204	206.928	229.103	255.614	219.421	292.469	229.414	729.352	729.943	801.726
AT1G04790	85.098	116.08	89.397	95.534	77.309	83.638	77.598	151.547	79.618	104.607	100.055	89.471	117.925	89.547	138.723
AT1G04800	931.271	889.949	1113.244	775.703	1245.931	959.163	821.835	725.642	953.316	715.243	529.351	546.77	78.286	29.849	42.095
AT1G04810	136.568	108.114	113.011	93.901	98.883	116.262	138.736	114.997	129.902	156.486	128.276	109.354	219.995	279.495	260.226
AT1G04820	1618.915	1464.66	1477.579	1392.182	1260.314	1469.293	1472.013	1246.25	1385.974	1217.869	1514.509	1302.307	456.836	359.544	304.235
AT1G04830	59.706	88.767	91.927	127.379	82.703	100.246	79.95	128.369	117.331	192.206	181.296	139.178	508.366	641.753	502.275
AT1G04840	0	0	0	0	0	4.152	0	0	0	0	0	0	0	0	0
AT1G04850	664.997	539.432	485.779	551.157	454.864	551.652	479.697	588.358	483.991	588.523	588.358	579.653	877.997	975.518	1023.684
AT1G04860	115.294	72.835	95.3	132.278	52.139	90.756	81.125	97.168	96.379	82.495	62.428	108.589	142.699	210.299	185.602
AT1G04870	237.45	184.363	217.589	125.745	118.66	138.21	169.305	148.873	163.426	149.682	145.379	175.884	125.853	103.115	109.065
AT1G04880	0	1.138	0	4.899	14.383	0	0	0	4.19	1.701	0	5.353	5.946	12.211	9.567
AT1G04890	0	0	0	0	0	0	0	0	0	0	7.697	0	0	2.714	0
AT1G04900	53.529	58.04	43.012	27.762	34.16	50.42	32.92	44.573	47.142	40.822	46.179	21.412	43.603	50.201	64.1
AT1G04910	120.784	101.286	161.926	94.717	64.724	97.281	142.263	180.965	129.902	164.991	148.8	148.354	144.681	118.039	203.78
AT1G04920	0	3.414	0.843	6.532	3.596	4.745	0	3.566	1.048	8.505	5.986	0.765	9.91	0	5.74
AT1G04930	44.608	35.279	34.578	16.331	14.383	52.793	21.163	49.03	17.809	33.168	34.207	22.941	9.91	23.065	32.528
AT1G04940	323.92	386.934	443.611	319.263	440.481	348.787	469.116	354.798	404.374	271.299	275.365	295.179	240.805	160.099	148.291
AT1G04945	362.351	400.591	472.285	348.658	469.247	382.004	494.982	409.177	451.515	295.112	291.614	340.298	293.326	241.505	203.78
AT1G04950	73.431	104.7	71.686	88.185	57.532	97.874	85.828	82.014	156.092	110.561	90.648	71.883	101.079	90.904	108.109
AT1G04960	201.078	200.295	173.734	240.06	239.118	147.7	179.887	150.655	167.616	164.14	169.324	217.179	558.906	450.448	523.322
AT1G04970	170.882	196.881	165.3	249.858	239.118	181.511	241.024	220.189	175.997	214.318	241.158	221.002	527.195	472.156	683.094
AT1G04980	103.627	69.421	33.735	71.038	39.553	36.777	55.259	60.619	29.333	21.262	36.772	97.883	18.828	39.346	6.697
AT1G04985	222.352	228.747	248.793	206.582	235.522	210.577	170.481	218.406	230.472	203.262	173.6	182.767	293.326	358.188	303.278
AT1G04990	98.823	75.111	72.53	67.772	84.5	53.386	126.979	153.33	92.189	143.729	174.455	106.295	123.871	149.245	121.503
AT1G05000	66.568	39.831	49.759	33.478	44.947	18.982	35.272	42.79	22	16.159	19.669	32.118	16.846	42.06	41.139
AT1G05010	4267.923	2954.358	2611.907	2003.762	1666.635	1425.991	1455.553	1317.566	1376.546	781.579	679.006	988.01	290.354	542.708	333.893
AT1G05020	22.647	18.209	9.277	12.248	5.394	10.677	0	4.457	6.286	0	4.276	0	0.991	2.714	2.87
AT1G05030	47.353	53.488	53.975	63.689	57.532	63.47	94.058	81.122	69.142	82.495	72.69	64.236	60.449	56.984	108.109
