"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"
"LOC_Os01g61400"	1902	2419	1433	5339	5133	5291
"LOC_Os01g61440"	189	197	162	375	415	388
"LOC_Os01g61460"	539	497	474	157	182	202
"LOC_Os01g61670"	1534	1685	1168	3428	3652	3355.5
"LOC_Os01g61680"	190	249	170	476	504	438
"LOC_Os01g61780"	988	937	862	986	1021	798
"LOC_Os01g61814"	1637.16	1889.99	1858.49	2887.16	3114.49	3214.49
"LOC_Os01g61920"	1956.43	2448.07	1643.81	1350.35	1651.87	1357.67
"LOC_Os01g62070"	1025	1064	846	3075	3451	2952
"LOC_Os01g62230"	912	1073	922	1311	1991	1478
"LOC_Os01g62244"	850	882	813	631	784	603
"LOC_Os01g62350"	316	411	378	711	655	739
"LOC_Os01g62760"	2367	2697	1309	10205	9717.75	10925
"LOC_Os01g62840"	690.5	622.5	603.5	873	1198.5	742.5
"LOC_Os01g62950"	57	37	41	82	80	70
"LOC_Os01g62970"	107	118	150	95	110	149
"LOC_Os01g62980"	672	738	536	6759	3914	5895
"LOC_Os01g63060"	345	305	263	543	535	467
"LOC_Os01g63190"	835	547	1363	185	219	113
"LOC_Os01g63210"	1643	1903	1448	1592	2270	1674
"LOC_Os01g63230"	936	891	845	1043	1192	925
"LOC_Os01g63410"	193.5	182	160.5	80	104	74.5
"LOC_Os01g63690"	103	110	73	22	25	27
"LOC_Os01g63800"	848	1019	728	652	756	684
"LOC_Os01g63890"	854	721.5	663	953.5	997.5	861
"LOC_Os01g64120"	87	84	32	764	798	524
"LOC_Os01g64170"	880	858	740	438	410	391
"LOC_Os01g64280"	362	334	289	402	399.5	334.5
"LOC_Os01g64300"	36	57	31	108	93	123
"LOC_Os01g64360"	105	100	82	460	304	282
"LOC_Os01g64370"	456	386	395	524	641	513
"LOC_Os01g64470"	116	206	79	140	208	191
"LOC_Os01g64520"	178	183	135	146	167	141
"LOC_Os01g64630"	10336	9398	8152	6907	8366	6256
"LOC_Os01g64640"	96	90	57	87.5	103	62
"LOC_Os01g64650"	1126	1056	985	1027	1114	903
"LOC_Os01g64660"	4983	5068.5	4275.5	5449.5	6036.5	5655.5
"LOC_Os01g64680"	1655	2032	1433	1550	1732	1719
"LOC_Os01g64730"	426	441	409	2862.5	2660	2518.5
"LOC_Os01g64870"	1605.25	1699	1216	2125	2219	1746
"LOC_Os01g64930"	986	1020	860	953	1039	901
"LOC_Os01g64960"	67900.5	77508.5	62404	65283.2	67462.5	76538.1
"LOC_Os01g64970"	471	454	423	1946	1576	1307
"LOC_Os01g65080"	8268	8850.5	6659	8115	11065	7425
"LOC_Os01g65220"	3262.67	3334.5	3142	2887.5	3082	2746
"LOC_Os01g65230"	771	764	634	721	828	676
"LOC_Os01g65260"	1032	1377	927	1011	1104	1168
"LOC_Os01g65310"	518.5	525	529	691	775	660
"LOC_Os01g65380"	350	400	306	606	664	530
"LOC_Os01g65410"	1573	1865	1430	1541	1971	1425
"LOC_Os01g65520"	526	494	503	654	559	519
"LOC_Os01g65650"	722	675	579	741	777.5	609
"LOC_Os01g65780"	401	240	268	291	269	282
"LOC_Os01g65900"	1781	1653	1627	1364	1764	1326
"LOC_Os01g65920"	1752	1824	1666	1816	1977	1865
"LOC_Os01g66000"	4323.5	5969.5	4140.5	3560	3704	4258.5
"LOC_Os01g66050"	598	596	563	650	809	629
"LOC_Os01g66120"	7648	9125	7486	5923	6385	7918
"LOC_Os01g66150"	1537	1873	1534.5	1782	2144	1885
"LOC_Os01g66170"	3308	3836	3099	4208.5	4753	4630.5
"LOC_Os01g66200"	151	89	155.5	56	51	22
"LOC_Os01g66240"	75	53	49	116	122	100
"LOC_Os01g66280"	781	901	643	751	835	667
"LOC_Os01g66300"	1592	1449	1422	1184	1433	1035
"LOC_Os01g66350"	1746	1677	1389	2859	3611	2907
"LOC_Os01g66580"	1043.5	986.5	985	845.5	1166	817
"LOC_Os01g66850"	226	172	157	392	547	358
"LOC_Os01g66940"	720	697	681	722	682	688
"LOC_Os01g66980"	1770	1646.5	1657	1271	1429	988
"LOC_Os01g67000"	3451	3684	3640	3582	3960	3253
"LOC_Os01g67054"	10167	9999.5	11206	5142	5898.5	4719
"LOC_Os01g67120"	6810	7253	4853.5	10199	10774.5	10566
"LOC_Os01g67134"	1917.33	2457.33	2197.5	3503.5	3599.92	3559.63
"LOC_Os01g67180"	894	907	695	989	1102	832
"LOC_Os01g67250"	2526	2330	2237	1881	1984	1685
"LOC_Os01g67480"	696	673	454	771	675	743
"LOC_Os01g67850"	537	605	534	743	934	721
"LOC_Os01g67860"	2622	2847	2739	6173	6390	5704
"LOC_Os01g68020"	4045	4429	2892	2362	2216	2646
"LOC_Os01g68030"	425	454	398	692	699	658
"LOC_Os01g68040"	1238	1223	988	1157	1287	1096
"LOC_Os01g68060"	694	604	520	388	421	336
"LOC_Os01g68300"	9939	15577	6991	12704	21611	9439.5
"LOC_Os01g68310"	228	245	205	340	308	360
"LOC_Os01g68320"	4975	4693	4312	4919	5179	4566
"LOC_Os01g68324"	1850	1935	1783	1818	2063	1698
"LOC_Os01g68330"	1045	1004.5	870	1746	1755	1715.5
"LOC_Os01g68450"	6540	7100	6097	7772	9619	8318
"LOC_Os01g68480"	2235	1799	1749	3097	4494	3045
"LOC_Os01g68770"	1920	2158	1943	1644	1904	1482
"LOC_Os01g68940"	326.57	315	341	271	300	280
"LOC_Os01g68950"	8488.5	9835	8136.5	5191	6804	5417.5
"LOC_Os01g69060"	2195	2131	1913.5	1288	1520	1265.33
"LOC_Os01g69080"	2468	2365	2869	2706	3550	2681
"LOC_Os01g69100"	2417	2660	1949	6071	6613	5158
"LOC_Os01g69110"	1061	959	932	1321	1433	1106
"LOC_Os01g69830"	259	283	249	251	250	160
"LOC_Os01g69850"	832	960	873	1009	1301	1066
"LOC_Os01g69900"	1559	1446	1245	1246	1414	1153
"LOC_Os01g69920"	1526	1592	1546	1815	1860	1844
"LOC_Os01g69950"	5268	5973	5402	5412	6127	5254
"LOC_Os01g70090"	1060	1252	920	1316	1405	1229
"LOC_Os01g70110"	465	598	373	454	509	489
"LOC_Os01g70140"	629	715	628	661	775	609
"LOC_Os01g70170"	2634	2817	2366	2541	2869	2596
"LOC_Os01g70190"	440	260	369	404	394	370.5
"LOC_Os01g70210"	2418.5	2910	2195	3168.5	3525	2985
"LOC_Os01g70400"	3918.67	4751	3499.5	2691.83	2570.83	2655
"LOC_Os01g70470"	4762.67	5072	3631	3469	3849.5	3463
"LOC_Os01g70520"	2792	2943	2487	3789	4401	3413
"LOC_Os01g70550"	1376	1197	883	2251	2128	2175
"LOC_Os01g70740"	1193	1305	1012	1889	2045	1856
"LOC_Os01g70770"	294	428	354	356	364	472
"LOC_Os01g70780"	597	625	520	444	488	405
"LOC_Os01g70790"	1150	1343	728	818	866	901
"LOC_Os01g70820"	70	82	85	144	182	148
"LOC_Os01g70980"	812	945	770	1047	1145	959
"LOC_Os01g71000"	769	737	651	1003	980	706
"LOC_Os01g71010"	431	377	363	418	465	359
"LOC_Os01g71190"	1988	1941	2028	1808	2177	1937
"LOC_Os01g71200"	52	33	39	103	100	85
"LOC_Os01g71230"	1323	1606	1400	1655	1949	1656
"LOC_Os01g71340"	536	366	238	1734	363	1895
"LOC_Os01g71624"	230	216	183	186.6	204	139
"LOC_Os01g71630"	9882	9430	8209	7850	8441.33	6684
"LOC_Os01g71670"	224	221	160	3858	1726	2858.5
"LOC_Os01g71770"	1384	1338	1382	1306	1584	1246
"LOC_Os01g71970"	1144	1279	809	2191.5	2119	2139
"LOC_Os01g72009"	2258	1887	2022	2825	3054	2767
"LOC_Os01g72080"	3069	3066	1564	2389	2433	1959
"LOC_Os01g72100"	1862	1706	1082	1797	1808	1559
"LOC_Os01g72330"	2535	2556	2215	1050	1529	1032
"LOC_Os01g72340"	899	1140	820	781	823	689
"LOC_Os01g72460"	38	54	54	199	293	235
"LOC_Os01g72480"	764	773	676	586	994	664
"LOC_Os01g72530"	255	304	87	152	152	234
"LOC_Os01g72610"	650.67	600.17	332	304.83	287.17	287
"LOC_Os01g72790"	1257	1361	1209	1336	1404	1267
"LOC_Os01g72800"	2216	2311.5	2248	2603	2647	2432
"LOC_Os01g72860"	1156	1119	1046	992	1131	941
"LOC_Os01g72940"	862	756	866	487	485	387
"LOC_Os01g72950"	5312	6042	5534	4941	5717.5	5279
"LOC_Os01g73000"	693	730	640	712	926	598
"LOC_Os01g73110"	19	22	12	497	455	661
"LOC_Os01g73120"	430	396	354	417	459	363
"LOC_Os01g73140"	1025	1316	914	1392	1499	1342
"LOC_Os01g73170"	1276	1196	877	3389.5	2471	3340.5
"LOC_Os01g73200"	20	38	89	0	5	1
"LOC_Os01g73230"	270	282	281	329	417	303
"LOC_Os01g73234"	2064	2082	1766	1456	1448	1303
"LOC_Os01g73250"	19334.67	22609	12304	16969	18731	19059
"LOC_Os01g73310"	525	470	418	618	710	553
"LOC_Os01g73450"	4217	4880	4218	5745	6369	5741
"LOC_Os01g73500"	1456	1566	1383	1321	1529	1315
"LOC_Os01g73570"	478	466	461	477.5	583	478
"LOC_Os01g73880"	1023	1156	1007	1353	1535	1330
"LOC_Os01g73940"	10431.14	9375	7663	2713	2763	2706
"LOC_Os01g73960"	944	825	894	815	1088	760
"LOC_Os01g73970"	2059	2108	2184	2018.67	2132	1843
"LOC_Os01g73990"	439	446	376	587	647	450
"LOC_Os01g74020"	3337	5858	6675	148	187	286
"LOC_Os01g74190"	1767	2127	1910	2383.5	2561	2272
"LOC_Os01g74300"	7067.5	8336	6887	1217	1906	1170
"LOC_Os01g74320"	1280	1451	905	389	450	367
"LOC_Os01g74410"	918	1005	695	107	173	114
"LOC_Os01g74450"	10414	12777	7479	36933.5	49458	33920
"LOC_Os01g74490"	41	27	33	43	56	66
"LOC_Os01g74610"	1613	1455	1254	1391	1403	1139
"LOC_Os01g74650"	8670.5	8658	8933	7789	8553	7155.5
"LOC_Os02g01070"	1307	1373	1203	1778	1875	1681
"LOC_Os02g01150"	24690	30765.5	23155.75	29803.5	32416	30294.75
"LOC_Os02g01170"	1943	1943	1850	1675	2012	1692
"LOC_Os02g01240"	450	493	493	500	623	545
"LOC_Os02g01332"	469	530	472	807.5	799.5	874
"LOC_Os02g01340"	32282	37366	29126	31356	33932.5	33910.25
"LOC_Os02g01360"	584	564	533	549	650	483
"LOC_Os02g01440"	1612	1882	1754	2112	2179	2092
"LOC_Os02g01560"	2658	3293	2995.5	6029	6204	6291
"LOC_Os02g01590"	197	149	158	11655	11199	8530
"LOC_Os02g01720"	1327	1310	1185	1001	1146	845
"LOC_Os02g01960"	941	1021	775	1024	1074	925
"LOC_Os02g02000"	1181	1609	1016	1681	1911	1759
"LOC_Os02g02130"	773	967.5	889.5	1320	1553.5	1621.5
"LOC_Os02g02290"	2983	3079	2929	2688	2659	2398
"LOC_Os02g02320"	174	131	159	199	286	211
"LOC_Os02g02390"	3393	3455	3676	4747	4757.5	4194
"LOC_Os02g02400"	33603	37339	25513.25	12407	13972	9169
"LOC_Os02g02410"	7909	10323.5	9665.25	4947	5598	4710
"LOC_Os02g02510"	1754	1928	1509	2715	2742	2595
"LOC_Os02g02520"	2689	2786	2774	3196	3172	3247
"LOC_Os02g02600"	619	738	609	372	441	425
"LOC_Os02g02830"	1674	1807	1661	450	653	581
"LOC_Os02g02840"	137	98	138	139	154	131
"LOC_Os02g02870"	1771.5	2402.17	1805	1851	1829	1939
"LOC_Os02g02890"	63774.5	79672.2	50420	97012.5	104017	97275
"LOC_Os02g02990"	388	395	370	553	721	545
"LOC_Os02g03010"	4741	6089	4808	4885	4998	5060
"LOC_Os02g03020"	1164	1290	791	2763	2869	1980
"LOC_Os02g03100"	1588	1632	1493	1683	1982	1676
"LOC_Os02g03230"	2323	2150	1816	2389	2529	2542
"LOC_Os02g03250"	1274	1499	1153	1294	1238	1271
"LOC_Os02g03260"	3237	3627	3156	3697	3969	3829
"LOC_Os02g03280"	1122	1086	1113	1065	1162	1003
"LOC_Os02g03330"	1166	1571	1544	2493	2805	2488
"LOC_Os02g03410"	1262	1230	1196	950	978	835
"LOC_Os02g03430"	79	55	60	47	47.5	56
"LOC_Os02g03470"	1013	1033	925	886	970	838
"LOC_Os02g03610"	326	337	322	435	439	328
"LOC_Os02g03700"	1131	822	854	927	976	770
"LOC_Os02g03710"	1706	1742.5	1112	2545	4541	2216
"LOC_Os02g03740"	932	986.5	823	690	755	912
"LOC_Os02g03840"	4270	3332	2702	1240	1029	861
"LOC_Os02g03860"	1449.5	1474	1345	2263	2270.5	1966
"LOC_Os02g04020"	1651	1602	1588	1663	1824	1401
"LOC_Os02g04040"	1481	1248	1177	1116	1331	995
"LOC_Os02g04050"	976	916	867	633	572.5	490
"LOC_Os02g04100"	1305	1642	1238	1515	1736	1605
"LOC_Os02g04460"	8763	10750	8897	11438	10260	10464
"LOC_Os02g04640"	499	554	517	734	729	624
"LOC_Os02g04650"	717	666	507	766	914	659
"LOC_Os02g04710"	409.5	312.5	330.5	473.25	411	289.5
"LOC_Os02g04840"	633	628	514	773	761	686
"LOC_Os02g05030"	1246	1178	1312	1545	1768	1395
"LOC_Os02g05330"	1073	1156	1073	1080	1380	1133
"LOC_Os02g05450"	798	913	812	844	1052	816
"LOC_Os02g05480"	1217	1096	1018	1133	1347	946
"LOC_Os02g05490"	542	528	508	481	606	424
"LOC_Os02g05630"	1343	1213	1119	1846	2135	1702
"LOC_Os02g05710"	627	629	563	821	871	694
"LOC_Os02g05890"	713	818	869	972	1146	880
"LOC_Os02g06300"	1786.25	1894.5	1655.5	1594.5	1485	1394.5
"LOC_Os02g06430"	388	208	280	547	607	419
"LOC_Os02g06592"	1551	1597	1403	1272	1433	1238
"LOC_Os02g06640"	21157.67	25834	19719.1	32189.33	35745.75	31971
"LOC_Os02g06650"	747	711	715	664	790	612
"LOC_Os02g06700"	1317	1596	1528	3730	3894	4033
"LOC_Os02g06720"	2029	1993	1727	7630	8559	8877
"LOC_Os02g06890"	210	226	224	132	141	142
"LOC_Os02g07060"	615	529	476	546	550.5	451
"LOC_Os02g07160"	1632	1939	1432	3235	3088.67	3649
"LOC_Os02g07260"	4034	4327	3723	6914	8477	7310
"LOC_Os02g07350"	2512	2867	2626.5	1672	2030	1755
"LOC_Os02g07690"	1556	1460	1178	657	596	588
"LOC_Os02g07750"	906	821	771	659	801	642
"LOC_Os02g07790"	2138	2228	2087	1408	1833	1451
"LOC_Os02g07910"	2454	2795	2177	2601	2532	2640
"LOC_Os02g07930"	218	183	143	1230	1058	993
"LOC_Os02g07980"	929	900	830	776	971	685
"LOC_Os02g08010"	403.5	335	358	346	359	314.5
"LOC_Os02g08090"	926	922	988.5	1281.5	1526	1133
"LOC_Os02g08100"	1184	1066	1041	3025	2581	2548
"LOC_Os02g08120"	1917	1872.5	1767	1456.5	1622	1366
"LOC_Os02g08150"	8786	9725	6013	8887	9779	8939
"LOC_Os02g08180"	931	1023	762	1163	1183	1057
"LOC_Os02g08364"	585	630	522	353	389	340
"LOC_Os02g08380"	1409	1588	1748	1751	2213	1737
"LOC_Os02g08420"	276	252.5	303	283	421.17	293
"LOC_Os02g08480"	654	654	637	647	784	598
"LOC_Os02g08544"	2508	2705	2590	2054	2366	2204
"LOC_Os02g09140"	762	905	809	914	1140	912
"LOC_Os02g09150"	7340	6998	7434	7036	7974	6704.5
"LOC_Os02g09180"	1543	1583	1349	1407	1578	1328
"LOC_Os02g09359"	424	337	336	239	263	243
"LOC_Os02g09420"	1582	1970	1685	1725.5	1879	1555
"LOC_Os02g09460"	778	719	656	1136.67	1317	1005
"LOC_Os02g09490"	637	740.33	654	585	657	553
"LOC_Os02g09590"	1741	2138	1880	3029	3307	2938
"LOC_Os02g09810"	117	81	74	101	165	108
"LOC_Os02g09940"	3534	4365	4443	4869	5938	5923
"LOC_Os02g10120"	16544	19548	10433	54400	75577	53871
"LOC_Os02g10200"	2047	2254	1652	1897	2103	1913.5
"LOC_Os02g10290"	197	214	211	279	343	299
"LOC_Os02g10310"	1077	1120	994	2560	2623	2487
"LOC_Os02g10350"	3001	3289	2645	7725	9393	7754
"LOC_Os02g10390"	98647	106995	68924.5	128549.2	126305	125164.14
"LOC_Os02g10470"	66	56	52	116	133	75
"LOC_Os02g10510"	761	727	663	521	577	437
"LOC_Os02g10640"	2591	2710	2318	2249	2500	2122
"LOC_Os02g10700"	10316	10757	8867	7052	7755	6546
"LOC_Os02g10720"	1500	1619	1469	1259	1492	1371
"LOC_Os02g10810"	1020	1278	929	1502	1576	1382
"LOC_Os02g11050"	1714	1635	1491	1687	1723	1517
"LOC_Os02g11070"	302	527	286	582	558	656
"LOC_Os02g11770"	588	482	712	432	487	555
"LOC_Os02g11830"	975.58	848.85	876.08	1125.09	1118.32	922.85
"LOC_Os02g11840"	999.42	941.48	880.08	1135.24	1162.51	915.48
"LOC_Os02g11859"	142	131	183	116	132	105
"LOC_Os02g12480"	13995	13110.67	11272	9409	12846	5864
"LOC_Os02g12580"	832	784	683	847	940	725
"LOC_Os02g12650"	2494.2	2792	2366	2798	3114	2467.5
"LOC_Os02g12760"	2101	2700	1796	1717	1971	1509
"LOC_Os02g12794"	1910	1991	1770	3146.5	3202.5	2737
"LOC_Os02g12850"	1456	1678	1635	1532	1807	1605
"LOC_Os02g13060"	4339.25	5371	3855	4748	5259.5	5150
"LOC_Os02g13170"	1796.33	1857.83	1614	1357.33	1253.83	1128.17
"LOC_Os02g13300"	346	300	303	395	401	366
"LOC_Os02g13380"	517	619	501	400	473	472
"LOC_Os02g13510"	7694.5	8742	7325	5751.5	8317	4990.5
"LOC_Os02g13530"	659.5	816.5	781.5	1421.5	1482.5	1521
"LOC_Os02g13840"	1903	2099	1920	1869	2074	1703
"LOC_Os02g13970"	4094	3977	3738	3788	4000	3277
"LOC_Os02g14130"	1408	1330	1328	962	1083	803
"LOC_Os02g14440"	1428	2045	1306	121	116	185
"LOC_Os02g14760"	872	937	899	1960	2308	2385
"LOC_Os02g15230"	1512	1427	1296	1856	1872	1749
"LOC_Os02g15540"	1292	1278	824	1073	1118	805
"LOC_Os02g15550"	2537	2401	2465	3402	3835.5	3033.5
"LOC_Os02g15640"	669	739	595	622	836	555
"LOC_Os02g15660"	4001.17	4198.33	4365	4685.33	5812.5	4587.33
"LOC_Os02g15750"	6980	6934.5	7439	6032	6616	7404
"LOC_Os02g15900"	3060	3366	3232	3211	3570	3086.5
"LOC_Os02g16040"	950	926	849	1000	1038	801
"LOC_Os02g16550"	1101	1290	1042	1244.5	1504	1239
"LOC_Os02g16620"	2186	2038	1887	2291	2761	1995
"LOC_Os02g16680"	447	443	324	563	688	559
"LOC_Os02g16909"	265	334	282	213	260	252
"LOC_Os02g17320"	257	225	172	193	185	150
"LOC_Os02g17380"	266	291	228	279	348	261
"LOC_Os02g17390"	2419	2383	2174	2146	2231	2043.67
"LOC_Os02g17500"	1632	1556	1535	2780	3146	2517
"LOC_Os02g17920"	5640	7275	5977	7546	8498	8732
"LOC_Os02g18380"	2132	2572	2077	4437	4097	4710
"LOC_Os02g18450"	4525	4499	4824	3904	4133	3615
"LOC_Os02g18550"	950	1156	1017	1600	1788	1502
"LOC_Os02g19140"	669	784	659	744	801	669
"LOC_Os02g19150"	2489	2739.5	2174	1857.33	1863	1749
"LOC_Os02g19770"	583	637	464	479	588	635
"LOC_Os02g19820"	2953	4329	4980	1670	1928	2100
"LOC_Os02g19924"	994	1277	935	1061	947	1035
"LOC_Os02g20170"	511	475	386	500	504	413
"LOC_Os02g20280"	207.67	220	177.67	284.25	407.7	260.67
"LOC_Os02g20410"	1403	1354	1244	1077	1192	922
"LOC_Os02g20970"	424	387	373	386	348	297
"LOC_Os02g21280"	1042	1104	907	1301	1566	1307
"LOC_Os02g21430"	1780	1681	1540	1578	1635	1397
"LOC_Os02g21880"	2497.1	2721	2183	2507	3105	2233
"LOC_Os02g21920"	664	718	618	651	797	727
"LOC_Os02g21970"	1597	1723	1477	1714	2013	1680
"LOC_Os02g22070"	749	716	726	553	800	575
"LOC_Os02g22130"	1053	1019	1004	568	669	502
"LOC_Os02g22190"	672	660	622	780	865	716
"LOC_Os02g22260"	2075.5	2256	2042	2748	3060	2577
"LOC_Os02g22380"	987	939	918	818	847	808
"LOC_Os02g24080"	1081	1083	882	752	807	705
"LOC_Os02g24354"	2447	2645	2265	3287	3240	2868
"LOC_Os02g25060"	1371	1103	1122	1059	1248	1062
"LOC_Os02g25780"	113	115	65	94	95	74
"LOC_Os02g26700"	3452	3469	2670	4377	5913	3000
"LOC_Os02g26860"	356	373	278	809	957	759
"LOC_Os02g26984"	1135.5	1037.5	971	1114	1291.5	990.5
"LOC_Os02g27030"	16991	21277.33	16266	20947	23249	20024
"LOC_Os02g27220"	521	485	521	382	448	387
"LOC_Os02g27360"	247	241	222	342	499	494
"LOC_Os02g27400"	2223	2585	2070	4323	5249	4781
"LOC_Os02g27760"	720	861	883	1274	1321	1230
"LOC_Os02g28040"	442	422	382	475	541	436
"LOC_Os02g28720"	529	497	500	1103	1214	1080
"LOC_Os02g28810"	1162	1436	1254	2692	2729	2825
"LOC_Os02g28830"	1497.5	1334.5	1399.5	2110.5	2322.5	1823
"LOC_Os02g28980"	1972	2009	1782	2662	3375	2550
"LOC_Os02g29550"	1400	1147	1117.5	1573.5	1909	1712
"LOC_Os02g30050"	1590.5	1987	1588.5	3638.5	3575	3852
"LOC_Os02g30320"	11815	14279	9549.5	10047	8690	9975
"LOC_Os02g30900"	357	449	340	556	513	480
"LOC_Os02g31150"	1158	1060	989	1008	1306	1004
"LOC_Os02g31220"	1541	1603	1480	1753	1910	1561
"LOC_Os02g31290"	2001	1890	1947	2219	2638	2132
"LOC_Os02g32030"	9517	11078	10509.5	13150.5	14723	13831
"LOC_Os02g32110"	480	487	451	476	517	395
"LOC_Os02g32120"	1740	2066	1751	2349	2752.5	2313
"LOC_Os02g32160"	1045	968	869	745	790	703
"LOC_Os02g32350"	2244	2315	2255	3225	3363	2835
"LOC_Os02g32469"	4044.5	5040	3518	5072.75	5239	5290.83
"LOC_Os02g32520"	1009	1384	891	2129	1300	1620
"LOC_Os02g32580"	406	382	223	3654	1653	2882
"LOC_Os02g32730"	2724	3260	2554	2896	3043	2819
"LOC_Os02g32814"	374	569	329	289	424	390
"LOC_Os02g32980"	346	388	281	706	709	844
"LOC_Os02g33010"	1612.5	1692.5	1458	1396	1387	1254
"LOC_Os02g33070"	445	528	318	564	890	939
"LOC_Os02g33080"	886	802	757	887	1055	875
"LOC_Os02g33110"	2346	2460	2670	2772	3106	2099
"LOC_Os02g33140"	940	1149	1051	1586	1601	1679
"LOC_Os02g33149"	1404	1340	1340	1729.5	1992	1495
"LOC_Os02g33330"	312	316	247	471	590	358
"LOC_Os02g33450"	11133	13361.5	13206.5	12822	15150	14200.5
"LOC_Os02g33490"	1234	1301	1203	1705	1688	1391
"LOC_Os02g33500"	3392	3601	3636	3243	3385.17	3014
"LOC_Os02g33580"	1767	1771	1415	2437	2846	2355
"LOC_Os02g33710"	3582	3928	2770	3187	2270	2898
"LOC_Os02g33820"	789	916	685	466	551	392
"LOC_Os02g34460"	446	524	512	822	929	883
"LOC_Os02g34600"	1435	1501	1248	2286	2216.5	2179
"LOC_Os02g34680"	1206	1256	1026.17	1314	1487	1330
"LOC_Os02g34730"	346	382	260	447	504	512
"LOC_Os02g34810"	12613	13532.62	13130	14729	16126.5	16215
"LOC_Os02g34884"	765	761	638	627	722.5	531
"LOC_Os02g34950"	440	397	344	483	566	429
"LOC_Os02g34970"	5	4	8	11	19	19
"LOC_Os02g35070"	688	638	499	572	542	521
"LOC_Os02g35090"	8239	9749	6691	9371	9103	9361.5
"LOC_Os02g35130"	1426	1348	1348	2119	2164	1804
"LOC_Os02g35140"	1301	1278	1152	1028	1236	992
"LOC_Os02g35170"	4225	4088	3494	3511	3737	3257
"LOC_Os02g35180"	2325	2106	1714	782	1054	574
"LOC_Os02g35500"	1912	2174	1815	2264	2514	2417
"LOC_Os02g35600"	1782	2114	1855	1699	2124	1607
"LOC_Os02g35630"	6812	7224	5538	4649	4509	4409
"LOC_Os02g35830"	730	769	588	2149	2066	2125
"LOC_Os02g35900"	2341	2976	2166	2348	2780	2469
"LOC_Os02g35950"	1204	1383.17	1219	2173.5	2351.5	2368
"LOC_Os02g36340"	703	749	906	482	547	406
"LOC_Os02g36490"	96	70	89	324	275	205
"LOC_Os02g36570"	2974	2937	2912	6702	7054	6560
"LOC_Os02g36710"	1271	1492	1388	2068	2083	2041
"LOC_Os02g36850"	3296	4068.67	3205	2378	2296	2414.17
"LOC_Os02g36870"	718	813.5	701	911.5	936	812
"LOC_Os02g36940"	1833	2230	1665	583	570	548
"LOC_Os02g36974"	1794	1764	1558	1300	1510	1224
"LOC_Os02g37030"	1162	1423	1197	1193	1381.5	1287
"LOC_Os02g37060"	24879	26032	16674	22519	19555.5	24339
"LOC_Os02g37420"	1070	1036	836	918	880	776
"LOC_Os02g37430"	468	564	491	697	898	691
"LOC_Os02g37654"	1192	1187.5	1531	2142	2258	2815
"LOC_Os02g37690"	2155	2123	2715	2267	2288	2867
"LOC_Os02g37700"	632	478	720	550	652	776
"LOC_Os02g37800"	555	410	312	528	417	442
"LOC_Os02g37830"	612	563	533	562	657	499
"LOC_Os02g37862"	1621	2075	1860	3567	3711	4112
"LOC_Os02g37930"	492	507	435	527	619	586
"LOC_Os02g38020"	1407	1333	1440	2337	2793	2118
"LOC_Os02g38210"	9594.5	11804.5	10832	18351.33	19862.5	18057
"LOC_Os02g38240"	868	909	684	1298	1467	1208
"LOC_Os02g38820"	4633	5805.5	5151	6858	7334	6994
"LOC_Os02g38900"	589	661	538	855	884	852
"LOC_Os02g38920"	1301	1612	1363	1980	2553	2289
"LOC_Os02g39010"	1883	1759.1	1672.5	1416	1258.67	1286.33
"LOC_Os02g39040"	1150	1185	1072	1019	1146	985
"LOC_Os02g39160"	7004.5	6979	6635	11932	14465.5	10946
"LOC_Os02g39180"	476	663	497	856	945	802
"LOC_Os02g39300"	885	869	878	1047	1220	994
"LOC_Os02g39360"	2010	2244	1559.5	2667	2784	2744
"LOC_Os02g39400"	624	567	534	311	367	269
"LOC_Os02g39580"	855	949	849	1258	1561	1253
"LOC_Os02g39600"	1423	1455	1398	981	1092	960
"LOC_Os02g39630"	3047.5	2870	2608.5	3420	4448.5	2975.17
"LOC_Os02g39710"	1301	1217	742	1825	2074	2227
"LOC_Os02g39730"	593	553	500	588	661	586
"LOC_Os02g39740"	4203.33	6018	4309	5506	5602	6018
"LOC_Os02g39790"	1182	1047	973	1372	1971	1309
"LOC_Os02g39850"	750	719	592	709	505	604
"LOC_Os02g39870"	780	907	844	1478	1400	1392
"LOC_Os02g39890"	1096	1058	1046.17	1291	1450	1116
"LOC_Os02g39920"	1569	1716	1585	1787	2175	1657
"LOC_Os02g39930"	3881	6085	4436	7246	8557	7837.17
"LOC_Os02g40040"	1051	1339	1235	1775	2138	1883
"LOC_Os02g40080"	661	647	697	771	764	627
"LOC_Os02g40430"	355	298	307	157	151	109
"LOC_Os02g40500"	460	449	540	430	539	539
"LOC_Os02g40830"	1607	1660	1659	1454	1475	1365
"LOC_Os02g40880"	902	988	921	1700	1651	1692
"LOC_Os02g40890"	1482	1360	1245	1176	1218	1048
"LOC_Os02g40900"	545	476	366	1510	1522	1062
"LOC_Os02g41520"	554	441	376	376	457	343
"LOC_Os02g41580"	1616	2022	1159	5284	4522	3876
"LOC_Os02g41590"	1030	1129	1020	1614	1619	1239
"LOC_Os02g41630"	5459	4685	5963.5	9494.5	5806.5	4434.5
"LOC_Os02g41650"	2862.5	2203.5	2284	4157.5	3725	3485.5
