"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"
"LOC_Os04g57400"	1020.67	1103.23	864.5	1197	1436.17	898.83
"LOC_Os04g57440"	209	229	244	373	407	423
"LOC_Os04g57500"	393	568	276	380	338	453
"LOC_Os04g57520"	617	648	564	626	744	596
"LOC_Os04g57540"	950.67	811	839	777	789	771
"LOC_Os04g57550"	664	761	698	1046	1375	1406
"LOC_Os04g57560"	6798	6528.5	5848	4368	5649	5263
"LOC_Os04g57600"	981	966	916	999	1172	1047
"LOC_Os04g57760"	1004	989	586	1014	724	783
"LOC_Os04g57810"	613.83	513	485	589	686.67	594
"LOC_Os04g57880"	10793	16588	11988	789	558	1209
"LOC_Os04g57930"	4637.1	5000	3861	4076	4019	4436
"LOC_Os04g58020"	1150	1358	1095	1622	1883	1810
"LOC_Os04g58110"	3525	3694	3278	3745	4136	3534
"LOC_Os04g58200"	1396	2186	1152	3097	2552	2190
"LOC_Os04g58240"	435	621	413	459	546	538
"LOC_Os04g58280"	577	1078	592	1250	805	1379
"LOC_Os04g58320"	334	330	267	389	429	400
"LOC_Os04g58330"	191	173	163	265	328	237
"LOC_Os04g58390"	2551	2208.5	2124	294	252	215
"LOC_Os04g58550"	994	1094	844	1250	1389	1117
"LOC_Os04g58570"	265	211	252	143	148	122
"LOC_Os04g58710"	2223	2098	1133	2763	3708	2848
"LOC_Os04g58730"	5968	7600	6103	3762	4543	4998
"LOC_Os04g58800"	5077	6265	4051	2352	2740	2655
"LOC_Os04g58810"	236	240	121	175	128	176
"LOC_Os04g58850"	293	451	207	1027	1017	1174
"LOC_Os04g58880"	1178	1068	995	1058	936	906
"LOC_Os04g58900"	1673	1771	1590	1718	2034	1789.25
"LOC_Os04g59040"	726	628	673	695.5	795	562
"LOC_Os04g59150"	107	74	96	41	23	21
"LOC_Os04g59190"	42	49	38	135	83	155
"LOC_Os04g59330"	517	307	334	240	255	188
"LOC_Os04g59440"	8480	7368	10053	40839	56210.12	34616
"LOC_Os04g59540"	468	382	377	1607	1478	1741
"LOC_Os05g01050"	1363	1397	1330	1604	1906	1619
"LOC_Os05g01110"	2306	2855	2568	2628	3092	2317
"LOC_Os05g01250"	641	642	570	558	556	546
"LOC_Os05g01270"	4472	5846	5660	8129	10353	8899
"LOC_Os05g01280"	1411	1382	1659	660	949	732
"LOC_Os05g01290"	1827	1821	1843	834	1193	781
"LOC_Os05g01490"	149	165	162	103	94.5	99
"LOC_Os05g01530"	287	253	194	844	1107	749
"LOC_Os05g01560"	824	892	683	1229	1290	1214
"LOC_Os05g01700"	651	556	647	633	561	475
"LOC_Os05g01710"	1106	1055	963	1009	1144	868
"LOC_Os05g01760"	718	644	665	1005	1186	938
"LOC_Os05g01820"	2842	2626	2500	3390	3828	3031
"LOC_Os05g01950"	5963	7234	5618	6029	6744	6112
"LOC_Os05g01994"	322	357	262	355	413	303
"LOC_Os05g02010"	1020	908	663	886	1128	951
"LOC_Os05g02020"	992	1008	827	1039	1525	1028
"LOC_Os05g02070"	3736.5	2823	1823	6133	5391	4843
"LOC_Os05g02130"	971	1010	1009	1793	1709	1726
"LOC_Os05g02260"	3978	4316	3871	4281	4784	4087
"LOC_Os05g02420"	837	800	688	555	758	523
"LOC_Os05g02530"	9918	10658	11701	33339.12	43081.5	32331.5
"LOC_Os05g02770"	464	529	372	951	1054	1010
"LOC_Os05g02780"	5652	7356	5053	5354.5	6458	6296
"LOC_Os05g02940"	1230	1155	1250	554	740	560
"LOC_Os05g02990"	2175	2158	2044	1604	2053	1475
"LOC_Os05g03040"	4529	5614	4356	4600	5709	5887
"LOC_Os05g03130"	11	16	12	185	127	131
"LOC_Os05g03140"	2432	2806	2509	2258	2264	2022
"LOC_Os05g03150"	872	780	723	986	1020	866
"LOC_Os05g03190"	896	845	778	567	611	534
"LOC_Os05g03480"	768	846	661	960	916	1009
"LOC_Os05g03550"	4899	5217	4267	3952	4394	3837
"LOC_Os05g03590"	372	333	233	586	611	530
"LOC_Os05g03750"	4355	4710	3209	3188	3120	3082
"LOC_Os05g03760"	6231	6500	3847	8367	8027	7863
"LOC_Os05g03780"	961	914	978	1245	1527	1088
"LOC_Os05g03860"	1308	1139	1011	731	876	676
"LOC_Os05g03910"	315.5	260	251	447.5	439.5	356.5
"LOC_Os05g03920"	16	46	16	361	447	457
"LOC_Os05g03934"	59	46	42	41	65	59
"LOC_Os05g04000"	163	182	189.5	68	108	74
"LOC_Os05g04070"	304	333	285	292	406.25	361
"LOC_Os05g04340"	391.5	379	331	533.5	634.5	418
"LOC_Os05g04360"	916	935	709	1234	1384	1053
"LOC_Os05g04380"	1167	765	891	212	227	222
"LOC_Os05g04510"	6355	6711	6798	13020.14	14087	12359
"LOC_Os05g04520"	2291	2097	2072	1738.5	1980	1582
"LOC_Os05g04550"	214	176	197	412	547	357
"LOC_Os05g04620"	3291	3924	3050	4720	5221	4577
"LOC_Os05g04630"	10010	10159	8860	13358	15900	11518.5
"LOC_Os05g04700"	2089	1714	1533	6971	5850	4855
"LOC_Os05g05020"	233	250	269	64	94	59
"LOC_Os05g05060"	684	646	985	157	143	203
"LOC_Os05g05160"	2053	1697	1450	1554	1807	1355
"LOC_Os05g05210"	1450	1485	1355	1667	1907	1646
"LOC_Os05g05230"	1242	1242	1133	1224	1280	1043
"LOC_Os05g05590"	1004	840	779	991	884	734
"LOC_Os05g05670"	227.5	168.5	117.5	164	94.5	114
"LOC_Os05g05680"	1620.5	1405.5	1059.5	1434.5	1443	1282
"LOC_Os05g05700"	2778	2661	2420	2394	2723	1998
"LOC_Os05g05710"	1828	1721	1416	2120	2219	1810
"LOC_Os05g05740"	897	1136	830	1295	1402	1319
"LOC_Os05g05780"	2030	2044	1829	1934	2023	1662
"LOC_Os05g05800"	811	906	659	1793	2141	1690
"LOC_Os05g05830"	2098	2268	2020	2195	2268	2106
"LOC_Os05g05940"	7599	9078	5346	11516	11457	10742
"LOC_Os05g05950"	4927	6267	6040	6135	6645	6235
"LOC_Os05g06270"	1438	1520	1318	1408	1540	1331
"LOC_Os05g06310"	1750	2343	1990	3632	3523	3775
"LOC_Os05g06350"	2982	3118	3058	2967	3001	2762
"LOC_Os05g06430"	2507	2733	2443	2775	2865	2358
"LOC_Os05g06440"	1711	1944.5	1921	686	837	567
"LOC_Os05g06470"	2640.5	2411	2137.5	1930	2089.5	1701.5
"LOC_Os05g06500"	2447	2716	2232	3815	3530	3490
"LOC_Os05g06710"	346	337	272	540	527	516
"LOC_Os05g06770"	2022	2559	2202	3448	3619.75	3941
"LOC_Os05g06780"	2163	1960	2264	4601	3823	3866
"LOC_Os05g06890"	740	724	780	715	770	672
"LOC_Os05g06920"	2017	1466	2264	2330	3750	2692
"LOC_Os05g06980"	917	874	824	925	1098	820
"LOC_Os05g07090"	201	228	189	277	383	344
"LOC_Os05g07130"	4591	4449	3725	3870	4654.5	3598.5
"LOC_Os05g07632"	1370	1485	1339	1847	2174	1693
"LOC_Os05g07650"	1140	1106	1020	1141	1129	929
"LOC_Os05g07670"	851	838	825	825	805	647
"LOC_Os05g07700"	4803	5866	5523	8142	10047	9579
"LOC_Os05g07860"	3367	3259	3090	6560	7297	6014
"LOC_Os05g07870"	406	262	335	1321	1993	1287
"LOC_Os05g07940"	209	215	147	306	242	343
"LOC_Os05g08370"	2780	1736	2468	1687	1923	1673
"LOC_Os05g08420"	779	1025	377	1259	1105.5	1221
"LOC_Os05g08554"	817	525	695	179	180	123
"LOC_Os05g08730"	603	739	608	782	941	784
"LOC_Os05g08960"	2393	2446	2182	2244	2490	1960.5
"LOC_Os05g09020"	827	768	458	459	433	355
"LOC_Os05g09490"	1391	1438	1396	1507	1592	1446
"LOC_Os05g09500"	142	181	111	64	81	45
"LOC_Os05g09580"	1399	1882	870	1631	1332	1718
"LOC_Os05g10670"	1313	1498	697	7193	5834	4855
"LOC_Os05g10930"	1623	1717	1213	1187	819	908
"LOC_Os05g11120"	545	611	578	1254	1338	1334
"LOC_Os05g11260"	1783	1447.67	1493	1332.83	1488.83	1245
"LOC_Os05g11320"	15577	21564	4741	28591	63138	9842
"LOC_Os05g11710"	928	1172	1108	2020	1982	2128
"LOC_Os05g11770"	1378	1193	1137	1270	1338	1026
"LOC_Os05g11780"	1202	1245	1174	1447	1547	1223
"LOC_Os05g11900"	265	333	253	218	226	210
"LOC_Os05g11910"	90	94	77	63	59	88
"LOC_Os05g12260"	1514	1712	1459	1470	1715	1494
"LOC_Os05g12481"	155	251	127	245	273	297
"LOC_Os05g12680"	382	402	501	370	427	361
"LOC_Os05g13440"	850	999	827	827	875	791
"LOC_Os05g13520"	2105	2351	1922	3172	3360	3646
"LOC_Os05g13580"	2050	2209	1533	2484	2664	2346
"LOC_Os05g13904"	51	43	49	35	52	47
"LOC_Os05g13940"	1340	1099	1446.83	4845.58	6198.8	4677.75
"LOC_Os05g14170"	1767	1626	1646	1614	1688	1453
"LOC_Os05g14180"	3615	3443	3157	5236	5039	3551
"LOC_Os05g14194"	2629	2727	2674	2948	2780	2610
"LOC_Os05g14240"	6696	8423	6706	1565	1364	1502.5
"LOC_Os05g14860"	1058	1034	874	1228	1342	1077
"LOC_Os05g15160"	932	880	883	1063	1211	947
"LOC_Os05g15370"	647.5	693	591	843	927	777
"LOC_Os05g15770"	274	214	380	2151	2085	2972.5
"LOC_Os05g18470"	278	244	243	940	990	967
"LOC_Os05g18770"	860	788	792	801	889	713
"LOC_Os05g21180"	483	420	386	585	618	495
"LOC_Os05g22614"	11606	11661	10937	8755	10385	10373
"LOC_Os05g22670"	888	1045	924	969	1119	973
"LOC_Os05g22730"	1537	1658	1723	2466	2848	2508
"LOC_Os05g22940"	4183	3836	4392	4252	4140	3695
"LOC_Os05g22970"	1437	1481	1403	1579	1771	1483
"LOC_Os05g23130"	1942	2187	1457	1212	1328	1256
"LOC_Os05g23260"	458	412	441	389	472	331
"LOC_Os05g23320"	1596	2062	1985	1001	1097	1180
"LOC_Os05g23720"	1854	2097	2095	3520	3634	3187
"LOC_Os05g23740"	8979	10675	9825	17114	19806	17112
"LOC_Os05g23860"	1137	1061	1054	1262	1410	1103
"LOC_Os05g24020"	743	746	589	764.5	882	670
"LOC_Os05g24550"	13597	13636	12722.5	10883	12087	10004
"LOC_Os05g24650"	4376	4854	3536	8688	10964	8478
"LOC_Os05g24684"	1077	984	1060	971	1101	884
"LOC_Os05g25310"	1664	1565	1519	1807	1992	1560
"LOC_Os05g25640"	2544	2739	2784	6442	6635	7142
"LOC_Os05g25770"	2911	2506	2547	534	407	427
"LOC_Os05g25840"	3135	3607	2996	3272	3431	3485
"LOC_Os05g25850"	1249	1568	1354	2915	2744	2750.5
"LOC_Os05g26820"	509	388	463	966	1122	797
"LOC_Os05g26890"	653.98	588.58	652.83	563.15	693.92	550.08
"LOC_Os05g27100"	2100	2604	2375	2182	2544	2334
"LOC_Os05g27340"	153	143	145	166	151	127
"LOC_Os05g27660"	223	210	193	196	227	166
"LOC_Os05g27730"	4727	6049.5	3217	3759	3909	3622
"LOC_Os05g27780"	297	574	347	4770	3298	4958
"LOC_Os05g27790"	158	142	112	76	61	98
"LOC_Os05g27940"	1336	1401	1529	2191	2494	2310.5
"LOC_Os05g27950"	1987	1918	1776	1495	1766	1520.5
"LOC_Os05g28090"	4699	5046	4565	3060	3747	3358
"LOC_Os05g28190"	1183	1453	1288	1827	2003	1835
"LOC_Os05g28280"	1131	1228.5	1136	1696	1716	1568
"LOC_Os05g28290"	2013	2152	1790	2444	2643	2397
"LOC_Os05g28300"	1394	1267	1219	1271	1334	1124
"LOC_Os05g28500"	2007	2367	1826	2818	3230	2684
"LOC_Os05g28630"	390	478	309	715	746	697
"LOC_Os05g28740"	5038	6700	1526	13209	10675	15031.5
"LOC_Os05g28750"	1002.5	1248	1081	2271	2310	2511
"LOC_Os05g28870"	728	687	712	748	804	687
"LOC_Os05g29900"	136	187	123	226	263	235
"LOC_Os05g29974"	415	496	346	219	245.5	195
"LOC_Os05g29990"	1513.5	1468	1400	1599.5	1411	1526.5
"LOC_Os05g30350"	208	310	234	464	688	496
"LOC_Os05g30800"	872	958	758	929	927	855
"LOC_Os05g30980"	96	89	75	78	76	73
"LOC_Os05g31000"	1404	1713	1431	2404	2384	2439
"LOC_Os05g31020"	114	108	105	2945	2626	2756
"LOC_Os05g31140"	139	189	255	58	64	76
"LOC_Os05g31620"	385	415	149	115	97	298
"LOC_Os05g31680"	2219	2343	2190	1962.5	2296	2059.5
"LOC_Os05g31690"	1070	1178	1015	815	808	815
"LOC_Os05g31750"	526	452	738	378	388	560
"LOC_Os05g32110"	1194	897	1139	1177	1251	1068
"LOC_Os05g32130"	58	68	63	33	47	49
"LOC_Os05g32140"	2680	3488	3032	3416	4548	3735
"LOC_Os05g32220"	7246	8743	8547	9309	11599	9918
"LOC_Os05g32230"	1356	1249	1211	840	1040	725
"LOC_Os05g32570"	1546	1645	1599	1602	1626	1493
"LOC_Os05g32630"	659	636	579	855	901	710
"LOC_Os05g32970"	397	433	291	146	162	188
"LOC_Os05g33100"	1285	1326	1160.5	1164	1158	1013
"LOC_Os05g33210"	763.5	777	738	1235	1273	1165
"LOC_Os05g33240"	696.5	710	562.5	599	676	615.5
"LOC_Os05g33280"	6534	7983.5	6075	7958	8900	8799
"LOC_Os05g33290"	6433	6293.75	6192	4874	5424	4340.5
"LOC_Os05g33360"	1805	1908	1686	2263	2247	1959
"LOC_Os05g33380"	1174	1362	1395	1864	1951	1895
"LOC_Os05g33510"	2342	2717	2280	3401	3275	3195
"LOC_Os05g33520"	1002	1343	1047	1148	1211	1285
"LOC_Os05g33570"	4672.5	4639	3860	2382	2500.5	2324
"LOC_Os05g33610"	1278	1150	1109	865	1011	764
"LOC_Os05g33620"	3915	3744	3380	5385	6116	5360
"LOC_Os05g33730"	1598	1709	1532	2650	2693	2684
"LOC_Os05g33810"	1841	1930	1395	2221	2434	1773
"LOC_Os05g33820"	1575	1570	1173	1681	1909	1625
"LOC_Os05g33840"	5507	5364	3580	9729	8665	10857
"LOC_Os05g33880"	3218	3089.12	2646	3121	3550	2874
"LOC_Os05g34070"	3440	3273	3013	5202	6523	4846
"LOC_Os05g34210"	802	931	711	835	993	839
"LOC_Os05g34260"	719	730	758	418	480	356
"LOC_Os05g34540"	2821	2513	2575	2241	2415	1959
"LOC_Os05g34630"	2094	2821	2058	2354	2290.5	2552
"LOC_Os05g34650"	2332	1864	1833	3275	3738	3036
"LOC_Os05g34680"	461	375	345	441	404	362
"LOC_Os05g34720"	1312	1481	1267	1381	1786	1486
"LOC_Os05g34770"	1432	1526	1458	2083	2704	2415
"LOC_Os05g34830"	308	514	186	1497	1422	2262
"LOC_Os05g35110"	1235	1235	1314	1798	2213	1915
"LOC_Os05g35170"	6036	5359	5815	2864	2822	2275
"LOC_Os05g35190"	438	416	316	505	560	568
"LOC_Os05g35274"	888	823	732	711	743	626
"LOC_Os05g35460"	378	408	328	422	432	384
"LOC_Os05g35470"	12782.1	15374	8918	12076	10827	12218
"LOC_Os05g35540"	2149	2153	2046.5	1919	2022.75	1700
"LOC_Os05g35740"	2403	3109	2199	4496	5294	4044
"LOC_Os05g36270"	336	265	181	92	89	72
"LOC_Os05g36290"	893	896	1179	1027	1102	898
"LOC_Os05g36320"	266	288	254	78	95	82
"LOC_Os05g36994"	5298	4521	4196	3932	4200	3694
"LOC_Os05g37190"	38	40	33	21	41	18
"LOC_Os05g37330"	2908	3341	3457	5638	5846	5465
"LOC_Os05g37690"	2189	2266	1801	2967	3405	2782
"LOC_Os05g38040"	392	459	417	391	458	482
"LOC_Os05g38140"	2077	2564	1292	841	864	1039
"LOC_Os05g38150"	531	497	459	5142	4444	4959
"LOC_Os05g38160"	786	729	673	860	952	823
"LOC_Os05g38520"	2484	3078	3157	5008	5608	5452
"LOC_Os05g38550"	1791	1696	1602	1961	2510	1668
"LOC_Os05g38570"	1539	1640	1382	1089	1219	1240
"LOC_Os05g38610"	409	365	343	406	415	382
"LOC_Os05g38630"	926	902	738	952	1076	810
"LOC_Os05g38640"	5332	5736	4275	4502	4611	4168
"LOC_Os05g38660"	98	118	82	971	1306	770
"LOC_Os05g38710"	1190	1012	987	1399	1553	1210
"LOC_Os05g38830"	718	694	641	558	674	539
"LOC_Os05g38880"	300	314	288	25	32	28
"LOC_Os05g39050"	493.1	598.12	416.9	632	725.4	560.73
"LOC_Os05g39060"	666.5	553	525	694	605	615
"LOC_Os05g39250"	10	22	7	2112	1289	1469
"LOC_Os05g39650"	758	795.5	629	664	849	686
"LOC_Os05g39690"	238	197	210	269	379	282
"LOC_Os05g39760"	966	946	884	858	910	839
"LOC_Os05g39770"	32	27	27	164.5	135	222
"LOC_Os05g39960"	1883.5	2317	1997	3696	3907.5	4052
"LOC_Os05g40010"	5616	5587	3155	11381	8526	9004
"LOC_Os05g40260"	991	1022	929	764	955	807
"LOC_Os05g40300"	1075	1214	1011	1394	1468	1301
"LOC_Os05g40410"	478	404	412	343	439	288
"LOC_Os05g40780"	371	412	338	545	617	493
"LOC_Os05g40890"	244	229	273	157	206	155
"LOC_Os05g41060"	7663	7990.5	6664	10571.17	12724.5	9239
"LOC_Os05g41110"	943	1177	1171	2026	2248	2238
"LOC_Os05g41190"	2514	2895	2023	2186	2023	2080
"LOC_Os05g41210"	2762.33	3237	2930	2905	3647	2935
"LOC_Os05g41220"	142	181	145	217	220	255
"LOC_Os05g41460"	1019	1181	1004	1085	1270	1032
"LOC_Os05g41480"	1555	1905	1586	2320	2352	2263
"LOC_Os05g41510"	2749	2666	2393	2478	2329	2044
"LOC_Os05g41550"	7936	6904	5902	6878	6684	5281
"LOC_Os05g41610"	780	996	637	764	885	1038
"LOC_Os05g41620"	97	127	99	183	202	166
"LOC_Os05g41640"	38296	37518	38756	35324	38802	41601
"LOC_Os05g41780"	1206	1417	605	1259	1288	1189
"LOC_Os05g41900"	4542	4566	4289	3884	4920	3678
"LOC_Os05g41930"	2143	1998	1855	1932	2252	1691
"LOC_Os05g42210"	56	46	43	101	89	194
"LOC_Os05g42330"	536	467	468	657	611	474
"LOC_Os05g42350"	3603.5	3866	3493	1851	2056	2057
"LOC_Os05g42424"	2527	2957	2365	1737	2470	1793
"LOC_Os05g43060"	2864	3078	2824	3032	3221	2642
"LOC_Os05g43170"	8079	7689	8259	1638	1777	1393
"LOC_Os05g43280"	1583	1524	1502	1279	1419	1162
"LOC_Os05g43360"	933	991	916	1249	1410	1240
"LOC_Os05g43390"	31	42	28	127	138	72
"LOC_Os05g43480"	1108	1169	1062	1258	1215	1167
"LOC_Os05g43540"	661	587	452	570	636	514
"LOC_Os05g43840"	1614	1690	1397	1768	1892	1687
"LOC_Os05g43850"	1842	1831	1555	2347	2556	2207
"LOC_Os05g44050"	1983	1898	1657	2636	2782	2398
"LOC_Os05g44310"	1352	1240	1272	1711	1849	1422
"LOC_Os05g44900"	49	65	35	380	320	536
"LOC_Os05g45020"	61	58	42	126	44	97
"LOC_Os05g45030"	2990	3590.1	2917	4326	4815	4551
"LOC_Os05g45280"	722	668	534	753	746	672
"LOC_Os05g45300"	420	526	357	377	457	409
"LOC_Os05g45350"	514	471	435	748	1047	605
"LOC_Os05g45400"	4932	5011	3867	5344	5877	4845
"LOC_Os05g45440"	1021	1074	829	385	412	627
"LOC_Os05g45660"	3560	4199	3584	4783	5367.25	4959
"LOC_Os05g45730"	2154	2416	2003	2933	3477	3147
"LOC_Os05g45950"	2025	2405	2175	2487	3069	2586
"LOC_Os05g46020"	723	718	532	496	413	479
"LOC_Os05g46040"	993	1258	955	3681	3812	3851
"LOC_Os05g46230"	955	1121	859	1182	1261	1198
"LOC_Os05g46340"	1169	1371	794	2342	2455	2238
"LOC_Os05g46360"	590	531	450	888	889	821
"LOC_Os05g46395"	147	166	145	204	261	209
"LOC_Os05g46430"	937	1212	1148	1727	1851	1899
"LOC_Os05g46450"	585	617	583	771	881	816
"LOC_Os05g46460"	871	976	781	1555	1905	1702
"LOC_Os05g46470"	60	36	60	34	56	23
"LOC_Os05g46580"	163	129	155	186	195	150
"LOC_Os05g46620"	1827	1671	1546	1544	1676	1415
"LOC_Os05g46720"	3999	3547	3488	2784	2919	2420
"LOC_Os05g46890"	127.5	159	117	143.5	160	137
"LOC_Os05g47446"	859	854	805.83	714.92	822.5	689.08
"LOC_Os05g47550"	1876	1927	1705	2194	2593	1906
"LOC_Os05g47560"	3961	4855	2676	7295	7776.5	6815
"LOC_Os05g47670"	812	907	610	1170	1232	1364
"LOC_Os05g47700"	113	75	108	2117	1457	1238
"LOC_Os05g47980"	3197	3374	3046	3971	4126	3657
"LOC_Os05g48020"	984	870	710	1197.5	1170	918
"LOC_Os05g48230"	253	238	216	201	201	200
"LOC_Os05g48240"	1528	1345	1365	1325	1415	1078
"LOC_Os05g48320"	664	812	780	1304	1520	1497
"LOC_Os05g48340"	312	305	210	680	503	629
"LOC_Os05g48380"	690	696	624	543	632	460
"LOC_Os05g48390"	1288	1269	1409	572	802	536
"LOC_Os05g48590"	738	801	737	798	841	736
"LOC_Os05g48620"	1346.25	1317	1043	1198	1235	1055
"LOC_Os05g48630"	44679.5	51280.67	36495.1	44380	49157.17	47775
"LOC_Os05g48760"	823	727	567	787	988	519
"LOC_Os05g48800"	3129	3439	2789	4312	4702	3855.5
"LOC_Os05g48820"	2627	2515	2591	2275	2359	2075
"LOC_Os05g48855"	404	427	420	537	607	468
"LOC_Os05g48900"	2301	1929	2228	1158	1273	1332
"LOC_Os05g48960"	3341	3812	3242	3803	4520	3740
"LOC_Os05g48980"	164	185	156	208	167	152
"LOC_Os05g49020"	884.5	908	804	1024	992	951
"LOC_Os05g49030"	894	1078	1109	1759	1928	1764
"LOC_Os05g49060"	6306	6803	7010	5186	6107	4909
"LOC_Os05g49200"	3141	3096	3073	1339	1362	1248
"LOC_Os05g49240"	1065	824	1436	13	28	0
"LOC_Os05g49270"	689	627	488	472	494	360
"LOC_Os05g49300"	1625	1970	1507	3760	4466	3322
"LOC_Os05g49320"	723	1005	856	847	917	872
"LOC_Os05g49380"	2553.33	2913	2474	2510	2874	2372
"LOC_Os05g49420"	341	341	343	1107	1058	1014
"LOC_Os05g49650"	2394	2751	2095	2238	2524	1989
"LOC_Os05g49680"	843	805	691	783	869	736
"LOC_Os05g49700"	335	431	226	1090	994	918
"LOC_Os05g49770"	721	789.5	746.5	1943.5	1571.5	1441
"LOC_Os05g49800"	5450	6132	6155	9521	11888	9350
"LOC_Os05g49860"	1728.75	1935.67	1389.5	1438	1934.83	1397
"LOC_Os05g49880"	7841	8187	7712	6777	7381	7386
"LOC_Os05g49890"	16957	17793	16522	15584	17913.67	16289
"LOC_Os05g49900"	42	46	43	60	96	43
"LOC_Os05g49940"	188	308	91	199	130	80
"LOC_Os05g49970"	8321	8957	8457	7833.5	8181	7530
"LOC_Os05g50100"	503	517	459	407	499	413
"LOC_Os05g50190"	379	413	281	372	358	307
"LOC_Os05g50220"	1050.5	1191	947	927	1009	852
"LOC_Os05g50280"	1827	1626	1513	2666	2648	2272
"LOC_Os05g50340"	3525	4187.5	2790	694	762	673
"LOC_Os05g50510"	690	551	596	542	666	494
"LOC_Os05g50550"	4586	4297	4871	4585	5238	4187
"LOC_Os05g50710"	1530	1751	1320	1408	1918	1554
"LOC_Os05g50840"	762	771	661	2658.5	3236.5	2529.33
"LOC_Os05g51180"	2199	2663	2468	3805	4390.5	3773
"LOC_Os05g51450"	5748	6250	5876	5786	6661	5819
"LOC_Os05g51530"	1293	1238	1215	1900	1850	1721
"LOC_Os05g51590"	2598	3195	2669	2020	2502	2021
"LOC_Os05g51630"	1002	832	730	2224	2521	1851
"LOC_Os05g51670"	459	443.5	375	3299.5	3510.5	2761
"LOC_Os05g51830"	1227	1385	1541	1699	1742	1763
"LOC_Os06g01200"	426	505	406	527	612	561
"LOC_Os06g01210"	91980	101398	80871	109707.5	129116	127454
"LOC_Os06g01250"	5519	6398	6783.5	14218	13310	18451.33
"LOC_Os06g01360"	685	772	579	1021	1096	1019
"LOC_Os06g01390"	4711	5117	4591	4043	4304	4220
"LOC_Os06g01460"	2056	2054	2018	2414	2532	2333.67
"LOC_Os06g01670"	488	469	443	533	572	432
"LOC_Os06g01700"	2502	2728	2530	2568	2741.5	2481
"LOC_Os06g01770"	563	574	533	537	722	518
"LOC_Os06g01850"	30985	36472.5	32926	17578.5	19602.5	20672
"LOC_Os06g02144"	3700	4284	3613	2969	3172	3094
"LOC_Os06g02240"	1018	991	946	823	1053	818
"LOC_Os06g02370"	2219	2887	2650	1515	1977	1539
"LOC_Os06g02380"	14488.5	16522.5	19493.5	28684	31494	27789.5
"LOC_Os06g02420"	1193	1240	1057	2109	2649	1989
"LOC_Os06g02470"	925	1009.5	869	1113	1129	1113
"LOC_Os06g02490"	1215	1624	972	2983	3797	3084
"LOC_Os06g02500"	1610	1924	1852	2488	2889	2501
"LOC_Os06g02540"	1384	1449	1010	1661	1805	1724
"LOC_Os06g02550"	2225	2217.5	2164.5	2361	2669	2311
"LOC_Os06g02620"	1200	1229	1143	2077	2271	1983.5
"LOC_Os06g03486"	1286	1295	1313	1719	2151	1618
"LOC_Os06g03640"	703	499	562	425	417	343
"LOC_Os06g03660"	752	694	669	642	737	597
"LOC_Os06g03690"	542	595	567	898	836	753
"LOC_Os06g03770"	1192	1048	957	1000	987	856
"LOC_Os06g03930"	3289	3021	2688	3911	6803	3409
"LOC_Os06g03940"	697	740	602	613	758	630
"LOC_Os06g03990"	3432	3033	2667	2142	2179.67	2002
"LOC_Os06g04020"	22132	30053	15489	26570	32899	23649
"LOC_Os06g04030"	11400.5	13683	8291	11510	14357	12489
"LOC_Os06g04070"	3180	4159	2702	3550	4332	4241
"LOC_Os06g04230"	414	599	154	337	346	400
"LOC_Os06g04240"	65	87	28	77	61	89
"LOC_Os06g04270"	27688	31202	32667.5	28349	37286	34583
"LOC_Os06g04280"	852	912	894	1772	1924	1790
"LOC_Os06g04290"	1066	1388	1210	2119	2136	2138
"LOC_Os06g04390"	1265	1272	1256	1476	1746	1407
"LOC_Os06g04399"	846	795	730	704	812	614
"LOC_Os06g04460"	409	424	418	386	454	349
"LOC_Os06g04530"	1768	1681	1615	2006	2132	1607
"LOC_Os06g04800"	445	471	431	394	509	413
"LOC_Os06g04880"	949	824	671	759	817	721
"LOC_Os06g04889"	59	71	44	404	350	432
"LOC_Os06g05060"	1349	1542	1275	1187	1404	1261
"LOC_Os06g05080"	102	90	97	87	86	79
"LOC_Os06g05110"	1662	1666	1707	1672	1766	1380
"LOC_Os06g05120"	1110	1161	1036	1371	1858	1151
"LOC_Os06g05130"	546	419	397	789	728	579
"LOC_Os06g05150"	534	541	532	434	617	414
"LOC_Os06g05390"	4457	4617	3855.5	4495.5	4894	4182
"LOC_Os06g05400"	2437	2738	2152	2456	2767	2484
"LOC_Os06g05430"	80	75	51	395	370	302
"LOC_Os06g05440"	1496	1940	1212	2823	2938	2729
"LOC_Os06g05520"	1055	916	856	376	478	392
"LOC_Os06g05740"	509	527	566	380	398	317
"LOC_Os06g05860"	1199	1031	931	993	1278	793
"LOC_Os06g05880"	4831	4983	4144	4113	4574	3944
"LOC_Os06g05890"	499	563	477	632	685	580
"LOC_Os06g05930"	303	263	216	105	112	80
"LOC_Os06g06030"	1929	2245	1952	2003	2394	2058
"LOC_Os06g06090"	895	847	780	622	667	586
"LOC_Os06g06120"	549	631	501	527	647	539
"LOC_Os06g06290"	10155	6532	4479	2703	2762	3252
"LOC_Os06g06780"	1027	713	695	661	780	693
"LOC_Os06g06980"	3289	3720	3033	2765	2367	2816
"LOC_Os06g07030"	101	177	86	905	791	1050
"LOC_Os06g07070"	455	364	364	267	328	312
